标题,开发商,房子信息,发布信息,售价/万,单价
全新精装欧式 高楼层 视野开阔 无欠款各付税带车位,优越家园 -坦洲镇,4室2厅 | 163.21平米 | 东南 | 精装 | 高楼层(共32层) | 2013年建 | 塔楼,0人关注 / 2个月以前发布,269.5,"16,513元/平"
中山 一线江景 大开发商  精装四房,碧桂园天玺湾二期 -第一城小学,4室2厅 | 136.62平米 | 西南 | 精装 | 中楼层(共15层)  | 平房,12人关注 / 6个月以前发布,220,"16,104元/平"
满五唯一，小区中间位置安静不靠路,棕榈彩虹 -彩虹,4室2厅 | 140.03平米 | 南 | 精装 | 低楼层(共29层) | 2015年建 | 塔楼,7人关注 / 一年前发布,198,"14,140元/平"
户型设计合理的利用整体空间，3房设计让房间更加宽阔,锦绣雅苑 -坦洲镇,3室2厅 | 111.45平米 | 东南 | 简装 | 中楼层(共10层)  | 板塔结合,10人关注 / 6个月以前发布,81,"7,268元/平"
首付两成，低总价三房，业主诚心出售,中澳翠湖居 -坦洲镇,3室2厅 | 85.29平米 | 东北 | 简装 | 中楼层(共6层)  | 塔楼,2人关注 / 2个月以前发布,76,"8,911元/平"
坦洲 大四房 精装 中间楼层 业主诚心出售,龙光海悦华庭 -坦洲镇,4室2厅 | 111平米 | 南 北 | 精装 | 中楼层(共32层) | 2012年建 | 塔楼,8人关注 / 一年前发布,132,"11,892元/平"
(链家)欧雅三房特色户型，景好价格美丽，业主诚心出售,欧雅豪庭 -老安山,4室2厅 | 117.54平米 | 南 | 毛坯 | 低楼层(共28层) | 2015年建 | 塔楼,26人关注 / 一年前发布,100,"8,508元/平"
景观一品南北对流无遮挡大户型四房出售,景观一品 -三乡镇,4室2厅 | 206平米 | 南 北 | 简装 | 中楼层(共14层)  | 塔楼,0人关注 / 14天以前发布,178,"8,641元/平"
公寓价可以享受住宅的面积和年限,顶固公寓 -东凤镇,1室1厅 | 32.25平米 | 东 | 毛坯 | 中楼层(共7层)  | 暂无数据,0人关注 / 5天以前发布,14,"4,342元/平"
雅居乐大四房三卫，两个套间，视野开阔,雅居乐新城13期二区 -三乡镇,4室1厅 | 164平米 | 东北 | 毛坯 | 高楼层(共32层) | 2015年建 | 塔楼,0人关注 / 15天以前发布,138,"8,415元/平"
东区繁华地段，高楼层，坐享完善配套设施。,利和国际公馆 -利和广场,2室1厅 | 117.15平米 | 南 | 简装 | 中楼层(共32层) | 2012年建 | 塔楼,1人关注 / 8天以前发布,125,"10,671元/平"
中海洋房，3+1房，带12平 入户花园 新装修 急售价,中海翠林兰溪园 -中海翠林,3室2厅 | 114.88平米 | 南 | 精装 | 高楼层(共6层) | 2009年建 | 塔楼,0人关注 / 10天以前发布,84,"7,312元/平"
柏苑新村 2房2厅 格局方正 低楼层 总价低,柏苑新村 -柏苑小学,2室1厅 | 65平米 | 南 | 简装 | 低楼层(共7层) | 1998年建 | 塔楼,1人关注 / 11天以前发布,54.7,"8,416元/平"
满五年唯一 高层南向 户型方正 精装修 拎包入住,裕龙君汇 -太阳城,3室2厅 | 113.74平米 | 南 | 精装 | 高楼层(共30层) | 2012年建 | 塔楼,1人关注 / 8天以前发布,125,"10,990元/平"
中海翠林，4米层高，大四房，中间楼层，户型很方正,中海翠林兰溪园 -中海翠林,4室2厅 | 121平米 | 南 北 | 精装 | 中楼层(共4层) | 2009年建 | 塔楼,0人关注 / 6天以前发布,100,"8,265元/平"
石岐大信 天水湖 精装电梯3房 格局方正 南北对流,正德天水湖 -轻轨北站,3室2厅 | 93.88平米 | 东南 | 精装 | 低楼层(共25层) | 2015年建 | 板塔结合,0人关注 / 8天以前发布,108,"11,505元/平"
房屋户型无遮挡，采光好，业主诚心出售。,荣利豪庭 -厚山广场,3室2厅 | 89.46平米 | 东南 | 其他 | 高楼层(共18层)  | 塔楼,0人关注 / 7天以前发布,75,"8,384元/平"
优越香格里四期精装修144平方4房2卫南北双阳台小区新,优越家园 -坦洲镇,4室2厅 | 143.98平米 | 南 北 | 精装 | 低楼层(共31层) | 2015年建 | 塔楼,0人关注 / 10天以前发布,200,"13,891元/平"
欢乐海岸旁 幸福汇 满五唯一 两梯三户 南北通透,幸福汇一二期 -岐港,3室2厅 | 126.45平米 | 南 北 | 精装 | 中楼层(共17层) | 2015年建 | 板塔结合,0人关注 / 8天以前发布,170,"13,445元/平"
业主诚心出售，低楼层，带平台，税费少。,金怡苑B区 -沙朗,2室2厅 | 79.3平米 | 南 | 精装 | 低楼层(共6层) | 2004年建 | 板楼,0人关注 / 5天以前发布,56,"7,062元/平"
华侨城旁美林春天南北对流3+1,美林春天四五期 -岐港,3室2厅 | 107.75平米 | 南 | 毛坯 | 低楼层(共26层)  | 暂无数据,1人关注 / 24天以前发布,120,"11,137元/平"
南北通格局，中间楼层视野宽阔采光充足。,汇乔金色名都 -坦洲镇,3室2厅 | 105.86平米 | 南 北 | 简装 | 中楼层(共16层) | 2013年建 | 板楼,0人关注 / 21天以前发布,125,"11,809元/平"
优越香格里南向看小区园林 楼层采光通风好 看房方便,优越家园 -坦洲镇,3室2厅 | 108.18平米 | 南 | 毛坯 | 低楼层(共25层) | 2013年建 | 塔楼,0人关注 / 21天以前发布,133,"12,295元/平"
佳境康城三期 4室2厅 西北,佳境康城三期 -坦洲镇,4室2厅 | 118.88平米 | 西北 | 毛坯 | 低楼层(共28层)  | 塔楼,0人关注 / 25天以前发布,168,"14,132元/平"
房子装修好 视野开阔  户型经典 邻近珠海,海伦堡爱ME公园 -坦洲镇,3室2厅 | 117平米 | 南 北 | 精装 | 高楼层(共30层)  | 塔楼,0人关注 / 28天以前发布,100,"8,548元/平"
石歧大平层，奢华式大三房，南北对流，税费低，楼层高,星汇湾 -老安山,3室2厅 | 196.5平米 | 南 北 | 毛坯 | 26层 | 2012年建 | 板楼,0人关注 / 17天以前发布,230,"11,705元/平"
业主急售，视野好看空中花园，户型方正欢迎咨询,嘉宏世纪豪庭 -东升中学,4室2厅 | 134.51平米 | 南 北 | 精装 | 低楼层(共31层) | 2011年建 | 塔楼,1人关注 / 17天以前发布,110,"8,178元/平"
大阳台+大花园，东区利和商圈首付十多万,新世界花园 -利和广场,3室2厅 | 135.47平米 | 南 | 其他 | 低楼层(共14层)  | 板楼,1人关注 / 12天以前发布,137.5,"10,150元/平"
七村大有街，能停小汽车！两层半小洋房！！！！,七村大有街 -坦洲镇,6室3厅 | 215平米 | 西南 | 其他 | 低楼层(共3层) | 2012年建 | 板楼,1人关注 / 5个月以前发布,183,"8,512元/平"
石岐区富元二期大四房，户型方正,富元利和豪庭二期 -第一城小学,4室1厅 | 178.21平米 | 南 | 简装 | 中楼层(共31层) | 2018年建 | 板塔结合,4人关注 / 11个月以前发布,255,"14,309元/平"
石岐总部经济区 岐江新城 时代云图3+1房精装,时代云图 -实验小学,4室2厅 | 106.21平米 | 北 | 精装 | 低楼层(共18层) | 2015年建 | 塔楼,4人关注 / 5个月以前发布,148,"13,935元/平"
朝南单边位，楼层好、采光、通风、视野好。,豪逸御华庭 -第一城小学,3室2厅 | 89.71平米 | 南 | 毛坯 | 中楼层(共33层) | 2010年建 | 板塔结合,1人关注 / 24天以前发布,117,"13,043元/平"
户型方正只此一套，朝南，带大平台唯一在售房源,雅居乐新城13期二区 -三乡镇,3室2厅 | 115.52平米 | 南 | 毛坯 | 高楼层(共32层)  | 塔楼,0人关注 / 24天以前发布,108,"9,350元/平"
幸福时光电梯高层三房 业主着急卖 看房方便 拎包入住,世纪新城二期幸福时光 -博爱一南,3室2厅 | 112.64平米 | 南 | 精装 | 高楼层(共28层) | 2010年建 | 塔楼,0人关注 / 18天以前发布,109,"9,677元/平"
新小区自然供氧，远山近水，低密度，低楼层梯户比,银马茵宝花园 -三角镇,4室2厅 | 119.01平米 | 南 北 | 毛坯 | 低楼层(共16层) | 2021年建 | 塔楼,3人关注 / 27天以前发布,81,"6,807元/平"
深中通道出口盈彩美地精装小三房出售,盈彩美地 -南朗镇,3室1厅 | 85.5平米 | 南 | 简装 | 低楼层(共9层) | 2007年建 | 板塔结合,0人关注 / 21天以前发布,85,"9,942元/平"
锦盛恒富德大三房毛胚户型好两梯三户朝南采光好,恒富得名苑 -南朗镇,3室2厅 | 137.29平米 | 南 | 毛坯 | 高楼层(共28层)  | 塔楼,0人关注 / 15天以前发布,142,"10,344元/平"
深中出口实用大四房红本在手急售,君华新城 -华佗山公园,4室2厅 | 125平米 | 北 | 精装 | 30层 | 2012年建 | 板楼,0人关注 / 27天以前发布,130,"10,400元/平"
大社区，纯人车分流，封闭式管理。,万景豪庭 -三角镇,3室2厅 | 106.96平米 | 南 | 精装 | 高楼层(共25层)  | 塔楼,0人关注 / 15天以前发布,85.2,"7,966元/平"
东凤穗茵庭3房 无抵押 买家仅需契税,东凤穗茵庭 -东凤镇,3室2厅 | 89.3平米 | 西南 | 精装 | 中楼层(共12层)  | 板楼,0人关注 / 21天以前发布,62,"6,943元/平"
翠亨新区，毛坯四房，南北通透，业主诚售，价格可谈,锦绣海湾城六期红林园 -南朗镇,4室2厅 | 167.6平米 | 南 北 | 毛坯 | 中楼层(共31层)  | 板塔结合,1人关注 / 21天以前发布,150,"8,950元/平"
恒富得名苑 2室2厅 西,恒富得名苑 -南朗镇,2室2厅 | 87.25平米 | 西 | 其他 | 高楼层(共28层)  | 塔楼,0人关注 / 6天以前发布,92,"10,545元/平"
满五唯一、高速出口旁、精装小3房、急售、,华策凤凰美域 -三角镇,3室1厅 | 83.27平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 14天以前发布,61.5,"7,386元/平"
剑桥郡6区 毛坯四房两厅 南北对流双对流阳台 中高楼层,剑桥郡6区荣曜 -铁城小学,4室2厅 | 136.01平米 | 南 北 | 毛坯 | 高楼层(共33层) | 2015年建 | 塔楼,0人关注 / 17天以前发布,205,"15,073元/平"
怡景花园朝南中间楼层三房，业主诚心出售,怡景花园 -中山港口岸,3室2厅 | 107.21平米 | 南 | 其他 | 中楼层(共8层) | 2002年建 | 塔楼,0人关注 / 10天以前发布,62,"5,784元/平"
时代倾城，南向大三房 简单出售 看心方便 有钥匙,时代倾城 -博爱一南,3室2厅 | 115.41平米 | 南 | 简装 | 中楼层(共26层) | 2012年建 | 塔楼,1人关注 / 11天以前发布,102,"8,839元/平"
全新装修 中间楼层 省心省力入住,华侨新村 -逸仙湖,3室2厅 | 71.38平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据,1人关注 / 28天以前发布,59,"8,266元/平"
房子是2房带大平台的，带装修，房子保养很好，格局好,美林假日 -沙朗,2室1厅 | 84.47平米 | 东北 | 简装 | 低楼层(共18层) | 2013年建 | 塔楼,1人关注 / 22天以前发布,68,"8,051元/平"
富丽苑（沙溪镇） 3室2厅 南,富丽苑（沙溪镇） -星宝,3室2厅 | 109.76平米 | 南 | 其他 | 中楼层(共9层) | 2009年建 | 塔楼,1人关注 / 31天以前发布,85,"7,745元/平"
业主诚心出售天奕国际广场南向3房  高楼层视野好,天奕国际广场 -齐东,3室2厅 | 106平米 | 南 | 精装 | 32层 | 2015年建 | 板塔结合,1人关注 / 28天以前发布,168,"15,850元/平"
石岐大信旁 东明花园 中间楼层 装修保养好,东明花园 -实验小学,5室5厅 | 121.05平米 | 东南 西南 西北 东北 | 精装 | 中楼层(共7层) | 1993年建 | 板楼,0人关注 / 24天以前发布,70,"5,783元/平"
近珠海大型小区  南北通双阳台  精装高层 视野开阔,誉峯名门 -坦洲镇,3室2厅 | 99.6平米 | 南 北 | 精装 | 中楼层(共32层)  | 塔楼,1人关注 / 15天以前发布,150,"15,061元/平"
中高楼层。视野好。 满五唯一。户型使用率高,欧雅豪庭 -老安山,4室2厅 | 103.76平米 | 南 北 | 精装 | 高楼层(共28层)  | 塔楼,0人关注 / 1个月以前发布,140,"13,493元/平"
泊岸正规精装2房，全明格局，厅出阳台，中间楼层,雅居乐万象郡三期泊岸 -三乡镇,2室2厅 | 81.77平米 | 西 | 精装 | 高楼层(共33层)  | 板塔结合,1人关注 / 12天以前发布,81,"9,906元/平"
精装2房：深中通道+翠亨快线++广澳高速+博爱路,保利春天里 -凯茵,2室2厅 | 78.08平米 | 南 | 精装 | 中楼层(共11层) | 2013年建 | 塔楼,0人关注 / 13天以前发布,85,"10,887元/平"
小区绿化高，楼层好。采光通风好。满二年,雅居乐万象郡三期泊岸 -三乡镇,2室1厅 | 81.77平米 | 西南 | 精装 | 高楼层(共33层) | 2016年建 | 板塔结合,0人关注 / 11天以前发布,77,"9,417元/平"
精装大四房 满五唯一 拎包入住 随时看,顺心居 -沙朗,4室2厅 | 124.51平米 | 北 | 精装 | 低楼层(共11层) | 2014年建 | 塔楼,0人关注 / 2个月以前发布,105,"8,434元/平"
【链家】满五唯一税费少，装修靓，带全屋家具家电,豪逸御华庭 -第一城小学,4室2厅 | 126.51平米 | 南 北 | 精装 | 中楼层(共25层) | 2014年建 | 板塔结合,21人关注 / 4个月以前发布,162,"12,806元/平"
裕港理想城 3室2厅 南,裕港理想城 -港口市场,3室2厅 | 92平米 | 南 | 毛坯 | 低楼层(共17层)  | 塔楼,0人关注 / 7天以前发布,130,"14,131元/平"
海伦花园 精装3房 看房方便 视野开阔,海伦花园 -坦洲镇,3室2厅 | 117平米 | 南 | 精装 | 中楼层(共11层)  | 塔楼,0人关注 / 7天以前发布,117,"10,000元/平"
房子满5年，少税费，面积实用，带花园。,汇翠山庄翠丽苑别墅区 -坦洲镇,3室2厅 | 161.2平米 | 南 | 其他 | 3层  | 塔楼 | 联排别墅 ,0人关注 / 6天以前发布,135,"8,375元/平"
湖洲豪庭110方朝南三房两卫看花园满五唯一税少总价低,湖洲豪庭 -板芙镇,3室1厅 | 110.15平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 14天以前发布,48,"4,358元/平"
悦来花园 4室2厅 南,悦来花园 -广珠公路南,4室2厅 | 84.01平米 | 南 | 简装 | 中楼层(共8层) | 1993年建 | 塔楼,0人关注 / 9天以前发布,60,"7,143元/平"
太阳城精装3房，远眺江景，税少仅契税，可拎包入住。,誉港湾花园 -中山港口岸,3室2厅 | 106.91平米 | 东南 | 精装 | 中楼层(共25层) | 2012年建 | 板楼,0人关注 / 8天以前发布,118,"11,038元/平"
景湖居复式带大平台，有钥匙随时看房。,景湖居 -坦洲镇,4室2厅 | 174平米 | 东北 | 毛坯 | 高楼层(共11层) | 2003年建 | 塔楼,0人关注 / 18天以前发布,162,"9,311元/平"
别墅景观 南北对流 4+1房 仅契税 有钥匙,中泰上境 -沙朗,4室2厅 | 134.93平米 | 南 北 | 毛坯 | 高楼层(共33层) | 2019年建 | 塔楼,0人关注 / 6天以前发布,150,"11,117元/平"
大3房 看园景 中间楼层，安静不吵，随时看房诚心卖,剑桥郡6区荣曜 -铁城小学,3室1厅 | 116.74平米 | 北 | 毛坯 | 低楼层(共33层) | 2015年建 | 塔楼,0人关注 / 6天以前发布,150,"12,850元/平"
85平四房使用率高，看房方便，正南向，业主诚心出售！,时代城 -横栏镇,4室2厅 | 85平米 | 南 | 毛坯 | 低楼层(共18层)  | 塔楼,0人关注 / 4天以前发布,73,"8,589元/平"
小区很不错的房子 视野开阔 随时看房,天奕国际广场 -齐东,3室2厅 | 109.03平米 | 东北 | 毛坯 | 30层  | 板塔结合,1人关注 / 9天以前发布,158,"14,492元/平"
时代倾城4房 中间位置 有空中花园和平台，实用面积大,时代倾城 -博爱一南,4室2厅 | 129.51平米 | 北 | 精装 | 低楼层(共33层)  | 塔楼,0人关注 / 2天以前发布,126,"9,729元/平"
新装修 没住过 锦绣阳光电梯三房2卫 格局户型好随时看,锦绣盈翠苑 -坦洲镇,3室1厅 | 120.5平米 | 西北 | 精装 | 18层 | 2010年建 | 塔楼,1人关注 / 10天以前发布,119,"9,876元/平"
近珠海旁 95方三房 人生分流 雅居乐万象郡 仅需76,雅居乐万象郡 -三乡镇,3室2厅 | 95平米 | 北 | 毛坯 | 高楼层(共32层)  | 塔楼,0人关注 / 5天以前发布,76,"8,000元/平"
中信左岸，业主诚心出售，格局方正，通风采光好,中信左岸花园 -博爱一南,4室2厅 | 133.89平米 | 南 北 | 精装 | 高楼层(共24层)  | 板楼,9人关注 / 一年前发布,133,"9,934元/平"
90方2卫 双阳台 一步到位 翰城书香,鸿福翰城 -广珠公路南,3室2厅 | 89.98平米 | 南 北 | 毛坯 | 高楼层(共16层) | 2017年建 | 塔楼,13人关注 / 一年前发布,90,"10,003元/平"
二期小区中间 看园景 精装三房二卫，带入户花园！,龙光海悦熙园 -坦洲镇,3室2厅 | 103.07平米 | 南 北 | 精装 | 高楼层(共18层)  | 塔楼,1人关注 / 一年前发布,120,"11,643元/平"
此房满五唯一 格局方正，楼层好，视野宽阔，采光充足,御城金湾 -坦洲镇,2室2厅 | 87.17平米 | 南 | 精装 | 低楼层(共30层)  | 板塔结合,0人关注 / 1个月以前发布,88,"10,096元/平"
花园小区.板楼结构.低密度.高档小区,碧桂园天玺湾二期 -第一城小学,4室2厅 | 136.64平米 | 西南 | 精装 | 低楼层(共15层)  | 板楼,1人关注 / 2个月以前发布,188,"13,759元/平"
南区万科，精装4房，高楼层视野开阔，有钥匙看房方便,万科城市风景 -城南一路,4室2厅 | 132.29平米 | 西南 | 精装 | 高楼层(共32层) | 2009年建 | 塔楼,2人关注 / 5个月以前发布,145,"10,961元/平"
近珠海精装小三房拎包入住采光充足,龙光海悦城邦 -坦洲镇,2室2厅 | 89.42平米 | 南 | 简装 | 中楼层(共17层)  | 塔楼,9人关注 / 一年前发布,89,"9,954元/平"
业主诚意出售世纪城电梯高层精装三房户型方正价格可议,中澳世纪城 -坦洲镇,3室2厅 | 100.87平米 | 北 | 精装 | 高楼层(共18层) | 2011年建 | 塔楼,1人关注 / 一年前发布,115,"11,401元/平"
星汇云锦三期 三房朝南 满五唯一 中低楼层 看房方便,星汇云锦C区 -竹秀园,3室2厅 | 123.81平米 | 南 | 毛坯 | 低楼层(共32层) | 2017年建 | 塔楼,3人关注 / 6个月以前发布,130,"10,500元/平"
高层通风采光好，长阳台房型。东南朝向视野宽阔,誉峯名门 -坦洲镇,4室2厅 | 116.06平米 | 东南 | 精装 | 高楼层(共32层) | 2015年建 | 塔楼,12人关注 / 一年前发布,166,"14,303元/平"
中澳世纪城 高楼层 精装修三房 买过来 可入住啦,中澳世纪城 -坦洲镇,3室2厅 | 99.36平米 | 北 | 精装 | 中楼层(共18层) | 2011年建 | 塔楼,14人关注 / 一年前发布,115,"11,575元/平"
房子楼层中高，通风采光好，两房价钱实惠，户型房正,锦绣盈翠苑 -坦洲镇,2室2厅 | 77.36平米 | 北 | 简装 | 中楼层(共18层)  | 塔楼,0人关注 / 4个月以前发布,72.6,"9,385元/平"
装修保养新，满五唯一，业主诚心出售 ，看房方便,匯喬花園 -坦洲镇,2室2厅 | 77.26平米 | 东南 | 精装 | 中楼层(共6层)  | 板塔结合,2人关注 / 4个月以前发布,68,"8,802元/平"
港口美景康城，大四房，南北对流，还带45方平台,美景康城 -华师附中,4室2厅 | 153.32平米 | 南 北 | 毛坯 | 低楼层(共11层) | 2005年建 | 塔楼,0人关注 / 1个月以前发布,153,"9,980元/平"
南北对流双阳台大三房，中层低于市场价格,朗晴假日五期 -槎桥,3室2厅 | 123.43平米 | 南 | 精装 | 中楼层(共17层) | 2012年建 | 塔楼,9人关注 / 6个月以前发布,175,"14,179元/平"
博爱路满五年，带装修，南北对流，中高楼层，无欠款,万科柏悦湾 -凯茵,3室2厅 | 115.11平米 | 南 | 精装 | 中楼层(共29层) | 2017年建 | 板塔结合,0人关注 / 1个月以前发布,200,"17,375元/平"
此房满五，精装三房，采光充足，保养良好！税费可各付,中澳世纪城 -坦洲镇,3室2厅 | 94.29平米 | 东南 | 精装 | 高楼层(共18层) | 2011年建 | 板楼,0人关注 / 一年前发布,114,"12,091元/平"
房子楼龄新，高楼层，视野开阔，通风采光好，户型方正,海伦印象 -坦洲镇,2室2厅 | 76.55平米 | 南 | 毛坯 | 中楼层(共32层) | 2014年建 | 塔楼,0人关注 / 2个月以前发布,88,"11,496元/平"
房子朝南，采光充足，格局方正，价格优，欢迎咨询,中澳滨河湾五六期 -广珠公路南,3室2厅 | 93.02平米 | 南 | 毛坯 | 高楼层(共32层) | 2011年建 | 板塔结合,12人关注 / 4个月以前发布,108,"11,611元/平"
朝南小三房，总价7字头，装修整洁，通风采光良好！,锦绣观湖雅筑 -坦洲镇,3室2厅 | 90.4平米 | 南 | 简装 | 低楼层(共24层)  | 塔楼,2人关注 / 1个月以前发布,76,"8,408元/平"
精装四房  好楼层  每个房间明亮通风  席缺户型,阳光里 -坦洲镇,4室2厅 | 88.44平米 | 南 | 精装 | 高楼层(共33层) | 2011年建 | 塔楼,1人关注 / 5个月以前发布,115,"13,004元/平"
精装大三房 南向高层 没欠款 各付税 有钥匙看房方便,优越家园 -坦洲镇,3室2厅 | 134.46平米 | 东南 | 精装 | 中楼层(共28层)  | 塔楼,0人关注 / 1个月以前发布,178,"13,239元/平"
石歧总部经济区旁高品质精装修四房,时代云图 -实验小学,3室1厅 | 107.55平米 | 北 | 精装 | 低楼层(共18层) | 2015年建 | 塔楼,25人关注 / 一年前发布,148,"13,762元/平"
东区越秀星汇品峰 中间位置 高层 精装三房 视野景观好,越秀星汇品峰 -博览中心,3室2厅 | 116.83平米 | 南 | 精装 | 26层 | 2013年建 | 塔楼,1人关注 / 3个月以前发布,185,"15,835元/平"
石岐北站 大信海岸家园 中高三房出售,大信海岸家园 -轻轨北站,3室2厅 | 115平米 | 南 | 精装 | 中楼层(共10层) | 2007年建 | 板楼,2人关注 / 5个月以前发布,112,"9,740元/平"
州际新天 精装修实用三房 满五年 户型方正通风采光好,州际新天 -坦洲镇,3室2厅 | 88.55平米 | 西南 | 精装 | 中楼层(共18层)  | 塔楼,0人关注 / 1个月以前发布,92,"10,390元/平"
户型方正实用4房，中楼层，双阳台南北对流，证满二,宏联美誉名座 -坦背,4室2厅 | 120.25平米 | 南 | 毛坯 | 低楼层(共25层) | 2019年建 | 塔楼,7人关注 / 7个月以前发布,86,"7,152元/平"
满五 精装 保养好  近珠海 拎包入住,中澳春城 -坦洲镇,3室2厅 | 113.02平米 | 北 | 精装 | 高楼层(共16层) | 2011年建 | 塔楼,6人关注 / 4个月以前发布,120,"10,618元/平"
中山北站 长虹御江风景精装2房2卫朝南 仅84.9万,长虹御江风景 -轻轨北站,2室2厅 | 89.57平米 | 南 | 精装 | 高楼层(共16层) | 2009年建 | 塔楼,3人关注 / 1个月以前发布,83.5,"9,323元/平"
南北通透格局好。户型实用.近珠海,龙光海悦华庭 -坦洲镇,3室2厅 | 87.6平米 | 南 北 | 毛坯 | 中楼层(共32层) | 2016年建 | 塔楼,6人关注 / 4个月以前发布,100,"11,416元/平"
远洋新悦 南北对流 中高层 业主诚心出售,远洋新悦 -老安山,3室2厅 | 121.14平米 | 南 北 | 毛坯 | 中楼层(共25层) | 2016年建 | 塔楼,44人关注 / 6个月以前发布,121,"9,989元/平"
大信旁边 小2房  中楼层  朝南,东明花园 -实验小学,2室1厅 | 45.37平米 | 南 | 简装 | 低楼层(共7层) | 1993年建 | 板楼,0人关注 / 1个月以前发布,40,"8,817元/平"
中澳世纪城低总价2房，户型方正，视野好,中澳世纪城 -坦洲镇,2室2厅 | 76.44平米 | 西北 | 毛坯 | 低楼层(共18层) | 2011年建 | 塔楼,1人关注 / 2个月以前发布,80,"10,466元/平"
优越百货 优越香格里四期 精装三房 拎包即住,优越家园 -坦洲镇,3室2厅 | 122.59平米 | 北 南 | 精装 | 高楼层(共31层)  | 塔楼,2人关注 / 7个月以前发布,159,"12,971元/平"
优越家园  电梯高层 两房 采光通风好 安静,优越家园 -坦洲镇,2室2厅 | 76平米 | 东 | 精装 | 高楼层(共25层) | 2013年建 | 塔楼,0人关注 / 8个月以前发布,108,"14,211元/平"
