标题,开发商,房子信息,发布信息,售价/万,单价
梅溪湖  浅水湾  三房  满五唯一,卓越浅水湾 -梅溪湖南岸,3室2厅 | 94平米 | 南 | 精装 | 低楼层(共33层) | 2014年建 | 板塔结合,0人关注 / 3天以前发布,148,"15,745元/平"
尚东次新小区，纯新装修，可以拎包入住,锦湘国际星城四期 -尚东,3室1厅 | 127.68平米 | 南 | 精装 | 低楼层(共33层) | 2016年建 | 板楼,0人关注 / 7天以前发布,160,"12,532元/平"
浅水湾。满五不唯一，自住装修，随时可以看,卓越浅水湾 -梅溪湖南岸,4室2厅 | 129平米 | 南 北 | 精装 | 高楼层(共44层) | 2016年建 | 板塔结合,0人关注 / 6天以前发布,230,"17,830元/平"
山景房，采光视野棒，毛胚3+1户型,珠江东方明珠 -金星北,3室2厅 | 120.96平米 | 南 北 | 毛坯 | 高楼层(共32层) | 2016年建 | 板塔结合,0人关注 / 3天以前发布,94,"7,772元/平"
金星北  地铁口 恒大名都大四房  小区环境好,恒大名都 -金星北,4室2厅 | 151.69平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,0人关注 / 3天以前发布,114.2,"7,529元/平"
满五唯一，精装地铁口，配套设施齐全，产证在手,时代倾城 -金星北,4室2厅 | 115.78平米 | 南 西南 | 精装 | 中楼层(共34层) | 2015年建 | 板塔结合,0人关注 / 5天以前发布,121,"10,451元/平"
北辰 少有南北通透双阳台看江3房户型 视野好 不靠马路,北辰三角洲奥城D3区 -北辰三角洲,3室2厅 | 123.08平米 | 南 北 | 毛坯 | 高楼层(共33层) | 2013年建 | 板塔结合,0人关注 / 3天以前发布,227,"18,444元/平"
融科物业好.房子中上楼层.视野好.地铁近.商圈成熟.,融科檀香山 -武广新城,3室2厅 | 88.39平米 | 南 | 精装 | 高楼层(共31层) | 2011年建 | 板塔结合,0人关注 / 5天以前发布,112,"12,672元/平"
此房地铁口.业主诚心出售.保养很好,时代倾城 -金星北,4室2厅 | 102.31平米 | 南 北 | 精装 | 高楼层(共35层) | 2014年建 | 板塔结合,0人关注 / 3天以前发布,110,"10,752元/平"
此户型周正，正朝南，楼层好，视野宽阔，采光充足,融科东南海 -树木岭,6室2厅 | 182.69平米 | 南 北 | 毛坯 | 低楼层(共34层)  | 板楼,0人关注 / 7天以前发布,264,"14,451元/平"
省政府板块此房南北通透户型好清水毛坯看房方便,银桂苑 -省政府,3室2厅 | 151.98平米 | 南 北 | 毛坯 | 高楼层(共6层) | 2009年建 | 板楼,2人关注 / 1个月以前发布,137,"9,015元/平"
单排别墅带花园位置好，随时看房业主诚心出售,佳兆业水岸新都西区 -跳马,4室2厅 | 170.12平米 | 南 北 | 毛坯 | 3层  | 暂无数据 | 联排别墅 ,3人关注 / 20天以前发布,160,"9,406元/平"
江景视野好四号线地铁口 交通便利 诚心出售户型周正,华韵城市海岸 -银盆岭,4室2厅 | 163.2平米 | 南 北 | 毛坯 | 高楼层(共31层) | 2014年建 | 塔楼,1人关注 / 1个月以前发布,245,"15,013元/平"
户型周正，中高层采光充足，位置安静，好楼层,钱隆世家 -金霞,3室2厅 | 109平米 | 南 | 其他 | 低楼层(共33层) | 2016年建 | 板塔结合,0人关注 / 25天以前发布,102,"9,358元/平"
地铁口次新小区时代倾城，中高楼层,时代倾城 -金星北,2室2厅 | 87.34平米 | 南 | 精装 | 高楼层(共34层) | 2018年建 | 板塔结合,1人关注 / 26天以前发布,86.5,"9,904元/平"
天心区省府板块 1号线旁 高档小区 清水毛坯3+1带车位,鑫远尚玺苑二期 -省政府,4室2厅 | 125.1平米 | 南 | 毛坯 | 高楼层(共14层) | 2016年建 | 板塔结合,2人关注 / 31天以前发布,170,"13,590元/平"
尚双塘地铁口德泽苑单位房精装房中楼层双阳台南北通透,德泽苑 -暮云,3室2厅 | 126.13平米 | 南 北 | 精装 | 中楼层(共16层)  | 板楼,0人关注 / 21天以前发布,89.8,"7,120元/平"
盛地尊域 4室2厅 南 北,盛地尊域 -万家丽北,4室2厅 | 115.68平米 | 南 北 | 毛坯 | 高楼层(共31层) | 2013年建 | 塔楼,0人关注 / 18天以前发布,92.98,"8,038元/平"
双地铁口，次新小区，业主诚心出售,湘腾琴岛 -商学院,4室2厅 | 124.09平米 | 西南 | 精装 | 高楼层(共29层) | 2014年建 | 塔楼,4人关注 / 27天以前发布,206,"16,601元/平"
黄土岭地铁口、复式楼、户型经典设计、阔绰舒适、毛坯,兴威名城 -黄土岭,6室2厅 | 255.49平米 | 南 北 | 毛坯 | 高楼层(共20层) | 2005年建 | 塔楼,0人关注 / 26天以前发布,198,"7,750元/平"
中间楼层 清水毛坯 产权证在手 接受按揭,德泽苑 -暮云,3室2厅 | 128.03平米 | 南 | 毛坯 | 高楼层(共17层) | 2013年建 | 板楼,5人关注 / 24天以前发布,79.6,"6,218元/平"
桔园经典 电梯房带前后双露台 复式楼 低总价 采光好,桔园经典 -雨花亭,5室2厅 | 209.59平米 | 南 | 简装 | 高楼层(共18层) | 2007年建 | 塔楼,1人关注 / 20天以前发布,130,"6,203元/平"
刚上新房源业主自住保养好诚信出售,维一星城原山苑 -广电,4室2厅 | 92.32平米 | 南 | 精装 | 中楼层(共33层) | 2014年建 | 板塔结合,2人关注 / 26天以前发布,115,"12,457元/平"
满五唯一 红本在手  精装两房  可拎包入住,世纪城瑞江苑 -湘江世纪城,2室2厅 | 94.43平米 | 南 | 精装 | 中楼层(共33层) | 2010年建 | 塔楼,1人关注 / 9天以前发布,108,"11,438元/平"
次新小区，毛坯三房带两卫，满五唯一，有钥匙看房方便,芙蓉万国城MOMA -汽车东站,3室2厅 | 108.55平米 | 南 北 | 毛坯 | 高楼层(共33层) | 2016年建 | 板塔结合,1人关注 / 15天以前发布,110,"10,134元/平"
麓谷板块精装小三房 拎包入住 品质次新小区 交通方便,金科世界城 -雷锋大道,3室2厅 | 91.52平米 | 南 | 精装 | 低楼层(共34层) | 2016年建 | 板塔结合,1人关注 / 6天以前发布,85,"9,288元/平"
高桥 房东藤购房资格 诚心出售  简单装修毛坯价,锦湘国际星城一期 -尚东,3室2厅 | 122平米 | 南 北 | 简装 | 低楼层(共6层) | 2005年建 | 板楼,0人关注 / 5天以前发布,100,"8,197元/平"
大平层 7字头  买精装 修大四房,麓山慧苑 -含浦,4室2厅 | 185.24平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,3人关注 / 28天以前发布,130,"7,018元/平"
正地铁上 中间楼层 80万郝装 全屋智能净水系统和地暖,北辰三角洲凤凰公元 -北辰三角洲,4室2厅 | 145平米 | 南 | 精装 | 高楼层(共37层)  | 板楼,0人关注 / 12天以前发布,320,"22,069元/平"
河景大盘辉煌二期带车位，全新精装拎包住，楼层视野好,辉煌国际城二期 -汽车东站,4室2厅 | 138.73平米 | 南 | 精装 | 中楼层(共32层)  | 板塔结合,0人关注 / 12天以前发布,184.8,"13,321元/平"
长沙城芯，品质小区还看复地，百万装修无需额外开销,复地崑玉府 -伍家岭,3室2厅 | 159.02平米 | 南 北 | 其他 | 中楼层(共32层) | 2014年建 | 板楼,0人关注 / 14天以前发布,330,"20,753元/平"
高林仕家，墅质小区。精装两房朝南。采光好。随时看房,高林仕家 -泉塘,2室2厅 | 77.72平米 | 南 | 其他 | 低楼层(共17层) | 2012年建 | 板塔结合,0人关注 / 17天以前发布,59.8,"7,695元/平"
壹号 高楼层 精装修 品牌家具 省内满五唯一 随时看房,梅溪湖壹号 -梅溪湖南岸,3室2厅 | 97.92平米 | 南 | 精装 | 高楼层(共26层)  | 板塔结合,0人关注 / 29天以前发布,179.8,"18,362元/平"
近地铁，好楼层，诚心卖，采光好，随时可看。,麓山名园 -金星中路,3室1厅 | 114平米 | 南 北 | 精装 | 中楼层(共6层) | 2005年建 | 板楼,0人关注 / 16天以前发布,102,"8,948元/平"
周正两房，精装拎包入住，广电旁，出行方便，随时看房,旺德府恺悦国际 -月湖,2室2厅 | 80.37平米 | 南 | 其他 | 高楼层(共28层) | 2016年建 | 板塔结合,1人关注 / 8天以前发布,71,"8,835元/平"
罕见的南向户型，小区中间位置，满五唯一省个税,保利香槟国际 -万家丽北,3室2厅 | 106.63平米 | 北 南 | 毛坯 | 中楼层(共27层) | 2014年建 | 塔楼,1人关注 / 14天以前发布,92,"8,628元/平"
康桥长郡，长郡，南北通透三房二卫，中间楼层，满五,未来康桥长郡 -泉塘,3室2厅 | 105.59平米 | 南 北 | 其他 | 中楼层(共32层) | 2014年建 | 板塔结合,0人关注 / 10天以前发布,80,"7,577元/平"
时代倾城自住精装三房 中高楼层 业主腾资格买房 急售,时代倾城 -金星北,3室2厅 | 115平米 | 南 | 精装 | 高楼层(共34层)  | 板塔结合,0人关注 / 12天以前发布,128,"11,131元/平"
保利品质洋房 有露台带花园 南北通双阳台 枫树山相邻,中航城 -万家丽南路,4室2厅 | 135.78平米 | 南 | 毛坯 | 低楼层(共6层)  | 暂无数据,1人关注 / 11天以前发布,172,"12,668元/平"
清水毛坯，动静分区客厅出阳台   业主诚心出售,大鸿杰座 -雨花亭,3室2厅 | 130.17平米 | 南 北 | 毛坯 | 低楼层(共33层) | 2014年建 | 塔楼,0人关注 / 13天以前发布,177.8,"13,660元/平"
满五唯一 毛胚4房 全明户型 靠地铁 近谷山,珠江东方明珠 -金星北,4室2厅 | 119.77平米 | 南 | 毛坯 | 中楼层(共32层) | 2016年建 | 板塔结合,1人关注 / 16天以前发布,97,"8,099元/平"
次新小区 中间楼层 采光视野好,旭辉香樟公馆 -树木岭,4室2厅 | 118.33平米 | 南 | 精装 | 中楼层(共34层) | 2016年建 | 板塔结合,0人关注 / 16天以前发布,142,"12,001元/平"
区政府地铁口电梯毛坯三房优价急售！,联诚现代城 -望城区,3室2厅 | 94.1平米 | 南 西 | 毛坯 | 高楼层(共30层) | 2014年建 | 板楼,0人关注 / 17天以前发布,58,"6,164元/平"
新红星市场毛坯价58万买佳兆业水岸新都精装三房急售!!,佳兆业水岸新都东区 -跳马,3室2厅 | 86.9平米 | 南 北 | 精装 | 高楼层(共34层)  | 板楼,0人关注 / 15天以前发布,63,"7,250元/平"
价格便宜 满五唯一 入师梅 户型好 诚心出售,梅溪湖壹号三期 -梅溪湖南岸,3室2厅 | 113.68平米 | 南 | 简装 | 低楼层(共33层) | 2018年建 | 板楼,0人关注 / 12天以前发布,192.8,"16,960元/平"
有资源随时看房。诚心出售不跳价不乱砍价，懂行情私聊,水映加州依云郡 -青竹湖,3室2厅 | 86.55平米 | 南 北 | 精装 | 高楼层(共27层)  | 暂无数据,0人关注 / 13天以前发布,129,"14,905元/平"
旭辉品质 价格美丽 品牌物业 诚心卖 随时看房,旭辉香樟公馆 -树木岭,3室2厅 | 95.24平米 | 南 | 简装 | 低楼层(共34层) | 2016年建 | 板塔结合,1人关注 / 13天以前发布,103,"10,815元/平"
华润凤凰城二期 3室1厅 南,华润凤凰城二期 -开元路,3室1厅 | 83.99平米 | 南 | 简装 | 中楼层(共34层) | 2014年建 | 板塔结合,1人关注 / 12天以前发布,75,"8,930元/平"
小姐姐 2016年毛坯自住装修 现代风格 满五唯一 视野好,金色比华利 -月湖,3室2厅 | 120.72平米 | 南 | 精装 | 中楼层(共18层)  | 塔楼,1人关注 / 13天以前发布,111,"9,195元/平"
星城世家新上五房，电梯高层，户型周正，阳光视野好,星城世家 -尚东,5室2厅 | 166.19平米 | 南 北 | 精装 | 中楼层(共9层) | 2007年建 | 板楼,0人关注 / 15天以前发布,260,"15,645元/平"
东边户三房 业主自住房 诚意出售,万科金域华府 -武广新城,3室2厅 | 88.24平米 | 南 北 | 精装 | 高楼层(共34层)  | 板塔结合,0人关注 / 11天以前发布,125,"14,166元/平"
40万点石家装  全新装修 南北通透两梯两户纯板楼,金湘苑 -金星北,4室2厅 | 158.88平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 9天以前发布,173.8,"10,940元/平"
精致装修 可拎包入住 楼层好 阳光充沛 带大阳台,名都花园 -赤岗冲,3室2厅 | 115.4平米 | 北 | 精装 | 高楼层(共22层)  | 板塔结合,0人关注 / 10天以前发布,120,"10,399元/平"
免个税 6字头 出门就行商圈 配套齐全 户型正,星城国际 -泉塘,3室2厅 | 117.2平米 | 南 | 精装 | 中楼层(共9层)  | 板楼,1人关注 / 15天以前发布,71.8,"6,127元/平"
急售 急售 急售 随时可看房 离地铁近,时代倾城 -金星北,2室2厅 | 83.81平米 | 南 | 其他 | 中楼层(共32层) | 2014年建 | 板塔结合,0人关注 / 7天以前发布,78,"9,307元/平"
满五唯一，山景房，自住装修，南北通透。四室二厅两卫,珠江东方明珠 -金星北,4室2厅 | 137平米 | 南 北 | 其他 | 高楼层(共25层)  | 板塔结合,1人关注 / 15天以前发布,115,"8,395元/平"
满五唯一 中间楼层 万科墅区小三房  随时可看！,万科金域华府 -武广新城,3室2厅 | 91.88平米 | 西南 | 精装 | 低楼层(共34层)  | 板塔结合,0人关注 / 9天以前发布,123,"13,388元/平"
通用时代国际1期，央企开发 楼层好，满五唯一,通用时代国际社区 -金盆岭,3室2厅 | 103.6平米 | 南 北 | 简装 | 低楼层(共31层) | 2014年建 | 板塔结合,2人关注 / 11天以前发布,140,"13,514元/平"
品字两房，带阳台，市妇幼 地铁口,营山巷 -左家塘,2室1厅 | 56.06平米 | 南 北 | 简装 | 高楼层(共8层)  | 板楼,0人关注 / 4天以前发布,26,"4,638元/平"
凯乐国际城   湘雅  万达  三地铁出行 居家二室,凯乐国际城一期 -伍家岭,2室1厅 | 90.34平米 | 南 | 精装 | 中楼层(共32层) | 2013年建 | 板楼,0人关注 / 13天以前发布,107,"11,845元/平"
急售 急售 市政府板块 次新小区 满五唯一 居家装修,奥克斯缔壹城 -雷锋大道,3室2厅 | 91.18平米 | 南 | 精装 | 低楼层(共33层) | 2015年建 | 塔楼,0人关注 / 13天以前发布,112,"12,284元/平"
五矿万境水岸难得通透小三房，带精装，满五唯一,五矿万境水岸三期 -喜盈门,3室2厅 | 88平米 | 南 | 其他 | 高楼层(共33层) | 2016年建 | 板塔结合,0人关注 / 11天以前发布,142.9,"16,239元/平"
滨江海棠湾 清水毛坯 三房两厅一卫楼层视野好,滨江海棠湾 -观沙岭,3室2厅 | 92.49平米 | 南 北 | 毛坯 | 中楼层(共31层) | 2013年建 | 板塔结合,0人关注 / 14天以前发布,90,"9,731元/平"
价格带地下车位 圭塘河畔 万科自住三房 房东诚售！,万科金域华府 -武广新城,3室2厅 | 87.12平米 | 西南 | 精装 | 中楼层(共34层)  | 板塔结合,0人关注 / 14天以前发布,135,"15,496元/平"
毛坯小3房 满五唯一免个税 中间楼层 采光户型好,橄榄城 -泉塘,3室2厅 | 91.77平米 | 南 北 | 毛坯 | 高楼层(共33层) | 2017年建 | 板塔结合,0人关注 / 15天以前发布,68.8,"7,498元/平"
外国语旁边低总价三房，诚意出售,交通职业学院南院家属区 -韶山南路,3室2厅 | 100.2平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 9天以前发布,70,"6,987元/平"
铁道学院地铁口，116平方米精装三房,博林金谷 -新开铺,3室2厅 | 116平米 | 东南 | 精装 | 中楼层(共22层) | 2008年建 | 板楼,1人关注 / 10天以前发布,132.8,"11,449元/平"
松雅湖边上 居家/陪读都可 东南朝向，采光好配套齐全,水岸世景 -开元路,3室2厅 | 87.21平米 | 东南 | 简装 | 低楼层(共34层) | 2013年建 | 板塔结合,0人关注 / 6天以前发布,75,"8,600元/平"
毛坯大三房，可看江景月亮岛400米，地铁罐子岭站300米,长燃新奥佳园 -金星北,3室2厅 | 121.57平米 | 南 | 毛坯 | 高楼层(共33层)  | 板塔结合,0人关注 / 9天以前发布,114.7,"9,435元/平"
"诚心出售，优质正规两房，交通便利，采光好,拎包入住",凯通国际城 -火车站,2室1厅 | 64.97平米 | 南 | 简装 | 中楼层(共31层) | 2013年建 | 板塔结合,0人关注 / 13天以前发布,72.5,"11,159元/平"
2号线地铁口 岳麓实小、长梅旁 和泓梅溪四季精装三房,和泓梅溪四季 -梅溪湖北岸,3室2厅 | 97.74平米 | 南 | 精装 | 高楼层(共28层)  | 板塔结合,0人关注 / 15天以前发布,205,"20,975元/平"
房子户型好，总价低，诚心出售的。面积大产权清晰,怡海星城 -暮云,1室1厅 | 52.73平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 7天以前发布,21.8,"4,135元/平"
绿城桂花城 电梯3房精装带暖气片 房东急售 随时看房,绿城桂花城 -武广新城,3室2厅 | 128.36平米 | 南 | 精装 | 低楼层(共11层) | 2007年建 | 板楼,0人关注 / 8天以前发布,132,"10,284元/平"
距离地铁一号线黄土岭站地铁口200米,省农业银行雨花路大院 -雨花亭,3室1厅 | 73.65平米 | 东南 | 简装 | 低楼层(共5层)  | 板塔结合,0人关注 / 9天以前发布,54.8,"7,441元/平"
万科城两卫自住三房，房子保养好，房本在手楼层视野好,万科城二期B区 -福元西路,3室2厅 | 90.13平米 | 南 北 | 精装 | 高楼层(共34层) | 2014年建 | 板塔结合,1人关注 / 9天以前发布,119.8,"13,292元/平"
央企物业 华润置地 地铁口 精装三房 毛坯价 诚心出售,华润置地广场二期 -开元路,3室2厅 | 89.43平米 | 南 北 | 精装 | 中楼层(共34层)  | 板楼,0人关注 / 9天以前发布,88.8,"9,930元/平"
好房子来了一声吼，该出手时就出手,天骄福邸 -观沙岭,3室2厅 | 112.94平米 | 南 | 精装 | 高楼层(共18层) | 2011年建 | 板楼,0人关注 / 9天以前发布,158,"13,990元/平"
富基世纪公园一期精装带车位 明德美琪9年,富基世纪公园 -金星北,3室2厅 | 124.47平米 | 南 北 | 精装 | 中楼层(共32层) | 2015年建 | 板塔结合,1人关注 / 10天以前发布,96,"7,713元/平"
万科二期！精致大三房！南北通透！诚意出售,万科金域华府 -武广新城,3室2厅 | 123.58平米 | 南 北 | 精装 | 低楼层(共34层) | 2013年建 | 板塔结合,100人关注 / 11天以前发布,165,"13,352元/平"
中茂城旁好价两房，配套设施齐全，上学近,新长海广场 -泉塘,2室2厅 | 75.53平米 | 北 | 其他 | 低楼层(共33层) | 2013年建 | 塔楼,1人关注 / 11天以前发布,46,"6,091元/平"
婚庆公园旁 长房白沙湾 自住精装拎包入住3房 花园位置,长房白沙湾 -马王堆,3室1厅 | 126.23平米 | 南 北 | 精装 | 高楼层(共21层) | 2015年建 | 板楼,0人关注 / 13天以前发布,170,"13,468元/平"
德思勤商圈！次新小区毛坯四房，可搞成自己喜欢的装修,南城印象 -喜盈门,4室2厅 | 113.64平米 | 南 北 | 毛坯 | 高楼层(共32层) | 2016年建 | 板塔结合,0人关注 / 9天以前发布,125,"11,000元/平"
安静楼栋位置 可观小区园林 次新小区 清水毛坯,阳光城尚东湾 -武广新城,3室2厅 | 119.38平米 | 南 | 毛坯 | 中楼层(共33层) | 2017年建 | 板塔结合,2人关注 / 9天以前发布,124.5,"10,429元/平"
东塘地铁口 精致单位3房 全新装修拎包入住 随时看房,牛角塘小区 -东塘,3室2厅 | 80平米 | 东南 | 精装 | 中楼层(共5层)  | 板楼,0人关注 / 14天以前发布,68.8,"8,600元/平"
南湖隧道旁临橘子洲风光带的小区双地铁线交通便利,森宇佳园 -书院路,3室2厅 | 125.16平米 | 南 | 简装 | 低楼层(共7层) | 2004年建 | 板楼,0人关注 / 12天以前发布,102,"8,150元/平"
高品质小区江景视野精装修楼层好,楚天逸品 -金霞,4室2厅 | 266.42平米 | 南 | 精装 | 30层  | 板楼,1人关注 / 7个月以前发布,388,"14,564元/平"
青竹湖畔  上叠三层    精装拎包入住,青竹湖畔 -青竹湖,4室2厅 | 212.18平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据,1人关注 / 2个月以前发布,218,"10,275元/平"
和泓梅溪四季 5室2厅 东南,和泓梅溪四季 -梅溪湖北岸,5室2厅 | 136平米 | 东南 | 精装 | 低楼层(共32层) | 2014年建 | 板塔结合,1人关注 / 1个月以前发布,295,"21,692元/平"
2+1户型 精装房免个税 7900一平 楼层视野好,麓山和苑 -含浦,3室1厅 | 100.38平米 | 南 | 精装 | 中楼层(共25层) | 2013年建 | 板塔结合,3人关注 / 7天以前发布,80,"7,970元/平"
时代倾城 3室1厅 南,时代倾城 -金星北,3室1厅 | 102.31平米 | 南 | 精装 | 低楼层(共35层) | 2014年建 | 板塔结合,0人关注 / 6天以前发布,111.8,"10,928元/平"
洋湖湿地公园温馨三房 三号线地铁口,蓝光COCO蜜城 -洋湖垸,3室1厅 | 79.39平米 | 南 | 精装 | 低楼层(共31层) | 2015年建 | 板塔结合,0人关注 / 7天以前发布,122,"15,368元/平"
唯一住房，自住装修，诚心出售，读书方便，圭塘河,丰升德润 -喜盈门,4室2厅 | 155.57平米 | 南 北 | 精装 | 中楼层(共25层)  | 板塔结合,0人关注 / 7天以前发布,200,"12,856元/平"
全房中.央空调 不靠马路 正规四房 中高楼层 满五唯一,长沙欧洲城 -德思勤,4室2厅 | 142.6平米 | 南 北 | 精装 | 高楼层(共18层) | 2014年建 | 板塔结合,0人关注 / 5天以前发布,215,"15,078元/平"
万科经典四房  中高楼层 采光视野好 业主诚意急售,万科金域华府 -武广新城,4室2厅 | 126.8平米 | 东南 | 精装 | 高楼层(共34层)  | 板塔结合,0人关注 / 5天以前发布,168,"13,250元/平"
复式搭板，实际得房大，满五唯一，精装中间楼层,保利麓谷林语E区 -麓谷西,4室2厅 | 114.34平米 | 南 | 精装 | 中楼层(共18层) | 2013年建 | 板楼,0人关注 / 7天以前发布,140,"12,245元/平"
教育厅西院 陪读单位房 带院子 急卖 有电梯 绿化小区,湖南省教育厅西院宿舍 -松桂园,3室2厅 | 78.7平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据,0人关注 / 7天以前发布,128,"16,265元/平"
恒大城中间楼层通车库两房  诚心出售随时看房,长沙恒大城 -万家丽南路,2室2厅 | 79.98平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,1人关注 / 6天以前发布,80,"10,003元/平"
中南家园西区 大三房 位于2楼 总共3层,中南家园西区 -武广新城,3室1厅 | 94.17平米 | 南 北 | 简装 | 低楼层(共3层)  | 板楼,0人关注 / 4天以前发布,65,"6,903元/平"
房东自住精装修，户型格局好，中高楼层视野宽阔,中建桂苑金桂苑 -韶山南路,4室2厅 | 160.52平米 | 南 | 精装 | 高楼层(共17层) | 2006年建 | 板塔结合,0人关注 / 3天以前发布,132,"8,224元/平"
香樟雅郡自住两房 价格实惠 业主诚心出售,香樟雅郡 -四方坪,2室2厅 | 94.96平米 | 南 | 精装 | 低楼层(共18层)  | 塔楼,0人关注 / 4天以前发布,88,"9,268元/平"
五星次新小区.满五唯一，楼层位置好.居家装修,夏威夷碧水春城 -汽车南站,3室1厅 | 123.03平米 | 北 | 其他 | 高楼层(共15层) | 2014年建 | 板塔结合,0人关注 / 3天以前发布,142,"11,542元/平"
武广高铁次新小区，8号线地铁口，诚心出售,阳光城尚东湾 -武广新城,3室2厅 | 127.07平米 | 南 | 简装 | 高楼层(共33层) | 2017年建 | 板塔结合,0人关注 / 3天以前发布,143,"11,254元/平"
浦沅花园小区 精装自住三房两厅 楼层采光好 诚心出售,香墅美地 -金盆岭,3室2厅 | 117.82平米 | 南 | 精装 | 中楼层(共18层) | 2006年建 | 塔楼,0人关注 / 6天以前发布,116.8,"9,914元/平"
湘江世纪城咏江苑精装两房带入户花园高楼层诚心出售,世纪城咏江苑 -湘江世纪城,2室2厅 | 92.86平米 | 南 | 其他 | 高楼层(共33层) | 2009年建 | 板塔结合,1人关注 / 7天以前发布,110,"11,846元/平"
指标可用，自住精装，业主诚意， 随时看房,钰龙天下二期 -观沙岭,4室2厅 | 121.74平米 | 南 | 精装 | 中楼层(共33层) | 2014年建 | 板楼,0人关注 / 6天以前发布,300,"24,643元/平"
房子是一线景观视野好没遮挡的.....,湘熙水郡 -洋湖垸,3室2厅 | 91.72平米 | 南 | 精装 | 中楼层(共32层)  | 板塔结合,0人关注 / 4天以前发布,140,"15,264元/平"
