标题,开发商,房子信息,发布信息,售价/万,单价
电梯洋房 总高9层 满2年 全新没有住过 随时看房,金科集美院 -辛庄镇,4室2厅 | 118.67平米 | 南 | 精装 | 低楼层(共9层)  | 暂无数据,0人关注 / 16天以前发布,155,"13,062元/平"
琴湖小镇 六层洋房 采光好 无.税费 价格可商量,招商琴鸣雅院 -琴湖,3室2厅 | 142平米 | 南 北 | 精装 | 低楼层(共6层)  | 暂无数据,0人关注 / 7天以前发布,355,"25,000元/平"
房子精装修，拎包入住，户型通透，三房两厅两卫,衡泰里宫 -尚湖风景区,3室2厅 | 130.31平米 | 南 北 | 精装 | 低楼层(共10层)  | 板塔结合,0人关注 / 16天以前发布,249,"19,109元/平"
总高三层，顶带阁，总价低，无电梯,漕泾新村二区 -市区,2室2厅 | 58平米 | 南 | 简装 | 低楼层(共3层)  | 暂无数据,0人关注 / 6天以前发布,147,"25,345元/平"
创想世纪好房出售南北通透 交通便利  楼层不错 诚心出,创想世纪 -市区,3室2厅 | 158.94平米 | 南 北 | 精装 | 中楼层(共13层)  | 板塔结合,0人关注 / 7天以前发布,238,"14,975元/平"
此房位于尚湖风景区，小区环境优美，天然氧吧.,镜湖宸院 -尚湖风景区,4室2厅 | 152.81平米 | 南 北 | 毛坯 | 低楼层(共6层)  | 板楼,0人关注 / 11天以前发布,276,"18,062元/平"
万达商圈 虞山脚下 怡景湾 房东刚装修 诚意出售,怡景湾（常熟） -常福,4室3厅 | 203.66平米 | 南 北 | 精装 | 低楼层(共6层)  | 暂无数据,0人关注 / 7个月以前发布,605,"29,707元/平"
尚湖风景区 玫瑰园东区  四室两厅 采光充足 环境优美,尚湖玫瑰园东区 -尚湖风景区,4室2厅 | 156平米 | 南 | 精装 | 高楼层(共6层)  | 塔楼,1人关注 / 5个月以前发布,350,"22,436元/平"
常熟世茂商圈挑高客厅电梯叠加别墅,世茂·世纪尚城 -市区,5室3厅 | 257.27平米 | 南 北 | 毛坯 | 高楼层(共25层)  | 板楼,9人关注 / 一年前发布,390,"15,160元/平"
嘉湖景园双拼别墅  诚心出售 看房方便,嘉湖景园 -昆承湖西,5室3厅 | 315平米 | 南 北 | 毛坯 | 低楼层(共3层)  | 暂无数据,0人关注 / 5个月以前发布,614,"19,493元/平"
世茂二期创想世纪 220平方 满2年 毛坯 低价出售,创想世纪 -市区,4室2厅 | 220.28平米 | 南 北 | 毛坯 | 高楼层(共10层)  | 板塔结合,12人关注 / 一年前发布,320,"14,527元/平"
锦湖花园176平 精装5房3卫 298万 看中可谈,锦湖花园 -市区,5室3厅 | 165.52平米 | 南 北 | 精装 | 高楼层(共7层)  | 板塔结合,6人关注 / 一年前发布,286,"17,279元/平"
招商城五号桥 金虞花园  230.00+80平院子 530 万,金虞花园 -招商城,8室3厅 | 235平米 | 南 | 精装 | 低楼层(共2层)  | 暂无数据,1人关注 / 一年前发布,520,"22,128元/平"
及第阁  前排采光视野好   中间楼层  品质户型,及第阁 -文化片区,4室2厅 | 170平米 | 南 北 | 精装 | 高楼层(共25层)  | 暂无数据,8人关注 / 一年前发布,430,"25,295元/平"
满2年，毛坯中上楼层的错层4房2厅3卫结构,常熟老街五期 -虞山高新区,4室2厅 | 138.16平米 | 南 | 毛坯 | 中楼层(共11层)  | 板塔结合,2人关注 / 一年前发布,196,"14,187元/平"
碧桂园大平层 户型通透 位置佳 配套设施齐全,春江名筑 -滨江开发区,4室2厅 | 260平米 | 南 | 简装 | 中楼层(共16层)  | 板塔结合,0人关注 / 4个月以前发布,280,"10,770元/平"
四季花园别墅 毛坯五房 满两年 楼层好 看房方便,四季花园(学前路) -海虞镇,5室2厅 | 197.4平米 | 南 北 | 毛坯 | 低楼层(共4层)  | 暂无数据,2人关注 / 1个月以前发布,238,"12,057元/平"
急租！花溪苑2区127平155万 双阳台 通透户型 楼层好,花溪苑二区 -琴湖,3室2厅 | 127.98平米 | 南 北 | 精装 | 中楼层(共7层)  | 暂无数据,0人关注 / 8个月以前发布,155,"12,112元/平"
招商太公望 叠加  诚心出售  看房方便,太公望 -尚湖风景区,5室2厅 | 256平米 | 南 北 | 毛坯 | 中楼层(共5层)  | 板塔结合,0人关注 / 一年前发布,379,"14,805元/平"
薇尼诗花园东区洋房 顶楼带阁楼 实用面积大 有大露台,薇尼诗花园 -东南,6室2厅 | 176平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 暂无数据,0人关注 / 5个月以前发布,230,"13,069元/平"
玉兰臻园位于尚湖风景区空气好环境好,玉兰臻园 -尚湖风景区,4室2厅 | 158.65平米 | 南 | 精装 | 低楼层(共6层)  | 板塔结合,0人关注 / 7个月以前发布,295,"18,595元/平"
常熟雅居乐富春雅居精装中叠别墅出售带车位价格可,富春雅居 -常福,3室2厅 | 160平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 6个月以前发布,458,"28,625元/平"
此房联排东边套位置好123层，院子60平带地下室和车库,尚湖山庄 -尚湖风景区,5室3厅 | 358平米 | 南 | 精装 | 低楼层(共3层)  | 暂无数据,2人关注 / 4个月以前发布,860,"24,023元/平"
世茂商圈 文化片区 中南世纪城 格局方正,中南世纪城北区 -文化片区,5室2厅 | 176.16平米 | 南 北 | 精装 | 32层  | 板楼,1人关注 / 2个月以前发布,400,"22,707元/平"
顶带阁 空中大别墅 常熟的汤臣一品,京珠苑 -东南,5室2厅 | 239.55平米 | 南 北 | 毛坯 | 高楼层(共32层)  | 板塔结合,35人关注 / 一年前发布,199,"8,308元/平"
金茂四季花园 叠加别墅 带大露台 带车位 业主诚心卖,金茂·四季花园 -城铁,5室2厅 | 218平米 | 南 | 毛坯 | 中楼层(共4层)  | 暂无数据,3人关注 / 5个月以前发布,418,"19,175元/平"
5房3卫 空中别墅 拎包住 精装南北通透 单价10933,京润苑 -东南,5室3厅 | 225平米 | 南 北 | 精装 | 高楼层(共23层)  | 塔楼,0人关注 / 5个月以前发布,240,"10,667元/平"
春江名筑大平层  户型通透  位置佳 配套设施齐全,春江名筑 -滨江开发区,5室2厅 | 272平米 | 南 | 简装 | 中楼层(共24层)  | 板塔结合,0人关注 / 2个月以前发布,265,"9,743元/平"
成熟社区，生活便利，此房户型方正，采光充足。,湖畔现代城2区 -东南,4室2厅 | 164平米 | 南 北 | 精装 | 中楼层(共29层)  | 暂无数据,7人关注 / 一年前发布,190,"11,586元/平"
明日星城顶带阁197平 258万 精装 带一汽车库可读书,明日星城星海园 -常福,4室2厅 | 197平米 | 南 | 精装 | 6层  | 暂无数据,0人关注 / 5个月以前发布,243,"12,336元/平"
独栋别墅，东边套，院子400平，可翻建,金枫花园 -尚湖风景区,6室3厅 | 250平米 | 南 | 简装 | 低楼层(共2层)  | 暂无数据,2人关注 / 4个月以前发布,880,"35,200元/平"
鸿麦世家  联排别墅 位置好  配套齐全  环境佳,鸿麦世家 -滨江开发区,4室2厅 | 260平米 | 南 北 | 毛坯 | 2层  | 板塔结合 | 联排别墅 ,0人关注 / 5个月以前发布,325,"12,500元/平"
书香名苑6-2-1-2 180.00m² 200 万,书香名苑 -辛庄镇,6室2厅 | 180.9平米 | 南 北 | 精装 | 高楼层(共5层)  | 板楼,0人关注 / 一年前发布,185,"10,227元/平"
锦荷佳苑好房房东诚心卖，看房方便  随时看,锦荷佳苑 -琴湖,4室2厅 | 179.88平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,2人关注 / 一年前发布,220,"12,231元/平"
虞山脚下边套大户底叠别墅出售大院子带地下室,怡景湾（常熟） -常福,5室2厅 | 228.88平米 | 南 | 精装 | 低楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,568,"24,817元/平"
此房满两年，免增值税。位置繁华，生活方便,长江路521号 -常福,3室2厅 | 90.5平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 7天以前发布,145,"16,023元/平"
业主诚心卖，房子装修保养很好，户型方正。看中可谈,明日星城城欣园 -常福,3室2厅 | 114.28平米 | 南 | 精装 | 中楼层(共10层)  | 板塔结合,0人关注 / 3天以前发布,169,"14,789元/平"
东区•铂宫 3室2厅 南 北,东区•铂宫 -琴湖,3室2厅 | 143.45平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 14天以前发布,175,"12,200元/平"
常熟花园经典跃层5房2卫使用面积160平有钥匙看房随时,常熟花园 -东南,5室2厅 | 138平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 16天以前发布,158,"11,450元/平"
常熟万达广场精装边套两房出售采光好诚心出售,常熟万达广场 -虞山高新区,2室2厅 | 77.07平米 | 西南 | 精装 | 中楼层(共25层)  | 板楼,0人关注 / 10天以前发布,53,"6,877元/平"
常熟老街五期承德坊三房一卫户型，户型方正,常熟老街五期 -虞山高新区,3室1厅 | 109.43平米 | 南 北 | 精装 | 低楼层(共11层)  | 暂无数据,0人关注 / 15天以前发布,162,"14,804元/平"
小区好位置 全天采光 无遮挡 满2年 舒适楼层 满2年,沁香园 -辛庄镇,4室2厅 | 137平米 | 南 北 | 精装 | 低楼层(共18层)  | 板塔结合,0人关注 / 12天以前发布,215,"15,694元/平"
别墅群小洋房，安静，舒适，无遮挡，,富丽庄园 -东南,4室2厅 | 141.92平米 | 南 北 | 精装 | 中楼层(共6层)  | 板塔结合,0人关注 / 16天以前发布,210,"14,798元/平"
阳光丽苑一区3-2-1-2 124.26m² 120 万,阳光丽苑一区 -辛庄镇,3室2厅 | 125平米 | 南 | 精装 | 低楼层(共15层)  | 板塔结合,0人关注 / 15天以前发布,120,"9,600元/平"
港龙香江华庭  经典三房 户型  房子格局通透,港龙香江华庭 -滨江开发区,2室1厅 | 107.6平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 暂无数据,0人关注 / 6天以前发布,128,"11,896元/平"
枫林路 香格丽  花园  洋房小区   交通便利    诚心卖,香格丽花园 -市区,2室1厅 | 109.26平米 | 南 | 精装 | 高楼层(共17层)  | 暂无数据,0人关注 / 6天以前发布,211,"19,312元/平"
小区房龄新，品质物业，小区绿化好，环境优美,金科集美院 -辛庄镇,3室2厅 | 89.63平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,0人关注 / 1个月以前发布,140,"15,620元/平"
常熟中南雅苑 3室1厅 南 北,常熟中南雅苑 -市区,3室1厅 | 111.88平米 | 南 北 | 精装 | 中楼层(共30层)  | 暂无数据,0人关注 / 23天以前发布,230,"20,558元/平"
泰安新村三开间朝南飞机户型，全天采光,泰安新村 -方塔,3室2厅 | 89平米 | 南 | 简装 | 高楼层(共5层)  | 暂无数据,1人关注 / 27天以前发布,128,"14,383元/平"
虞山脚下纯别墅区，虞景山庄联体别墅。,虞景山庄 -常福,5室2厅 | 340平米 | 南 | 毛坯 | 低楼层(共4层)  | 板塔结合,0人关注 / 2个月以前发布,1001,"29,442元/平"
琴枫苑 3-4-5越层 装修保养好 配套齐全,琴枫苑 -常福,5室2厅 | 220平米 | 南 | 精装 | 中楼层(共4层)  | 暂无数据,0人关注 / 2个月以前发布,355,"16,137元/平"
辛庄别墅区联排别墅，精装修，看房方便。,星海御景园御墅 -辛庄镇,5室2厅 | 264.18平米 | 南 | 精装 | 低楼层(共3层)  | 暂无数据,0人关注 / 5个月以前发布,418,"15,823元/平"
城区区域，4房1厅1厨3卫好房出售,创想世纪 -市区,5室2厅 | 270.79平米 | 南 北 | 精装 | 中楼层(共28层)  | 板塔结合,3人关注 / 一年前发布,438,"16,175元/平"
虞山脚下 别墅区 次新房 随时看,富春雅居 -常福,3室1厅 | 202平米 | 南 北 | 精装 | 低楼层(共6层)  | 暂无数据,0人关注 / 7个月以前发布,505,"25,000元/平"
虞山脚下，虞景山庄，底叠带院子。,虞景山庄 -常福,4室2厅 | 280平米 | 南 | 毛坯 | 低楼层(共4层)  | 暂无数据,0人关注 / 2个月以前发布,549,"19,608元/平"
满二年，税比较少，诚心出售，全新毛坯,锦都苑小区 -常福,4室2厅 | 186.13平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 板塔结合,0人关注 / 1个月以前发布,308,"16,548元/平"
沁香园1楼带地下室房东诚心出售 精装修价格可谈,沁香园 -辛庄镇,4室2厅 | 253.66平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,3人关注 / 11个月以前发布,330,"13,010元/平"
泰慈苑顶带阁 一家人的标配的好房子 你值得拥有,泰慈苑 -市区,4室2厅 | 174.11平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,3人关注 / 一年前发布,278,"15,967元/平"
太公望大户型，叠加别墅，诚心出售,太公望 -尚湖风景区,4室2厅 | 246.24平米 | 南 | 毛坯 | 中楼层(共5层)  | 板塔结合,1人关注 / 7个月以前发布,330,"13,402元/平"
湘江苑户型方正，采光充足，生活配套齐全,湘江苑 -常福,5室2厅 | 166.38平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,1人关注 / 9个月以前发布,308,"18,512元/平"
城铁区，望山居上叠567洋房，业主诚售,望山居 -常福,4室2厅 | 160平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,2人关注 / 8个月以前发布,480,"30,000元/平"
常熟老街精装修自住装修，两卫，带大晒台，急售175万,常熟老街南区 -虞山高新区,4室2厅 | 112.21平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,175,"15,596元/平"
万达商圈 三环旁 拎包 看房方便,爱乐国际公寓 -虞山高新区,1室1厅 | 36.43平米 | 北 | 精装 | 高楼层(共23层)  | 板楼,0人关注 / 30天以前发布,21,"5,765元/平"
中南御锦城 户型好 南北通透 高层采光充足 看房方便,中南御锦城 -琴湖,3室2厅 | 105平米 | 南 北 | 简装 | 高楼层(共28层)  | 板塔结合,0人关注 / 29天以前发布,185,"17,620元/平"
明日星洲 3室2厅 南,明日星洲 -琴湖,3室2厅 | 127.48平米 | 南 | 精装 | 低楼层(共26层)  | 暂无数据,0人关注 / 1个月以前发布,168,"13,179元/平"
自住房  3房叠加  精装  满五  大阳台  洋房,新世纪绿树湾 -东南,3室2厅 | 116平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,0人关注 / 25天以前发布,154,"13,276元/平"
中南御锦城3-2-1-2 116.00m² 208 万,中南御锦城 -琴湖,3室2厅 | 115.74平米 | 南 | 精装 | 中楼层(共31层)  | 板塔结合,0人关注 / 22天以前发布,199,"17,194元/平"
房子是花园洋房 楼层好采光无遮挡 一房朝南2房朝北,创想魅力城 -梅李镇,3室1厅 | 86平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 29天以前发布,123,"14,303元/平"
聚和佳苑 三房两厅两卫 楼层好采光无遮挡 环境好,聚和佳苑三区 -滨江开发区,3室1厅 | 125.57平米 | 南 | 毛坯 | 高楼层(共30层)  | 暂无数据,0人关注 / 22天以前发布,113,"8,999元/平"
中南世纪城北区 精装修 满2年 挑高客厅 急售,中南世纪城北区 -文化片区,3室2厅 | 118.25平米 | 南 北 | 精装 | 32层  | 板楼,0人关注 / 21天以前发布,265,"22,411元/平"
阳光佳苑精装房东自住保养好3房2卫 配套完善,阳光佳苑 -滨江开发区,3室2厅 | 128平米 | 东 南 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 12天以前发布,110,"8,594元/平"
琴湖精装三房带车位，急售房源，看中就卖,弘阳尊邸 -琴湖,3室2厅 | 92.7平米 | 南 | 精装 | 中楼层(共18层)  | 暂无数据,0人关注 / 9天以前发布,176,"18,986元/平"
市区少有的毛坯 诚心出售 全天能看房 电梯已经谈好6万,枫林苑 -常福,3室2厅 | 133.88平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 暂无数据,1人关注 / 15天以前发布,205,"15,313元/平"
招商城 佳和水岸143平 满五唯一 有车位 看房方便 四房,佳和水岸 -琴湖,4室2厅 | 143.08平米 | 南 | 简装 | 高楼层(共24层)  | 暂无数据,0人关注 / 2个月以前发布,228,"15,936元/平"
成熟社区，生活便利，此房户型方正，采光充足,荣安尚湖中央花园 -尚湖风景区,4室2厅 | 143.48平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,0人关注 / 1个月以前发布,192.8,"13,438元/平"
碧桂园领誉 毛坯 楼层好 看房方便,碧桂园·领誉 -昆承湖西,2室2厅 | 72平米 | 南 北 | 精装 | 中楼层(共15层)  | 板塔结合,0人关注 / 26天以前发布,126,"17,500元/平"
