标题,开发商,房子信息,发布信息,售价/万,单价
此房户型格局合理 中间楼层 看房方便 采光好,天安城市花园 -高新区,3室2厅 | 104.65平米 | 南 | 毛坯 | 中楼层(共18层)  | 暂无数据,0人关注 / 6天以前发布,106.8,"10,206元/平"
格局好，视野开阔无遮挡，位置好，采光好。,旭辉澄江府 -澄江街道,4室2厅 | 141.66平米 | 南 | 毛坯 | 低楼层(共18层)  | 暂无数据,0人关注 / 5天以前发布,232,"16,378元/平"
蟠龙湾公园旁江南御园小面积楼层好诚心出售,融创江南御园 -高新区,3室2厅 | 85.96平米 | 南 | 毛坯 | 高楼层(共9层)  | 板塔结合,2人关注 / 一年前发布,110,"12,797元/平"
江阴院子毛坯大三房，楼层好，采光充足,江阴院子 -云亭街道,3室2厅 | 142.27平米 | 南 北 | 毛坯 | 中楼层(共17层)  | 塔楼,0人关注 / 2个月以前发布,175,"12,301元/平"
东方华府，精装修，小区环境优雅,华府 -云亭街道,3室2厅 | 112.77平米 | 南 | 精装 | 中楼层(共30层)  | 板楼,2人关注 / 一年前发布,170,"15,075元/平"
恒大翡翠华庭，三面朝阳，精装修，房东急售,恒大翡翠华庭 -云亭街道,3室2厅 | 118.8平米 | 南 北 | 精装 | 低楼层(共21层)  | 板塔结合,1人关注 / 一年前发布,172,"14,479元/平"
金科华府，环境优雅，价格便宜，交通方便。,华府 -云亭街道,3室2厅 | 146平米 | 南 | 毛坯 | 高楼层(共30层)  | 板楼,1人关注 / 一年前发布,195,"13,357元/平"
此房房龄新，楼层好，视野开阔，户型方正,弘阳昕悦府 -云亭街道,4室2厅 | 143.77平米 | 南 北 | 毛坯 | 低楼层(共6层)  | 暂无数据,1人关注 / 一年前发布,115,"7,999元/平"
首府花园     精装好房出售    房东诚意满满,首府花园 -临港经济开发区,4室2厅 | 130.18平米 | 南 | 精装 | 高楼层(共33层)  | 暂无数据,1人关注 / 8个月以前发布,155,"11,907元/平"
此房满五唯一，三朝南房间，采光充足,江阴万达广场 -澄江街道,3室2厅 | 150.65平米 | 南 | 简装 | 低楼层(共32层)  | 塔楼,2人关注 / 一年前发布,185,"12,281元/平"
月城文化新村 楼层佳 户型方正 小区地理位置方便,文化新村 -月城镇,3室2厅 | 171.19平米 | 南 | 毛坯 | 中楼层(共5层)  | 板塔结合,4人关注 / 一年前发布,142.8,"8,342元/平"
尚城国际花园，南北通透，采光充足,尚城国际 -澄江街道,3室2厅 | 138.33平米 | 南 北 | 毛坯 | 低楼层(共33层)  | 板楼,0人关注 / 一年前发布,175.8,"12,709元/平"
城东高新区白鹭湾精装修中间楼层带车位诚心出售,江阴碧桂园白鹭湾 -高新区,3室2厅 | 127.48平米 | 南 | 精装 | 高楼层(共24层)  | 塔楼,1人关注 / 一年前发布,159.8,"12,536元/平"
敔山嶺秀大平层，视野开阔，精装，满二，看房方便,敔山嶺秀 -云亭街道,4室2厅 | 394.73平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,9人关注 / 8个月以前发布,698,"17,683元/平"
爱家名都  毛坯 楼层好 采光无遮挡,爱家名邸 -云亭街道,3室2厅 | 174.37平米 | 南 | 毛坯 | 低楼层(共26层)  | 板楼,1人关注 / 一年前发布,268,"15,370元/平"
中企好房推荐   房东诚意出售     小区人文环境好,中企铂镜 -临港经济开发区,3室1厅 | 167.5平米 | 南 | 毛坯 | 低楼层(共11层)  | 暂无数据,3人关注 / 10个月以前发布,128.8,"7,690元/平"
碧桂园白鹭湾 开发商装修未住过 诚心出售,江阴碧桂园白鹭湾 -高新区,4室2厅 | 141.81平米 | 南 | 精装 | 低楼层(共30层)  | 塔楼,4人关注 / 一年前发布,145,"10,225元/平"
碧桂园白鹭湾，户型方正，采光无遮挡,江阴碧桂园白鹭湾 -高新区,3室2厅 | 128.49平米 | 南 | 精装 | 高楼层(共28层)  | 塔楼,3人关注 / 一年前发布,149.8,"11,659元/平"
石山路东澄张路南、创新大道西，蟠龙山公园北江南御园,融创江南御园 -高新区,4室2厅 | 128.92平米 | 南 | 毛坯 | 高楼层(共9层)  | 板塔结合,0人关注 / 一年前发布,123,"9,541元/平"
高新区沿街房子 简单装修保养好 采光好楼层好 户型好,金山路 -高新区,4室2厅 | 121.45平米 | 南 | 简装 | 中楼层(共4层)  | 暂无数据,5人关注 / 一年前发布,82.8,"6,818元/平"
比邻公园、朗诗物业、户型方正、未来感设计 现新房,朗诗未来街区 -临港经济开发区,3室2厅 | 114.69平米 | 南 | 毛坯 | 中楼层(共34层)  | 暂无数据,7人关注 / 一年前发布,98,"8,545元/平"
远眺江北 随时看房 纯新毛坯 带地下车位,蔚蓝滨江 -澄江街道,3室1厅 | 123.08平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 板塔结合,3人关注 / 一年前发布,130,"10,563元/平"
东方大院，洋房，带地下室，带入户花园，户型好,金科·東方大院 -云亭街道,4室2厅 | 185.79平米 | 南 | 毛坯 | 低楼层(共6层)  | 板楼,10人关注 / 一年前发布,298,"16,040元/平"
南北通风，拎包入住，中间楼层，采光好,香樟花园 -澄江街道,5室2厅 | 167平米 | 南 北 | 精装 | 低楼层(共11层)  | 暂无数据,3人关注 / 一年前发布,215.8,"12,923元/平"
洋房底复  四开间朝南 双阳台 三卫 采光好，诚心出售.,融创玉兰公馆 -澄江街道,5室2厅 | 181.16平米 | 南 | 毛坯 | 低楼层(共8层)  | 塔楼,4人关注 / 一年前发布,425.8,"23,505元/平"
户型格局好，位置安静，采光好，品质小区。,香樟花园 -澄江街道,5室2厅 | 180平米 | 南 北 | 简装 | 高楼层(共17层)  | 板塔结合,3人关注 / 11个月以前发布,235,"13,056元/平"
碧桂园暨阳府 精装修 四室两厅两卫 三房朝南 采光好,碧桂园暨阳府 -澄江街道,4室1厅 | 143.77平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,4人关注 / 一年前发布,225,"15,650元/平"
楼层好离澄南生活区也近 小区环境好 楼层好，采光好,恒大帝景 -澄江街道,3室2厅 | 116.73平米 | 南 北 | 精装 | 高楼层(共23层)  | 暂无数据,2人关注 / 一年前发布,189,"16,192元/平"
恒大帝景好房出售三朝南户型看房提前约,恒大帝景 -澄江街道,3室1厅 | 111.48平米 | 南 | 精装 | 高楼层(共33层)  | 平房,0人关注 / 2个月以前发布,168,"15,070元/平"
碧桂园暨阳府 精装修 三室2厅两卫 三房朝南 采光好,碧桂园暨阳府 -澄江街道,4室2厅 | 136.39平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,5人关注 / 一年前发布,205,"15,031元/平"
杨岸花苑复式，看房方便，看中价格可谈，房东急售！！,杨岸花苑 -澄江街道,3室2厅 | 249平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,13人关注 / 一年前发布,143.8,"5,776元/平"
此房户型方正，南北通风，采光充足，环境好,湖畔花园乐湖居 -徐霞客镇,5室3厅 | 224.83平米 | 南 北 | 毛坯 | 高楼层(共11层)  | 暂无数据,19人关注 / 一年前发布,160,"7,117元/平"
碧桂园白鹭湾 中间楼层 家具家电齐全 满两年 看房方便,江阴碧桂园白鹭湾 -高新区,3室2厅 | 134平米 | 南 | 精装 | 中楼层(共30层)  | 塔楼,4人关注 / 一年前发布,138.8,"10,359元/平"
蟠龙山公园旁 四开间朝南洋房 大阳台 楼层佳 全天采光,融创江南御园 -高新区,5室1厅 | 108.84平米 | 南 | 毛坯 | 高楼层(共11层)  | 板塔结合,0人关注 / 1个月以前发布,108,"9,923元/平"
挑高复式，视野开阔，毛坯改动空间大,江阴院子 -云亭街道,4室2厅 | 132.31平米 | 南 | 毛坯 | 高楼层(共17层)  | 塔楼,3人关注 / 一年前发布,170,"12,849元/平"
滨江中路185号 3室1厅 南 北,滨江中路185号 -澄江街道,3室1厅 | 97.77平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 25天以前发布,180,"18,411元/平"
南北通透格局，户型方正，全明户型，成熟小区，配套全,南门首府 -澄江街道,4室2厅 | 144.39平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 板楼,0人关注 / 16天以前发布,315.8,"21,872元/平"
此房户型好，小区绿化好，物业服务好，楼层好,融创玉兰公馆 -澄江街道,4室2厅 | 142.48平米 | 南 北 | 毛坯 | 低楼层(共33层)  | 板楼,0人关注 / 29天以前发布,259.8,"18,235元/平"
东方wang 府，精装修，户型方正，房主诚心出售,金科·東方大院 -云亭街道,3室2厅 | 143平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 3天以前发布,230,"16,084元/平"
"扬子华都精装修楼层好，采光好,配套设施齐全",楊子華都 -澄江街道,4室1厅 | 177.02平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 1个月以前发布,388,"21,919元/平"
西亭家园，S1旁，位置方便，大三房户型，采光刺眼,西亭家园 -徐霞客镇,3室2厅 | 141.79平米 | 南 | 毛坯 | 高楼层(共23层)  | 板楼,0人关注 / 29天以前发布,185,"13,048元/平"
两室两厅一卫，精装修，拎包入住,阳光假日花园 -澄江街道,2室2厅 | 87平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 24天以前发布,135.8,"15,610元/平"
吉麦隆旁 精装两居室 楼层居中 南北通风 采光好,南苑二村 -高新区,2室2厅 | 95平米 | 南 | 精装 | 中楼层(共6层)  | 板塔结合,0人关注 / 28天以前发布,82.8,"8,716元/平"
天安小户型简装2居 价格实惠 有钥匙方便看房,天安城市花园 -高新区,2室1厅 | 87.27平米 | 南 | 简装 | 高楼层(共18层)  | 暂无数据,0人关注 / 25天以前发布,82,"9,397元/平"
城南 金宸国际米公馆 小面积住宅,米公馆 -澄江街道,1室1厅 | 52.79平米 | 西 | 精装 | 高楼层(共19层)  | 板楼,0人关注 / 29天以前发布,85,"16,102元/平"
美丽华都 大户型 毛坯 楼层好 三开间朝南 南北通风,美丽华都贯庄三村 -澄江街道,3室2厅 | 135.37平米 | 南 | 毛坯 | 中楼层(共30层)  | 塔楼,0人关注 / 21天以前发布,135,"9,973元/平"
南北通风格局，楼层好，边户带窗视野开阔，采光充足,创智天地 -高新区,1室1厅 | 54.06平米 | 南 西南 | 毛坯 | 中楼层(共13层)  | 板塔结合,0人关注 / 17天以前发布,58.8,"10,877元/平"
英伦尚郡 毛坯别墅 带花园 看房方便,英伦尚郡 -临港经济开发区,5室3厅 | 542平米 | 南 北 | 毛坯 | 3层  | 暂无数据 | 联排别墅 ,1人关注 / 一年前发布,766,"14,133元/平"
乐府兰亭 5室2厅 南,乐府兰亭 -云亭街道,5室2厅 | 116平米 | 南 | 毛坯 | 低楼层(共18层)  | 板塔结合,2人关注 / 一年前发布,158,"13,621元/平"
上海花园 独栋别墅  装修已花有300个，看房提前预约,上海花园 -高新区,6室3厅 | 460.35平米 | 南 | 简装 | 3层  | 板塔结合 | 独栋别墅 ,0人关注 / 6个月以前发布,1250,"27,154元/平"
锦隆三村北区 2室1厅 南,锦隆三村北区 -澄江街道,2室1厅 | 71.88平米 | 南 | 毛坯 | 中楼层(共6层)  | 板楼,0人关注 / 10天以前发布,75,"10,435元/平"
通透格局 楼层好 视野宽阔 采光充足  精装修,云新二村 -云亭街道,2室2厅 | 92.15平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 10天以前发布,82.8,"8,986元/平"
房子中间楼层，视野好，交通便利，街道繁华,虹桥二村 -澄江街道,3室1厅 | 74.1平米 | 南 | 简装 | 中楼层(共5层)  | 暂无数据,0人关注 / 1个月以前发布,235,"31,714元/平"
采光充足， 交通方便 ，配套齐全,滨江一村 -澄江街道,3室1厅 | 83.5平米 | 南 | 简装 | 中楼层(共7层)  | 塔楼,0人关注 / 1个月以前发布,76.8,"9,198元/平"
中间楼层，采光好，户型佳，业主诚心卖,花园五村住宅小区 -澄江街道,3室2厅 | 88平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 28天以前发布,159.8,"18,160元/平"
房子楼层好，视野好，交通便利，街道繁华,花园三村南区 -澄江街道,3室2厅 | 159.08平米 | 南 | 简装 | 低楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,240,"15,087元/平"
两室两厅一厨一卫，户型好，楼层好，采光充足配套成熟,永安四村 -澄江街道,3室2厅 | 143.39平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,148,"10,322元/平"
采光充足， 交通方便 ，配套齐全,滨江一村 -澄江街道,2室2厅 | 85.64平米 | 南 北 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 23天以前发布,88.8,"10,369元/平"
爱家尊邸跃层洋房，3-4层，精装空调地暖，急售,爱家尊邸  -云亭街道,4室2厅 | 175.45平米 | 南 北 | 精装 | 中楼层(共5层)  | 暂无数据,1人关注 / 26天以前发布,368,"20,975元/平"
楼层好 户型方正 视野采光都好 精装修,和院峰景 -临港经济开发区,3室2厅 | 188.21平米 | 南 | 精装 | 高楼层(共27层)  | 板楼,0人关注 / 20天以前发布,308,"16,365元/平"
此房户型格局合理，采光无遮挡，南北通风,团结家园 -高新区,3室2厅 | 132.15平米 | 南 | 精装 | 低楼层(共11层)  | 塔楼,0人关注 / 21天以前发布,120,"9,081元/平"
丽都城市花园中间楼层三开朝南采光好 带汽车库,丽都城市花园 -澄江街道,3室3厅 | 157.02平米 | 南 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 21天以前发布,210,"13,375元/平"
恒大御景 小高层 视野好 新装修未入住 三房两卫,恒大御景 -澄江街道,3室2厅 | 131.42平米 | 南 | 精装 | 高楼层(共20层)  | 暂无数据,0人关注 / 30天以前发布,230,"17,502元/平"
四开间朝南，业主自住精装，洋房，楼层好,碧桂园暨阳府紫宸 -澄江街道,4室2厅 | 182.96平米 | 南 | 精装 | 高楼层(共7层)  | 暂无数据,0人关注 / 20天以前发布,335,"18,311元/平"
房子户型      不错采光很好,花园五村住宅小区 -澄江街道,3室1厅 | 81.3平米 | 南 | 简装 | 高楼层(共5层)  | 暂无数据,0人关注 / 27天以前发布,132,"16,237元/平"
精装楼中楼，采光好，家具家电齐全，拎包入住,名都先锋花园 -澄江街道,4室1厅 | 156平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 27天以前发布,127,"8,142元/平"
春江崋庭 4室2厅 南 北,春江崋庭 -澄江街道,4室2厅 | 233平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 24天以前发布,150,"6,438元/平"
三朝南，双阳台，南北通风，楼层好，位置佳,阳光假日花园 -澄江街道,3室2厅 | 141.46平米 | 南 | 精装 | 中楼层(共18层)  | 板塔结合,0人关注 / 21天以前发布,229.8,"16,245元/平"
新房龄，纯毛坯，采光好通透格局好，小区配套好,春麓苑 -澄江街道,车位 | 131.53平米 | 南  | 暂无数据,0人关注 / 5个月以前发布,210,"15,966元/平"
云亭昕悦府 全新精装 看房随时,弘阳昕悦府 -云亭街道,3室2厅 | 94.21平米 | 南 | 精装 | 低楼层(共33层)  | 暂无数据,0人关注 / 19天以前发布,95,"10,084元/平"
丽岛华都洋房，带入户花园前后阳台，采光充足,丽岛华都 -澄江街道,3室2厅 | 147.03平米 | 南 北 | 简装 | 低楼层(共6层)  | 暂无数据,0人关注 / 14天以前发布,228.8,"15,562元/平"
虹桥四村 两朝南  户型格局好  采光佳 看房方便,虹桥四村 -澄江街道,3室1厅 | 76平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,0人关注 / 12天以前发布,190,"25,000元/平"
小河二村好房出售，价格美丽，带自行车库,小河二村 -澄江街道,3室1厅 | 84.78平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 11天以前发布,86.8,"10,239元/平"
南门八佰伴旁近地铁南北通风东边户三室两厅毛坯房,澄堡 -澄江街道,3室2厅 | 128.74平米 | 南 | 毛坯 | 低楼层(共34层)  | 板楼,0人关注 / 10天以前发布,188,"14,604元/平"
三室两厅两卫，南北通风户型方正精装修，直接拎包入住,天新嘉苑 -澄江街道,3室2厅 | 136.43平米 | 南 | 精装 | 低楼层(共9层)  | 塔楼,0人关注 / 16天以前发布,186,"13,634元/平"
