标题,开发商,房子信息,发布信息,售价/万,单价
有车位可售，人车分流，绿城品质！简装柜子多质量好！,美伦美郡 -桐庐,3室2厅 | 98.47平米 | 南 | 简装 | 18层  | 板楼,0人关注 / 10天以前发布,180,"18,280元/平"
好楼层，户型朝西，南侧和西侧都有大窗户，视野开阔，,五洲国际广场 -申花,2室1厅 | 43.24平米 | 西北 | 精装 | 11层  | 板楼,3人关注 / 10天以前发布,84,"19,427元/平"
戈雅新上多层洋房四房户型视野宽阔自住装修,通和戈雅公寓 -闻堰,4室2厅 | 162.57平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,6人关注 / 29天以前发布,370,"22,760元/平"
好楼层视野开阔，一线江景，电梯入户,金隅观澜时代天筑 -沿江南,5室2厅 | 292.15平米 | 南 | 简装 | 43层  | 板楼,3人关注 / 21天以前发布,705,"24,132元/平"
君临天下大平层，80w精装未入住，有车位，满五唯一！,君临天下 -临平新城,5室2厅 | 234.65平米 | 南 | 精装 | 高楼层(共29层)  | 板塔结合,5人关注 / 17天以前发布,720,"30,684元/平"
申花大5房 满二唯一  全新未入住 诚心出售,九龙仓臻玺 -申花,5室2厅 | 169.45平米 | 南 | 精装 | 17层  | 板塔结合,7人关注 / 30天以前发布,1365,"80,555元/平"
满二唯一  中高楼层  房东自住精装  采光好 视野佳,龙湖天钜 -萧山新城区,3室2厅 | 89.54平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,1人关注 / 13天以前发布,428,"47,800元/平"
70年产权 民用水 电 通天然气,青山鹤岭 -青山湖科技城,2室1厅 | 71.06平米 | 南 | 简装 | 中楼层(共11层)  | 板楼,2人关注 / 7天以前发布,119,"16,747元/平"
此房全新装修未入住，视野宽阔，采光充足，配套成熟,富力新线公园 -未来科技城,3室2厅 | 89.69平米 | 南 北 | 精装 | 低楼层(共11层)  | 板楼,0人关注 / 23天以前发布,430,"47,943元/平"
诚售 地铁口 天街 山姆 满二唯一 改善大三房 双阳台,天阳融信东寰名邸 -丁桥,3室2厅 | 116.3平米 | 南 | 毛坯 | 16层  | 塔楼,2人关注 / 26天以前发布,416,"35,770元/平"
满五年，阳光充足，视野开阔，诚心出售,嘉绿景苑西园 -文三西路,2室2厅 | 106.93平米 | 南 北 | 简装 | 中楼层(共15层)  | 板楼,2人关注 / 21天以前发布,380,"35,538元/平"
德信品质小区，三开间朝南采光好，业主诚售价可谈,泊林印象 -九堡,3室2厅 | 89.32平米 | 南 | 简装 | 11层  | 板楼,5人关注 / 20天以前发布,340,"38,066元/平"
春江香樟苑楼栋位置好，户型好，三面朝南,春江香樟苑 -江南新城,3室2厅 | 100.58平米 | 南 北 | 毛坯 | 高楼层(共17层)  | 板塔结合,0人关注 / 28天以前发布,154,"15,312元/平"
客厅带阳台，中间楼层，户型好，诚心出售,余之城 -临平新城,3室2厅 | 89.09平米 | 南 | 简装 | 中楼层(共33层)  | 板塔结合,2人关注 / 28天以前发布,249,"27,950元/平"
满二唯一 龙湖天璞 一梯一户 私密性好 全明户型,天璞御园 -钱江世纪城,3室2厅 | 108.43平米 | 南 | 精装 | 低楼层(共26层)  | 板楼,2人关注 / 31天以前发布,792,"73,043元/平"
临平龙王公寓 住宅，有露台 中间楼层,龙王公寓 -临平新城,4室1厅 | 132.06平米 | 南 | 简装 | 7层  | 板塔结合,0人关注 / 18天以前发布,250,"18,931元/平"
三房两卫，纯东边套，桃花湖公园，近地铁，龙湖天街！,龙湖武林九里 -丁桥,3室2厅 | 89.79平米 | 东南 | 简装 | 低楼层(共17层)  | 板楼,1人关注 / 20天以前发布,288,"32,075元/平"
新月花园   西边套，大三房，满五年税少，有钥匙看房,新月花园 -东湖,3室1厅 | 106.54平米 | 南 | 精装 | 6层  | 板楼,0人关注 / 19天以前发布,185,"17,365元/平"
新语二期   三房两卫   中间楼层   精装修,云溪新语 -之江,3室2厅 | 88.55平米 | 南 北 | 精装 | 11层  | 板楼,6人关注 / 26天以前发布,515,"58,160元/平"
户型方正，视野好，适合一家居住,天阳棕榈湾二期 -良渚,3室1厅 | 107.06平米 | 南 | 精装 | 5层  | 塔楼,5人关注 / 21天以前发布,255,"23,819元/平"
急售！小河公园景观房！3房2厅，客厅带阳台边套户型,凯德视界 -桥西,3室2厅 | 87.67平米 | 南 西 北 | 精装 | 17层  | 板楼,3人关注 / 29天以前发布,440,"50,189元/平"
万科未来城二期 3室1厅 南,万科未来城二期 -良渚,3室1厅 | 89.63平米 | 南 | 精装 | 11层  | 板塔结合,1人关注 / 20天以前发布,328,"36,595元/平"
杭州世纪满二唯一 地铁口 中高楼层采光好 诚心出售,融信杭州世纪 -萧山新城区,4室2厅 | 128.27平米 | 南 | 精装 | 高楼层(共24层)  | 板塔结合,2人关注 / 26天以前发布,710,"55,352元/平"
满五年，双阳台，一个月社保可买，纯边套，配套完善,东厦东港花苑 -东湖,3室2厅 | 148.96平米 | 南 | 简装 | 高楼层(共18层)  | 板楼,0人关注 / 23天以前发布,252,"16,918元/平"
丁兰广场边  温馨精装三房  楼层好采光视野佳,丁桥颐景园 -丁桥,3室2厅 | 86.54平米 | 南 | 精装 | 15层  | 板楼,6人关注 / 27天以前发布,278,"32,124元/平"
经典复式户型  动静分离 实用面积大  南北双阳台,金地自在城乐活湾 -三墩,3室2厅 | 88.22平米 | 南 北 | 精装 | 25层  | 板楼,4人关注 / 25天以前发布,320,"36,273元/平"
满二唯一   精装修  低总价  3房2卫  地铁口 直接看房,汇高栢悦中心 -东湖,3室2厅 | 89.26平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,1人关注 / 21天以前发布,240,"26,888元/平"
近奥体，中高楼层，满2唯一，诚心出售,龙湖旭辉春江悦茗 -萧山新城区,4室2厅 | 119.51平米 | 南 | 简装 | 30层  | 板塔结合,1人关注 / 18天以前发布,550,"46,022元/平"
拱墅桥西运河旁+两房朝南，双阳台,名城燕园 -桥西,3室1厅 | 88.76平米 | 南 北 | 精装 | 11层  | 板楼,7人关注 / 17天以前发布,450,"50,699元/平"
满五年唯一，没有增值税，格局好，东边套,世茂江滨花园碧景湾 -沿江南,4室2厅 | 173.17平米 | 南 | 简装 | 33层  | 板楼,2人关注 / 21天以前发布,439,"25,351元/平"
沿河景观房，中间楼层，满五唯一，精装自住,万科北宸之光二期 -万达广场,3室1厅 | 85.38平米 | 南 | 精装 | 22层  | 塔楼,20人关注 / 24天以前发布,310,"36,309元/平"
满五  三房两卫，桃花湖公园，近地铁，龙湖天街！,龙湖武林九里 -丁桥,3室1厅 | 89.76平米 | 南 | 毛坯 | 低楼层(共17层)  | 板楼,0人关注 / 16天以前发布,290,"32,309元/平"
澄品101 满二唯一 东区大面积户型 采光不挡,保利澄品 -钱江世纪城,5室1厅 | 198.88平米 | 南 | 精装 | 低楼层(共25层)  | 板楼,1人关注 / 23天以前发布,1450,"72,909元/平"
满五唯一，格局好，户型通透，交通方便 诚心出售,金沙公寓 -老余杭,3室2厅 | 108.34平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 20天以前发布,235,"21,691元/平"
竹海水韵 3室1厅 南,竹海水韵 -闲林,3室1厅 | 89.64平米 | 南 | 简装 | 高楼层(共16层)  | 板楼,2人关注 / 20天以前发布,205,"22,870元/平"
满五年唯一，高楼层采光好，精装修，地铁口，招商物业,招商雍华府 -七堡,3室2厅 | 88.71平米 | 南 | 简装 | 16层  | 板楼,4人关注 / 27天以前发布,405,"45,655元/平"
云溪香山电梯精装3房，满五税少，无遮挡，地铁823米,云溪香山 -转塘,3室2厅 | 126.28平米 | 南 | 精装 | 18层  | 板楼,7人关注 / 28天以前发布,358,"28,350元/平"
【甄选好房】 满五×1  户型方正  楼层佳采光好,理想康城一品 -临平新城,3室1厅 | 139.89平米 | 东南 | 简装 | 25层  | 板楼,2人关注 / 23天以前发布,455,"32,526元/平"
《甄选好房》大四房，中间楼层，户型方正，拎包入住,野风珑园 -临平新城,4室1厅 | 139.76平米 | 东南 西南 | 精装 | 24层  | 板楼,4人关注 / 30天以前发布,300,"21,466元/平"
时代高架直达 南北通 三房两卫 开发商精装修 满二唯一,德信时光之宸 -萧山开发区,3室2厅 | 89.43平米 | 南 北 | 精装 | 高楼层(共16层)  | 板楼,1人关注 / 25天以前发布,159,"17,780元/平"
丝织弄  满二唯一  交通方便,丝织弄59号 -临平新城,2室1厅 | 56.68平米 | 南 北 | 精装 | 低楼层(共5层)  | 板塔结合,4人关注 / 18天以前发布,125,"22,054元/平"
蜜糖纯东边套  满五唯一 税费少 产权清晰 楼层佳诚售,竹海水韵春风里 -闲林,4室1厅 | 121.4平米 | 东 | 精装 | 18层  | 板塔结合,5人关注 / 24天以前发布,320,"26,360元/平"
此房中间楼层采光好，诚心出售价可谈，精装修入住方便,理想康城国际 -临平新城,4室1厅 | 88.14平米 | 南 | 精装 | 33层  | 板楼,0人关注 / 18天以前发布,275,"31,201元/平"
沿河看书喝茶  采光很好 边套有车位 满五唯一诚售,万科紫台 -九堡,3室2厅 | 89.4平米 | 南 北 | 精装 | 17层  | 板楼,3人关注 / 25天以前发布,339,"37,920元/平"
地铁口，交通便利人车分流，全石材干挂外立面，,融创瑷颐湾 -万达广场,4室2厅 | 119.63平米 | 南 | 精装 | 27层  | 板塔结合,6人关注 / 20天以前发布,430,"35,945元/平"
电梯房采光无影响，诚心出售看房有钥匙,颐景园 -文三西路,3室2厅 | 101.95平米 | 南 北 | 精装 | 11层  | 板楼,0人关注 / 29天以前发布,499,"48,946元/平"
地铁口改善精装修四房 边套户型采光面充足,保利罗兰香谷 -丁桥,4室1厅 | 136.24平米 | 南 | 简装 | 17层  | 板楼,2人关注 / 25天以前发布,361,"26,498元/平"
上城东站机场快线200m，次新小区精装舒适89m²,东方尚城国际南区 -火车东站,4室1厅 | 88.77平米 | 南 | 精装 | 低楼层(共16层)  | 板塔结合,3人关注 / 28天以前发布,410,"46,187元/平"
急售 急售 急售 湘湖边，带装修满五唯一,威尼斯水城 -湘湖,4室1厅 | 134.5平米 | 南 | 简装 | 低楼层(共4层)  | 板楼,9人关注 / 28天以前发布,305,"22,677元/平"
永康苑1999年房龄，地铁口300米距离，3房2卫 带露台,永康苑 -建国北路,3室1厅 | 90.47平米 | 南 北 | 精装 | 7层  | 板楼,18人关注 / 19天以前发布,298,"32,940元/平"
三开间朝南，自住精装修，采光好，阳光好，满五唯一,绿都四季华庭 -南部卧城,3室1厅 | 88.94平米 | 南 | 精装 | 17层  | 板楼,3人关注 / 19天以前发布,268,"30,133元/平"
满二唯一， 次新小区，绿城物业，精装修！,中南白马湖壹号 -白马湖,3室2厅 | 89.55平米 | 南 北 | 精装 | 18层  | 板塔结合,2人关注 / 25天以前发布,395,"44,110元/平"
雅棠轩 满二唯一 大面积横厅 四开间朝南,雅棠轩 -萧山新城区,4室2厅 | 130.74平米 | 南 | 毛坯 | 低楼层(共25层)  | 板楼,8人关注 / 28天以前发布,410,"31,360元/平"
博物馆旁美丽洲联排，双车位，全明地下室，花园50方,朗诗美丽洲 -良渚,5室2厅 | 275.14平米 | 南 北 | 毛坯 | 1层  | 板楼 | 联排别墅 ,6人关注 / 1个月以前发布,998,"36,273元/平"
联排大平墅 无增值税 精装修 南北大花园 珍藏品 有钥,南岸花城 -闻堰,4室2厅 | 146.24平米 | 南 北 | 精装 | 低楼层(共1层)  | 板楼,5人关注 / 1个月以前发布,525,"35,900元/平"
湘湖旁 南岸花城 新上叠排+大露台  房东诚心出售,南岸花城 -闻堰,4室2厅 | 185.07平米 | 南 | 简装 | 上叠(共1层)  | 板楼 | 叠拼别墅 ,80人关注 / 7个月以前发布,540,"29,179元/平"
亚运村旁林之语叠墅 采光充足 业主诚心出售,林之语 -萧山科技城,4室2厅 | 203.4平米 | 南 北 | 毛坯 | 4层  | 板楼 | 双拼别墅 ,9人关注 / 6个月以前发布,580,"28,516元/平"
满五不唯一，采光很好，跃层的，看房有要钥匙的,城桥路19号 -萧山市区,3室2厅 | 108.03平米 | 南 西 北 | 精装 | 高楼层(共5层)  | 板楼,23人关注 / 一年前发布,265,"24,531元/平"
闻涛社区 顶跃 阳光房顶楼有菜园  中式装修  保养很新,白金海岸 -长河,6室2厅 | 195.74平米 | 南 北 | 精装 | 11层  | 板楼,31人关注 / 一年前发布,1080,"55,176元/平"
满五唯一，双地铁口，西边套，50万精装修，没有入住过,协安蓝郡 -三墩,3室2厅 | 132.79平米 | 南 | 精装 | 17层  | 板楼,87人关注 / 11个月以前发布,510,"38,407元/平"
满五 带阁楼  大面积  小区自带小河,东海水漾人家 -临平新城,5室2厅 | 147.68平米 | 东南 | 简装 | 5层  | 板楼,37人关注 / 一年前发布,270,"18,283元/平"
2号线良渚站地铁口上 盖，精装修保利出品，实际面积多,保利融信和光尘樾 -良渚,5室2厅 | 144.55平米 | 南 | 精装 | 11层  | 板楼,6人关注 / 15天以前发布,560,"38,741元/平"
"嘉里集团开发，精装四房,好楼层没有住过",嘉里云荷廷 -之江,4室2厅 | 177.35平米 | 南 | 精装 | 16层  | 板楼,6人关注 / 一年前发布,1028,"57,965元/平"
顶跃+运河景观+大露台+免双税=市区独立洋房,左岸花园 -拱宸桥,5室2厅 | 171.52平米 | 南 | 简装 | 6层  | 板楼,353人关注 / 一年前发布,600,"34,982元/平"
满五唯一，带电梯，四房朝南，业主诚心出售,嘉绿北苑 -嘉绿,4室2厅 | 153.93平米 | 南 | 简装 | 6层  | 板塔结合,15人关注 / 4个月以前发布,632,"41,058元/平"
满2 唯一良渚 劝学里复式6房3卫 西边套大露台位置好,万科劝学里 -良渚,6室2厅 | 188.34平米 | 南 北 | 精装 | 8层  | 板楼,138人关注 / 一年前发布,575,"30,530元/平"
顶楼跃层，南北两个露台，江景房，精装修,南岸花城 -闻堰,4室2厅 | 185.59平米 | 南 北 | 精装 | 高楼层(共11层)  | 板楼,12人关注 / 3个月以前发布,360,"19,398元/平"
棕榈湾 电梯跃层带大露台单价低 精装修满五唯一免双税,天阳棕榈湾二期 -良渚,5室2厅 | 188.34平米 | 南 北 | 精装 | 9层  | 塔楼,5人关注 / 2个月以前发布,368,"19,540元/平"
全明城市联排，南北大花园，地上三层，地下一层,融信澜天 -良渚,5室2厅 | 137.36平米 | 南 | 毛坯 | 3层  | 板楼 | 联排别墅 ,58人关注 / 一年前发布,750,"54,602元/平"
仅需一月社保，精装修  三阳台 客厅朝南 主卧朝南,金帝海珀二期 -东湖,3室2厅 | 118.01平米 | 南 | 精装 | 30层  | 塔楼,29人关注 / 一年前发布,295,"24,998元/平"
房子诚心出售，目前在卖户型中带大露台的房子,星海云庭 -崇贤,3室2厅 | 127.01平米 | 南 | 精装 | 6层  | 板楼,1人关注 / 1个月以前发布,225,"17,716元/平"
南苑二区 临平地铁口旁 带露天阳台 有车库 储藏室 急,南苑二区(余杭) -临平新城,4室2厅 | 127.41平米 | 南 | 简装 | 6层  | 板楼,22人关注 / 6个月以前发布,206.8,"16,232元/平"
开发商精装， 全明户型，4房3卫 南北户型,璞丽东方 -乔司,4室2厅 | 127.29平米 | 南 北 | 精装 | 9层  | 板塔结合,23人关注 / 一年前发布,410,"32,210元/平"
西溪海边套，满五唯一，诚心出售，看房方便,融创金成西溪海 -未来科技城,4室2厅 | 127.56平米 | 南 西 北 | 毛坯 | 18层  | 板楼,5人关注 / 3个月以前发布,408,"31,985元/平"
房子环境优美，东边套，大三房。房东诚心出售的，,竹海水韵 -闲林,3室2厅 | 137.67平米 | 南 东南 | 精装 | 18层  | 板楼,2人关注 / 6个月以前发布,290,"21,065元/平"
桐庐高铁东站旁 君豪御园 边套好楼层 看房方便,君豪御园 -桐庐,3室2厅 | 109.62平米 | 南 | 毛坯 | 低楼层(共21层)  | 板塔结合,0人关注 / 17天以前发布,84,"7,663元/平"
房子是四叶草户型 动静分离 视野很开阔 满2年,旭辉东原吴越府 -临安,4室2厅 | 128.76平米 | 南 西 北 | 简装 | 高楼层(共27层)  | 板楼,1人关注 / 28天以前发布,199,"15,456元/平"
地铁口低总价l+高区诚意出售+楼下就是万宝城,万宝城 -东湖,2室1厅 | 38.21平米 | 东北 | 精装 | 21层  | 塔楼,4人关注 / 14天以前发布,50,"13,086元/平"
景芳地铁口，小两房适合刚需，满五年，未来小区已改造,景芳三区 -景芳,2室0厅 | 47.51平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,1人关注 / 18天以前发布,180,"37,887元/平"
动静分离，楼层好，房东诚心，看房方便,保利湾天地二期 -沿江南,2室2厅 | 47.41平米 | 西 | 精装 | 17层  | 板楼,2人关注 / 12天以前发布,75,"15,820元/平"
【贝壳甄选】2005年房龄 精装修 满五唯一 随时可看,东海水漾人家 -临平新城,2室1厅 | 83.8平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,4人关注 / 12天以前发布,157,"18,736元/平"
精装  全明 满五唯一 看房方便,岸上蓝山 -闲林,3室2厅 | 115.51平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,2人关注 / 14天以前发布,239,"20,691元/平"
朝晖五区 近地铁 精装修 两间朝南 满五唯一,朝晖五区 -朝晖,2室1厅 | 55.69平米 | 南 | 精装 | 7层  | 板楼,3人关注 / 7天以前发布,215,"38,607元/平"
双地铁口，双龙湖天街，精装修边套两房，满五杭州一套,铭和苑柳翠坊 -金沙湖,2室2厅 | 89平米 | 南 | 精装 | 高楼层(共10层)  | 板楼,2人关注 / 10天以前发布,225,"25,281元/平"
满二唯一，边套户型，不靠高架，新上房源,祥生群贤府 -崇贤,3室2厅 | 86.88平米 | 南 | 精装 | 25层  | 板楼,1人关注 / 16天以前发布,245,"28,200元/平"
地铁9号线荷禹路站+满五年唯一+西边套户型+3阳台,中铁九逸 -东湖,3室2厅 | 85.61平米 | 南 西 北 | 精装 | 24层  | 板塔结合,1人关注 / 14天以前发布,228,"26,633元/平"
满五年中间楼层户型方正 近地铁,北干一苑 -萧山市区,2室1厅 | 62.54平米 | 南 北 | 简装 | 中楼层(共6层)  | 板塔结合,3人关注 / 14天以前发布,190,"30,381元/平"
蓝桥景苑  边套 三居室 业主诚心出售 采光好,蓝桥景苑 -九堡,2室2厅 | 87.72平米 | 南 北 | 精装 | 低楼层(共15层)  | 板楼,2人关注 / 15天以前发布,232,"26,448元/平"
超级星期天 50年产权 房东诚心出售 看房方便,超级星期天 -浦沿,1室0厅 | 38.24平米 | 北 | 简装 | 14层  | 板楼,0人关注 / 7天以前发布,55,"14,383元/平"
此房满五，户型方正，双朝南，近地铁,三塘樱园 -三塘,2室1厅 | 68.81平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 5天以前发布,220,"31,973元/平"
莫干新村   业主诚心出售  价格可谈  低总价,莫干新村 -湖墅,2室1厅 | 53.96平米 | 南 | 简装 | 5层  | 板塔结合,9人关注 / 14天以前发布,163,"30,208元/平"
精装自住 楼层好 采光好 置换出售,雅居乐国际花园 -闲林,3室1厅 | 89.04平米 | 南 | 精装 | 33层  | 板楼,1人关注 / 15天以前发布,235,"26,393元/平"
房子两房朝南户型通透的满五年方便看房,三里亭苑二区 -三里亭,2室1厅 | 51.31平米 | 南 | 简装 | 低楼层(共7层)  | 板楼,1人关注 / 8天以前发布,160,"31,184元/平"
景芳A口 两房朝南  全明  中间楼层  满五,景芳五区 -景芳,2室1厅 | 60.4平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,1人关注 / 11天以前发布,235,"38,908元/平"
次新房，得房率高，离地铁近，精装修可拎包入住,郡望府 -萧山开发区,3室2厅 | 90.98平米 | 南 | 精装 | 中楼层(共27层)  | 板塔结合,0人关注 / 10天以前发布,295,"32,425元/平"
翠苑三区精装修满五年楼层好，业主诚心出售，价格可谈,翠苑三区 -翠苑,1室1厅 | 41.28平米 | 南 | 简装 | 6层  | 板楼,1人关注 / 14天以前发布,149,"36,095元/平"
三塘汶园 2室1厅 南,三塘汶园 -三塘,2室1厅 | 69.81平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,1人关注 / 6天以前发布,226,"32,374元/平"
孟母们：当你正在文澜里，挑选精装三居，这套值得看看,富越香郡 -桥西,3室2厅 | 88.77平米 | 南 | 精装 | 高楼层(共32层)  | 塔楼,3人关注 / 15天以前发布,429,"48,328元/平"
延定巷 2室1厅 南,延定巷 -湖滨,2室1厅 | 53.81平米 | 南 | 精装 | 低楼层(共5层)  | 板楼,2人关注 / 12天以前发布,263,"48,876元/平"
新装三房  诚心出售 价格好谈  视野好  三口之家,北景园枫丹苑 -石桥,3室1厅 | 88.58平米 | 南 | 精装 | 18层  | 板楼,2人关注 / 14天以前发布,245,"27,659元/平"
自住装修三房，户型方正，得房率高,凯林巷 -华家池,3室1厅 | 75.57平米 | 南 | 精装 | 5层  | 板楼,1人关注 / 14天以前发布,285,"37,714元/平"
南宋古都临安遗址旁古候潮门旁的低总价两房,平安里 -鼓楼,2室1厅 | 52.87平米 | 南 | 简装 | 高楼层(共7层)  | 板塔结合,2人关注 / 13天以前发布,170,"32,155元/平"
新上！万科品质，上城区1号线旁，89方3房精装带花园,万科紫台 -九堡,3室1厅 | 88.64平米 | 南 | 精装 | 17层  | 板楼,4人关注 / 10天以前发布,310,"34,973元/平"
满五唯一，边套好楼层，诚心出售,光明尚海湾 -南部卧城,3室2厅 | 88.72平米 | 北 南 | 简装 | 中楼层(共30层)  | 板塔结合,0人关注 / 10天以前发布,270,"30,433元/平"
无增值税，40万自住精装修，双卫生间，靠地铁3号线。,龙湖武林九里 -丁桥,3室2厅 | 89.34平米 | 南 | 精装 | 中楼层(共17层)  | 板楼,1人关注 / 11天以前发布,305,"34,140元/平"
万科开发和物业 精装三房 不靠高架 采光好 诚心急售！,锦浦江岸公寓 -义桥,3室1厅 | 84.45平米 | 南 | 精装 | 低楼层(共31层)  | 板塔结合,2人关注 / 15天以前发布,198,"23,446元/平"
