标题,开发商,房子信息,发布信息,售价/万,单价
：星河185 观河 大使用面积 3室2卫LOFT复式 低总价,星河185小区 -首尔甜城商圈,3室1厅 | 59.65平米 | 西北 | 精装 | 中楼层(共14层) | 2011年建 | 塔楼,6人关注 / 27天以前发布,119,"19,950元/平"
燕顺路西星河185南北通透大三居,星河185小区 -首尔甜城商圈,3室2厅 | 123.76平米 | 南 北 | 毛坯 | 中楼层(共23层) | 2012年建 | 板塔结合,0人关注 / 22天以前发布,208,"16,807元/平"
楼层好，采光充足，配套成熟，交通便利,福成公寓B -福成四期商圈,2室1厅 | 110.14平米 | 南 北 | 简装 | 低楼层(共26层) | 2008年建 | 板塔结合,0人关注 / 21天以前发布,179,"16,253元/平"
满五年唯一，毛坯，中高楼层，南北通透，前后观景,天洋城4代北区 -天洋城4代商圈,3室2厅 | 118.15平米 | 南 北 | 毛坯 | 中楼层(共34层) | 2014年建 | 板塔结合,8人关注 / 26天以前发布,234,"19,806元/平"
香邑拉菲堡（毛坯2居室 带地下室 毛坯房 阳面户型）,香邑拉菲堡 -广阳,2室1厅 | 89.42平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 板塔结合,1人关注 / 18天以前发布,87,"9,730元/平"
红杉郡南北通透大三居，全天采光，好楼层,红杉郡 -固安,3室2厅 | 119.85平米 | 南 北 | 毛坯 | 中楼层(共10层)  | 板塔结合,0人关注 / 23天以前发布,100,"8,344元/平"
精装修 精英大堡 业主诚意卖  随时可看房,孔雀城四期荣园 -固安,5室5厅 | 249.37平米 | 南 北 | 精装 | 低楼层(共3层)  | 板塔结合,0人关注 / 17天以前发布,390,"15,640元/平"
精装修集中供暖 上叠拼 带挑高户型 随时看房,世茂萨拉曼卡 -夏垫商圈,3室2厅 | 122.61平米 | 南 北 | 精装 | 中楼层(共4层)  | 板楼,3人关注 / 28天以前发布,175,"14,273元/平"
福成六期南向小三居 精装婚房 品牌家具家电，中高楼层,福城上上城六期 -福成四期商圈,3室1厅 | 86.95平米 | 南 | 其他 | 高楼层(共28层) | 2013年建 | 板楼,1人关注 / 12天以前发布,165,"18,977元/平"
九里北区好位置三居 楼间距大 居住舒适,九里香堤 -首尔甜城商圈,3室1厅 | 94.18平米 | 南 北 | 其他 | 中楼层(共11层) | 2016年建 | 板楼,1人关注 / 16天以前发布,230,"24,422元/平"
高铁站西600米尚华城！二室二厅！南北通透！明室明厅,尚华城 -安次,2室2厅 | 96.01平米 | 南 北 | 其他 | 中楼层(共18层) | 2014年建 | 板楼,0人关注 / 4天以前发布,100,"10,416元/平"
精装下叠拼挑空户型西边户急售房源,世茂萨拉曼卡 -夏垫商圈,3室2厅 | 131.38平米 | 南 北 | 精装 | 低楼层(共4层)  | 板楼,0人关注 / 1个月以前发布,287,"21,846元/平"
秋月园跃层景观房观兴安湖永定河孔雀城大湖,孔雀城七期秋月园 -固安,4室3厅 | 176.63平米 | 南 北 | 精装 | 低楼层(共21层)  | 板塔结合,35人关注 / 一年前发布,215,"12,173元/平"
四居双卫，上下三层复式。房本满二，拎包入住,爱方城 -固安,4室2厅 | 91.55平米 | 南 北 | 精装 | 高楼层(共16层)  | 板塔结合,32人关注 / 5个月以前发布,120,"13,108元/平"
一层大花园全天采光精装修直接入住南北通透满两年,孔雀城八期瞰璟园 -固安,4室2厅 | 166.71平米 | 南 北 | 精装 | 低楼层(共11层)  | 板塔结合,16人关注 / 2个月以前发布,205,"12,297元/平"
精致 叠堡别墅 花园露台都有 中式装修 随时看房,孔雀城六期叠翠园 -固安,4室2厅 | 184.16平米 | 南 北 | 精装 | 4层  | 板塔结合,11人关注 / 2个月以前发布,299,"16,236元/平"
台地联排别墅，有电梯，精装修拎包入住。,潮白河孔雀城华园 -潮白商圈,4室3厅 | 277.52平米 | 东 南 西 北 | 精装 | 低楼层(共3层) | 2014年建 | 板楼,15人关注 / 2个月以前发布,535,"19,278元/平"
潮白河孔雀城悦园精装修边户采光视野好位置好,潮白河孔雀城悦园 -潮白商圈,6室3厅 | 252.29平米 | 南 北 | 精装 | 低楼层(共3层) | 2012年建 | 板楼,7人关注 / 1个月以前发布,585,"23,188元/平"
郎岩斌介绍，悦园全地下室联排别墅，南北通透毛坯房。,潮白河孔雀城悦园 -潮白商圈,4室2厅 | 254.96平米 | 南 北 | 毛坯 | 低楼层(共3层)  | 板楼,1人关注 / 3个月以前发布,500,"19,611元/平"
夏园联排 别墅 房本满二 南北通透,潮白河孔雀城夏园 -潮白商圈,5室3厅 | 243.51平米 | 南 北 | 精装 | 低楼层(共3层) | 2012年建 | 板楼,25人关注 / 7个月以前发布,400,"16,427元/平"
九里一层带花园带下跃南北三居精装修拎包入住随时看房,九里香堤 -首尔甜城商圈,5室2厅 | 98.07平米 | 南 北 | 精装 | 低楼层(共9层)  | 板楼,9人关注 / 2个月以前发布,278,"28,348元/平"
此房房本已经满二，省大税，精装修，南北通透。。,世茂萨拉曼卡一期 -夏垫商圈,3室2厅 | 122.25平米 | 南 北 | 简装 | 低楼层(共4层)  | 板楼,12人关注 / 4个月以前发布,178,"14,561元/平"
大厂潮白河孔雀城华园，精装修边户，房本满二。,潮白河孔雀城华园 -潮白商圈,4室3厅 | 257.96平米 | 南 北 | 精装 | 低楼层(共3层) | 2012年建 | 板楼,28人关注 / 一年前发布,480,"18,608元/平"
五期南北格局，楼层好，视野开阔，采光充足,福城上上城五期 -福成四期商圈,2室1厅 | 80.42平米 | 南 北 | 精装 | 中楼层(共18层) | 2009年建 | 板塔结合,1人关注 / 14天以前发布,90,"11,192元/平"
秀兰左岸小镇  好楼层  无遮挡  靠谱出售,秀兰左岸小镇 -香河,4室1厅 | 132.04平米 | 南 北 | 毛坯 | 中楼层(共27层)  | 板塔结合,1人关注 / 14天以前发布,85,"6,438元/平"
业主诚意出售 满五唯一精装定制装修  采光充足,嘉都 -嘉都商圈,2室1厅 | 89.91平米 | 南 | 精装 | 低楼层(共27层) | 2015年建 | 板塔结合,1人关注 / 11天以前发布,125,"13,903元/平"
萨拉曼卡低密度小区 一梯两户洋房方正两居,世茂萨拉曼卡 -夏垫商圈,2室2厅 | 78.68平米 | 南 北 | 其他 | 高楼层(共18层)  | 板楼,0人关注 / 12天以前发布,82,"10,422元/平"
此房东西北朝向，采光好，落地大，满五唯一,福城上上城五期 -福成四期商圈,2室1厅 | 85.08平米 | 东北 | 精装 | 高楼层(共28层) | 2009年建 | 板塔结合,0人关注 / 12天以前发布,110,"12,930元/平"
此房满五唯一，业主急售，看房方便,福泽颐园 -福成四期商圈,1室1厅 | 69.96平米 | 西南 | 简装 | 低楼层(共32层) | 2007年建 | 板塔结合,0人关注 / 11天以前发布,84,"12,007元/平"
业主诚意出售，自住精装修，看房随时,东方夏威夷南岸二期 -夏威夷商圈,2室1厅 | 88.29平米 | 南 | 精装 | 低楼层(共24层) | 2012年建 | 板楼,1人关注 / 8天以前发布,140,"15,857元/平"
交通便利，出门就是车站，户型设计好三居室低价出售！,白鹭岛漫萍园 -香河,3室1厅 | 90.32平米 | 南 北 | 毛坯 | 25层  | 板塔结合,2人关注 / 13天以前发布,59,"6,533元/平"
华夏奥韵 2室1厅 南,华夏奥韵 -广阳,2室1厅 | 52.75平米 | 南 | 简装 | 高楼层(共18层) | 2010年建 | 板楼,1人关注 / 8天以前发布,65,"12,323元/平"
华夏幸福城朗园 一居室 朝南 精装修,华夏幸福城.朗园 -广阳,1室1厅 | 27.86平米 | 北 | 精装 | 高楼层(共14层)  | 板楼,1人关注 / 6天以前发布,15,"5,385元/平"
满五唯一，忆江南小区，一居室，高楼层，视野好,忆江南 -福成四期商圈,1室1厅 | 49.65平米 | 北 | 精装 | 中楼层(共24层) | 2008年建 | 板楼,1人关注 / 10天以前发布,70,"14,099元/平"
@北京南向一居室，两梯四户，原值高，免个税,@北京 -福成四期商圈,1室1厅 | 53.94平米 | 南 | 简装 | 中楼层(共26层) | 2013年建 | 板塔结合,1人关注 / 9天以前发布,110,"20,394元/平"
中高楼层，南北通透，采光充足视野开阔，精装修。,潮白河孔雀城紫藤园 -潮白商圈,2室2厅 | 88.49平米 | 南 北 | 精装 | 高楼层(共34层) | 2015年建 | 板楼,1人关注 / 13天以前发布,126,"14,239元/平"
大卫城五期东边户南北双通透，精装还未入住，,孔雀城大卫城五期 -固安,2室2厅 | 85.57平米 | 南 北 | 简装 | 中楼层(共22层)  | 板楼,3人关注 / 10天以前发布,85,"9,934元/平"
厂通桥精装四叶草户型，一梯两户，墅质洋房。,玫瑰园 -潮白商圈,4室2厅 | 128.37平米 | 南 北 | 精装 | 高楼层(共6层) | 2018年建 | 板楼,1人关注 / 8天以前发布,268,"20,878元/平"
友谊大桥樱花公园襄颖园东区看河两居室诚意出售。满二,孔雀城襄颖园东区 -潮白商圈,2室1厅 | 79.49平米 | 南 | 毛坯 | 高楼层(共30层) | 2016年建 | 板塔结合,1人关注 / 7天以前发布,102,"12,832元/平"
美林湾潮白观景三阳开泰 全南经典两居 无尾款随时签约,美林湾 -燕顺路西商圈,2室1厅 | 82.18平米 | 南 | 简装 | 中楼层(共34层) | 2010年建 | 板塔结合,0人关注 / 15天以前发布,138,"16,793元/平"
户型方正双通透，精装修，满两年，视野好，采光好,嘉都 -嘉都商圈,2室1厅 | 84.36平米 | 南 北 | 精装 | 中楼层(共33层)  | 板塔结合,7人关注 / 15天以前发布,135,"16,003元/平"
南北向两居室两卫生间中楼层采光好,福城上上城五期 -福成四期商圈,2室1厅 | 100.25平米 | 南 北 | 简装 | 中楼层(共28层) | 2009年建 | 板塔结合,1人关注 / 15天以前发布,145,"14,464元/平"
夏威夷蓝湾南向自住精装两居高楼层采光视野好满五唯一,夏威夷蓝湾 -天洋城4代商圈,2室1厅 | 87.8平米 | 南 | 精装 | 中楼层(共32层) | 2015年建 | 板楼,2人关注 / 8天以前发布,165,"18,793元/平"
北京东近燕郊植物园精装修3居南北通透业主急售急售,中骏四季花都一期 -首尔甜城商圈,3室1厅 | 102平米 | 南 北 | 精装 | 低楼层(共33层) | 2016年建 | 板塔结合,0人关注 / 17天以前发布,205,"20,099元/平"
理想新城，南北通透三居，自住装修，看房随时。,上上城理想新城 -理想新城商圈,3室1厅 | 106.49平米 | 南 北 | 精装 | 低楼层(共28层) | 2016年建 | 板塔结合,1人关注 / 13天以前发布,200,"18,782元/平"
此房满五年唯一，南北通透，户型方正，高楼层，视野好,潮白星光公馆 -东贸潮白商圈,3室1厅 | 121平米 | 南 北 | 精装 | 高楼层(共23层) | 2012年建 | 板楼,0人关注 / 14天以前发布,255,"21,075元/平"
福城上上城六期 3室1厅 南 北,福城上上城六期 -福成四期商圈,3室1厅 | 96.95平米 | 南 北 | 精装 | 中楼层(共28层) | 2013年建 | 板楼,0人关注 / 5天以前发布,162,"16,710元/平"
大卫城二期 2室1厅 南,大卫城二期 -固安,2室1厅 | 85.04平米 | 南 | 简装 | 中楼层(共22层) | 2013年建 | 板塔结合,1人关注 / 7天以前发布,72,"8,467元/平"
106国道绿宸万华城 三居室南北通透明厨明卫 东边户,绿宸万华城 -固安,3室2厅 | 97.75平米 | 南 北 | 简装 | 低楼层(共21层) | 2013年建 | 板塔结合,0人关注 / 6天以前发布,90,"9,208元/平"
绿宸万华城 3室2厅 南 北,绿宸万华城 -固安,3室2厅 | 108.09平米 | 南 北 | 简装 | 中楼层(共11层)  | 板塔结合,0人关注 / 13天以前发布,108,"9,992元/平"
孔雀城英国宫六期 2室2厅 南,孔雀城英国宫六期 -固安,2室2厅 | 86.76平米 | 南 | 精装 | 高楼层(共21层)  | 板楼,0人关注 / 4天以前发布,88,"10,143元/平"
满二年 南北通透两居 精装自住标准 明厨明卫,潮白河孔雀城紫藤园 -潮白商圈,2室1厅 | 89.08平米 | 南 北 | 精装 | 低楼层(共34层) | 2015年建 | 板楼,1人关注 / 5天以前发布,113,"12,686元/平"
五期南院南北精装两居 好位置好楼层 诚意卖价格实惠,福城上上城五期 -福成四期商圈,2室1厅 | 86.02平米 | 南 北 | 精装 | 高楼层(共28层) | 2009年建 | 板塔结合,2人关注 / 7天以前发布,102,"11,858元/平"
林荫大道 3室1厅 东 南 北,林荫大道 -首尔甜城商圈,3室1厅 | 98.14平米 | 东 南 北 | 精装 | 低楼层(共33层) | 2014年建 | 板塔结合,0人关注 / 3天以前发布,192,"19,564元/平"
精装婚房，边户满二，全天采光，随时看房,永定河.孔雀城.剑桥郡郡湾西区 -固安,3室2厅 | 97.6平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,3人关注 / 23天以前发布,152,"15,574元/平"
"中间楼层大三居，满五唯一全款房随时签约,带地下室",学府芳园 -固安,3室2厅 | 129.24平米 | 南 北 | 其他 | 高楼层(共7层)  | 板塔结合,0人关注 / 25天以前发布,110,"8,512元/平"
此房南北通透四居明厨明卫西边户主卧室带拐角飘窗,孔雀城英国宫五期 -固安,4室2厅 | 127.13平米 | 南 北 | 简装 | 低楼层(共29层) | 2015年建 | 板楼,0人关注 / 20天以前发布,135,"10,620元/平"
达观独栋别墅，满五唯一，视野开阔，采光充足,达观别墅 -汇福悦榕湾商圈,4室2厅 | 289.04平米 | 南 北 | 简装 | 3层 | 2012年建 | 板楼 | 联排别墅 ,97人关注 / 8个月以前发布,610,"21,105元/平"
全地下联排 得房率高 南北院子。园区环境好,潮白河孔雀城华园 -潮白商圈,4室2厅 | 268.68平米 | 南 北 | 毛坯 | 低楼层(共3层) | 2011年建 | 板楼,2人关注 / 4个月以前发布,420,"15,632元/平"
华园车库入户边户联排 业主靠谱出售 随时看房,潮白河孔雀城华园 -潮白商圈,5室2厅 | 238.23平米 | 南 北 | 毛坯 | 低楼层(共4层)  | 板楼,3人关注 / 一年前发布,415,"17,421元/平"
房子位置好，房本满二生活购物方便。使用面积450多平,潮白河孔雀城夏园 -潮白商圈,4室2厅 | 263.41平米 | 南 北 | 毛坯 | 低楼层(共4层)  | 板楼,2人关注 / 2个月以前发布,428,"16,249元/平"
大露台 大花园 自带停车位 精装修 边户 三层别墅,富力新城V01区 -香河,4室3厅 | 207.81平米 | 南 西 北 | 精装 | 3层  | 板塔结合 | 联排别墅 ,11人关注 / 1个月以前发布,382,"18,383元/平"
潮白家园三期，门口就是迎宾大道交通便利,孔雀城翠岚园涵碧园 -潮白商圈,2室1厅 | 73.98平米 | 南 | 毛坯 | 高楼层(共28层) | 2017年建 | 板楼,4人关注 / 25天以前发布,82,"11,085元/平"
燕京航城 西北两居室 看房随时满五唯一,燕京航城 -燕京航城商圈,2室1厅 | 78.65平米 | 西北 | 精装 | 中楼层(共33层) | 2010年建 | 板塔结合,1人关注 / 25天以前发布,130,"16,529元/平"
小区环境优美 交通便利 生活配套齐全,孔雀城7.3期悦园 -香河,2室2厅 | 82.11平米 | 南 | 简装 | 28层  | 板塔结合,1人关注 / 26天以前发布,60,"7,308元/平"
福成五期全南两居 户型方正浪费少 满五年 价格实惠,福城上上城五期 -福成四期商圈,2室1厅 | 75.24平米 | 南 | 精装 | 高楼层(共18层) | 2009年建 | 板塔结合,1人关注 / 26天以前发布,100,"13,291元/平"
满五，方正户型，随时签约，南向两居,福城上上城六期 -福成四期商圈,2室1厅 | 75.66平米 | 南 | 精装 | 低楼层(共28层) | 2013年建 | 板楼,0人关注 / 21天以前发布,113,"14,936元/平"
四季花都 精装 两居室 满二年 视野采光好,中骏四季花都一期 -首尔甜城商圈,2室1厅 | 76.68平米 | 东南 | 精装 | 低楼层(共33层) | 2016年建 | 板塔结合,1人关注 / 26天以前发布,150,"19,562元/平"
富力11区 三居室 全天采光 满二年 想不到的视野,富力新城H11区 -香河,3室1厅 | 93.06平米 | 东 南 | 毛坯 | 高楼层(共26层)  | 板塔结合,0人关注 / 21天以前发布,76,"8,167元/平"
电梯洋房，精装未住，家具家电齐全，可拎包入住,紫金华府 -广阳,2室2厅 | 102.8平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,2人关注 / 18天以前发布,128,"12,452元/平"
万华城纯南两居，中间楼层，明厨明卫,绿宸万华城 -固安,2室2厅 | 82.38平米 | 南 | 简装 | 中楼层(共27层) | 2016年建 | 板塔结合,0人关注 / 18天以前发布,82,"9,954元/平"
燕郊  潮白人家  南向两居室  中高楼层  采光充足,潮白人家 -东贸潮白商圈,2室1厅 | 87.95平米 | 南 | 毛坯 | 高楼层(共24层) | 2011年建 | 板楼,1人关注 / 25天以前发布,155,"17,624元/平"
房子是南北通透格局小区环境很好，,潮白河孔雀城雅宸园 -潮白商圈,2室2厅 | 75.04平米 | 南 北 | 简装 | 中楼层(共28层)  | 板塔结合,0人关注 / 24天以前发布,90,"11,994元/平"
采光充足  随时可以看房  位置好中间楼层,嘉都 -嘉都商圈,2室2厅 | 88.98平米 | 南 | 毛坯 | 中楼层(共15层)  | 板塔结合,3人关注 / 19天以前发布,118,"13,262元/平"
星河园南向两居室 精装修 中间楼层,林荫大道 -首尔甜城商圈,2室1厅 | 76.29平米 | 南 | 精装 | 中楼层(共33层) | 2014年建 | 板塔结合,1人关注 / 19天以前发布,140,"18,352元/平"
中高楼层两居室，视野开阔，配套齐全，交通便利,首尔甜城MOBO公寓 -首尔甜城商圈,2室1厅 | 81.92平米 | 西北 | 精装 | 中楼层(共26层) | 2014年建 | 塔楼,0人关注 / 28天以前发布,62.5,"7,630元/平"
九里香堤 三居二卫 全明户型 一梯二户 精装修 诚意卖,九里香堤 -首尔甜城商圈,3室1厅 | 109.16平米 | 南 西 北 | 精装 | 中楼层(共11层) | 2015年建 | 板楼,4人关注 / 29天以前发布,277,"25,376元/平"
德容帝景，通透两居，有钥匙，次顶，随时看房,德荣帝景 -安次,2室1厅 | 88.63平米 | 南 | 精装 | 高楼层(共27层)  | 板塔结合,0人关注 / 28天以前发布,78,"8,801元/平"
金桥嘉苑 南北通透两居，中间楼层，满五唯一，诚心卖,金桥嘉苑 -首尔甜城商圈,2室1厅 | 94.6平米 | 南 北 | 毛坯 | 中楼层(共16层) | 2012年建 | 板塔结合,1人关注 / 29天以前发布,140,"14,800元/平"
此房满五唯一，楼层好，视野宽阔，采光充足,福泽御园 -福成四期商圈,2室2厅 | 82.89平米 | 南 | 简装 | 中楼层(共23层) | 2007年建 | 板塔结合,2人关注 / 24天以前发布,115,"13,874元/平"
