标题,开发商,房子信息,发布信息,售价/万,单价
迎宾C B D，地段好，配套成熟，日常方便，三房办公。,保利中铁·中环广场 -吉阳区,2室1厅 | 42.99平米 | 南 | 简装 | 低楼层(共31层)  | 塔楼,6人关注 / 9个月以前发布,180,"41,871元/平"
翠屏凤凰水城（左岸）42.88平 正规一房 产证满二,翠屏·凤凰水城 -天涯区,1室1厅 | 42.91平米 | 东北 | 精装 | 高楼层(共19层)  | 塔楼,11人关注 / 6个月以前发布,145,"33,792元/平"
主城区春光路怡景湾小区生活方便，楼层好，视野好,怡景湾 -吉阳区,2室1厅 | 83.25平米 | 东北 | 精装 | 中楼层(共18层)  | 板楼,14人关注 / 一年前发布,208,"24,985元/平"
卓达二期南向两房，高楼层视野好，配套成熟，生活方便,卓达东方巴哈马 -吉阳区,2室1厅 | 76.69平米 | 西南 | 简装 | 高楼层(共23层)  | 板塔结合,11人关注 / 11个月以前发布,232,"30,252元/平"
万科湖畔三期70年产权住宅，把边户南北通透,万科湖畔度假公园 -吉阳区,2室1厅 | 90.94平米 | 南 北 | 精装 | 低楼层(共24层)  | 板塔结合,10人关注 / 8个月以前发布,270,"29,690元/平"
我们卖的是房子，你买走的才是家,双大山湖湾 -吉阳区,1室1厅 | 57.16平米 | 南 | 简装 | 中楼层(共22层)  | 板楼,10人关注 / 一年前发布,167,"29,217元/平"
三亚迎宾路 中铁城 悠岚湖 64平2房 产证满二,中铁城·悠岚湖 -吉阳区,2室1厅 | 61.44平米 | 南 北 | 精装 | 低楼层(共25层)  | 板楼,19人关注 / 一年前发布,180,"29,297元/平"
三亚市三亚湾毛坯三房 可以按照自己的装修风格装修,兰海花园二期 -天涯区,3室1厅 | 131平米 | 西北 | 毛坯 | 低楼层(共27层)  | 板塔结合,33人关注 / 一年前发布,425,"32,443元/平"
外贸路  盛京金碧苑  大两房出售  房本满五年,盛京金碧苑 -天涯区,2室1厅 | 101.59平米 | 南 | 精装 | 中楼层(共9层)  | 板楼,43人关注 / 一年前发布,240,"23,625元/平"
通透格局，视野宽阔，采光充足，设备齐全交通便利,凤凰水城凤凰湾 -天涯区,2室2厅 | 94平米 | 南 | 简装 | 低楼层(共22层)  | 板楼,25人关注 / 一年前发布,300,"31,915元/平"
小户型 高楼层 视野好 总价低 环境好,和泓·假日阳光 -吉阳区,2室1厅 | 62.65平米 | 东 | 精装 | 高楼层(共30层)  | 塔楼,30人关注 / 一年前发布,155,"24,741元/平"
品质小区，房本满二，正规两房两厅两卫,半山半岛 -吉阳区,2室2厅 | 128.21平米 | 南 | 精装 | 低楼层(共25层)  | 板楼,107人关注 / 一年前发布,430,"33,539元/平"
洋房底跃带院子，环境好，离海近，适合度假养老,凤凰水城南岸 -天涯区,4室2厅 | 186平米 | 南 | 精装 | 低楼层(共4层)  | 暂无数据,74人关注 / 一年前发布,550,"29,570元/平"
配套齐全 双农贸市场 低总价66平米两房,圣煜花园 -天涯区,2室1厅 | 66平米 | 东南 | 简装 | 高楼层(共8层)  | 塔楼,54人关注 / 一年前发布,140,"21,213元/平"
小区比较新的房源，大面积，空间宽,兰海滨河城市花园二区 -吉阳区,2室2厅 | 102平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,15人关注 / 10个月以前发布,285,"27,942元/平"
三亚湾 海景三房两卫，船形大阳台！,珠江·俪豪 -天涯区,3室2厅 | 137.76平米 | 东南 南 | 精装 | 中楼层(共28层)  | 塔楼,5人关注 / 8个月以前发布,495,"35,933元/平"
小户型，低总价，适合刚需，度假住宅。,永茂荔枝花园 -吉阳区,1室1厅 | 54.52平米 | 南 | 简装 | 中楼层(共16层)  | 塔楼,54人关注 / 一年前发布,152,"27,880元/平"
叠拼别墅 位置好 上下2层 带院子 挑高8米,万科森林度假公园 -吉阳区,2室2厅 | 94.36平米 | 南 | 精装 | 低楼层(共2层)  | 暂无数据,65人关注 / 一年前发布,380,"40,272元/平"
海景河景都可看，酒店式管理 公寓式 度假好盘,中铁黎客国际酒店 -天涯区,1室0厅 | 57.17平米 | 东北 | 简装 | 高楼层(共27层)  | 板塔结合,2人关注 / 一年前发布,153,"26,763元/平"
三亚 泰和公寓 91.38平  产证满五唯一 160万 步梯,泰和公寓 -天涯区,2室1厅 | 91.38平米 | 南 | 简装 | 低楼层(共3层)  | 暂无数据,15人关注 / 8个月以前发布,160,"17,510元/平"
山屿湖花园小区，一梯两户洋房，南北通透，看湖景观好,山屿湖 -吉阳区,4室1厅 | 130平米 | 南 北 | 简装 | 高楼层(共7层)  | 暂无数据,18人关注 / 一年前发布,600,"46,154元/平"
三亚湾酒店公寓丽禾温德姆酒店两房出售,三亚丽禾温德姆产权酒店 -天涯区,2室2厅 | 129.53平米 | 西南 | 精装 | 中楼层(共16层)  | 板楼,6人关注 / 一年前发布,345,"26,635元/平"
高楼层 景观好 通风采光好 小区环境好,鹿港溪山 -吉阳区,1室1厅 | 58平米 | 南 | 精装 | 高楼层(共21层)  | 板塔结合,3人关注 / 8个月以前发布,198,"34,138元/平"
吉阳区迎宾路鸿坤山海墅两房，高楼层视野好,鸿坤山海墅 -吉阳区,3室2厅 | 64平米 | 西南 | 精装 | 高楼层(共26层)  | 板楼,19人关注 / 一年前发布,240,"37,500元/平"
凤凰路上满五唯一，新装修交通便利,三永凤凰城 -吉阳区,3室2厅 | 127.7平米 | 东南 | 精装 | 中楼层(共15层)  | 暂无数据,13人关注 / 10个月以前发布,376,"29,445元/平"
高品质住宅小区，小户型，总价低,万科森林度假公园 -吉阳区,1室0厅 | 37平米 | 南 | 精装 | 高楼层(共16层)  | 暂无数据,57人关注 / 一年前发布,80,"21,622元/平"
大东海片区  正规一房一厅+阁楼 总价低 生活方便,半山雅苑 -吉阳区,1室1厅 | 50平米 | 北 | 简装 | 高楼层(共7层)  | 板塔结合,20人关注 / 一年前发布,95,"19,000元/平"
三亚星域  好户型 大阳台  总价低 3房,三亚·星域（二期） -吉阳区,3室2厅 | 83.88平米 | 北 | 精装 | 低楼层(共25层)  | 暂无数据,13人关注 / 10个月以前发布,260,"30,997元/平"
高楼层，视野宽阔，采光充足，配套设施齐全，交通便利,凤凰水城红树湾 -天涯区,2室1厅 | 70.64平米 | 东北 | 精装 | 中楼层(共28层)  | 暂无数据,18人关注 / 11个月以前发布,215,"30,437元/平"
三亚湾碧海蓝天，127平三房两卫，配套成熟生活方便,碧海蓝天一期 -天涯区,3室1厅 | 129.39平米 | 西南 | 简装 | 低楼层(共24层)  | 板塔结合,58人关注 / 一年前发布,330,"25,505元/平"
小户型 边户 看房方便 产证满二,君和君泰 -吉阳区,2室1厅 | 67.8平米 | 北 | 精装 | 低楼层(共32层)  | 板塔结合,12人关注 / 10个月以前发布,185,"27,287元/平"
位于吉阳区大东海榆亚路9号，生活便利。,候鸟屋小区 -吉阳区,2室1厅 | 77.41平米 | 西 | 精装 | 中楼层(共17层)  | 暂无数据,12人关注 / 11个月以前发布,185,"23,899元/平"
椰梦长廊三亚湾翠海椰晖，高楼层视野好，采光好,翠海椰晖 -天涯区,2室0厅 | 65.13平米 | 东北 | 简装 | 高楼层(共16层)  | 板塔结合,22人关注 / 一年前发布,166,"25,488元/平"
三亚市区 明星楼盘 可看远海 出行便利 生活方便,凤凰水城红树湾 -天涯区,2室2厅 | 99.44平米 | 西南 | 简装 | 低楼层(共28层)  | 暂无数据,2人关注 / 8个月以前发布,330,"33,186元/平"
主城区次新小区鹿港溪山小区高楼层，小两房,鹿港溪山 -吉阳区,2室1厅 | 54.83平米 | 东北 | 精装 | 中楼层(共30层)  | 板塔结合,20人关注 / 7个月以前发布,160,"29,182元/平"
开间户型，楼层好，视野宽阔，采光充足，交通便利,三亚湾红树林度假世界 -天涯区,1室1厅 | 61.18平米 | 南 | 简装 | 中楼层(共21层)  | 暂无数据,2人关注 / 一年前发布,170,"27,787元/平"
三亚迎宾路，花园小区，品质好，绿化高，适合度假,清平樂 -吉阳区,3室2厅 | 96平米 | 南 | 精装 | 高楼层(共16层)  | 暂无数据,13人关注 / 11个月以前发布,245,"25,521元/平"
美丽新海岸（兰海五期）99平两房，离海边近，环境好,美丽新海岸 -天涯区,2室2厅 | 99.3平米 | 东南 | 简装 | 低楼层(共21层)  | 板塔结合,37人关注 / 一年前发布,280,"28,198元/平"
万科森林开间小户型，大型社区，环境好，物业管理好,万科森林度假公园 -吉阳区,1室0厅 | 36.52平米 | 东北 | 简装 | 低楼层(共16层)  | 暂无数据,5人关注 / 一年前发布,80,"21,906元/平"
和泓假日阳光小户型 高楼层采光好 满五唯一税少,和泓·假日阳光 -吉阳区,1室0厅 | 35.72平米 | 南 | 简装 | 高楼层(共30层)  | 塔楼,4人关注 / 一年前发布,98,"27,436元/平"
国色天香开间   精装修  朝南香 诚意出售。,国色天香花园 -吉阳区,1室1厅 | 47.19平米 | 东南 | 简装 | 高楼层(共15层)  | 板塔结合,1人关注 / 1个月以前发布,119,"25,218元/平"
三亚市 富春山居 二房一厅一厨一卫 装修好拎包入住,三亚·富春山居 -吉阳区,2室1厅 | 83.35平米 | 南 | 精装 | 高楼层(共7层)  | 暂无数据,55人关注 / 一年前发布,209,"25,075元/平"
都市人的桃源梦，一个心情盛开的地方,万科森林度假公园 -吉阳区,2室2厅 | 70平米 | 东 | 精装 | 低楼层(共2层)  | 暂无数据,30人关注 / 一年前发布,360,"51,429元/平"
三亚市区 一房 拎包入住 满五唯一 税费低,擎天半岛 -天涯区,1室0厅 | 31平米 | 南 北 | 简装 | 高楼层(共30层)  | 塔楼,137人关注 / 一年前发布,87,"28,065元/平"
三亚湾 碧海蓝天 您的不二选择 欢迎您的咨询,碧海蓝天三期 -天涯区,2室1厅 | 68.35平米 | 南 北 | 简装 | 低楼层(共33层)  | 板楼,6人关注 / 一年前发布,235,"34,382元/平"
满五唯一，高楼层，视野宽阔，二线海景。,海天荟源 -吉阳区,2室1厅 | 81平米 | 南 北 | 简装 | 高楼层(共18层)  | 板塔结合,5人关注 / 一年前发布,240,"29,630元/平"
三亚市区 怡景湾二房一卫 拎包入住,怡景湾 -吉阳区,2室2厅 | 89.5平米 | 南 北 | 简装 | 高楼层(共18层)  | 板楼,20人关注 / 一年前发布,255,"28,492元/平"
无抵押 总价低 好出租 生活便利,临海大厦 -吉阳区,1室0厅 | 53.5平米 | 北 | 简装 | 中楼层(共16层)  | 板塔结合,17人关注 / 9个月以前发布,68,"12,711元/平"
万科湖畔度假公园  两居室 视野宽阔  看房方便,万科湖畔度假公园 -吉阳区,2室2厅 | 38.69平米 | 北 | 精装 | 低楼层(共11层)  | 塔楼,14人关注 / 11个月以前发布,140,"36,186元/平"
loft，可用面积多，满五唯一税费低。,衍宏山水翠景 -天涯区,1室1厅 | 50.2平米 | 东 | 简装 | 中楼层(共11层)  | 板楼,0人关注 / 9天以前发布,122,"24,303元/平"
三亚市区沿河大盘凤凰水城红树湾大三房 通透户型,凤凰水城红树湾 -天涯区,3室2厅 | 129.46平米 | 南 北 | 简装 | 低楼层(共28层)  | 暂无数据,9人关注 / 8个月以前发布,390,"30,126元/平"
三亚迎宾路中段次新小区鸿坤山海墅 产证满二,鸿坤山海墅 -吉阳区,2室1厅 | 60.72平米 | 南 | 精装 | 中楼层(共26层)  | 板楼,6人关注 / 9个月以前发布,197,"32,445元/平"
优质别墅附加小院 品质加保障 美景尽收 适宜居住,万科森林度假公园 -吉阳区,3室2厅 | 67.46平米 | 南 | 精装 | 低楼层(共3层)  | 暂无数据,26人关注 / 6个月以前发布,440,"65,224元/平"
毗 邻市人民医院 70平一室一厅 可办公可居住 看房方便,衍宏现代城 -天涯区,1室1厅 | 70.45平米 | 南 | 简装 | 高楼层(共20层)  | 板塔结合,58人关注 / 一年前发布,140,"19,873元/平"
三亚迎宾路中段三亚小院带花园别墅,三亚小院 -吉阳区,5室3厅 | 112.3平米 | 南 | 精装 | 下叠(共3层)  | 板楼 | 叠拼别墅 ,90人关注 / 一年前发布,700,"62,334元/平"
万科森林5期  独栋别墅 带车位 次新房,万科森林度假公园 -吉阳区,4室3厅 | 90.27平米 | 南 | 精装 | 低楼层(共3层)  | 暂无数据,36人关注 / 一年前发布,950,"105,240元/平"
三亚市区凤凰湾 别墅 生活便利 欢迎咨询,凤凰水城凤凰湾 -天涯区,5室2厅 | 250.9平米 | 南 | 精装 | 3层  | 暂无数据 | 联排别墅 ,1人关注 / 13天以前发布,1300,"51,814元/平"
此房满二唯一 小区品质高 位置好,香醍25度 -天涯区,3室1厅 | 74.65平米 | 南 | 精装 | 中楼层(共18层)  | 板塔结合,0人关注 / 4天以前发布,258,"34,562元/平"
正规两房，上下 两层，房间利用率高,万科湖畔度假公园 -吉阳区,3室2厅 | 55平米 | 南 | 精装 | 中楼层(共11层)  | 塔楼,1人关注 / 11天以前发布,230,"41,819元/平"
三亚CBD商务区 交通便利 配套成熟,保利中铁·中环广场 -吉阳区,3室1厅 | 69.82平米 | 西北 | 简装 | 中楼层(共19层)  | 塔楼,27人关注 / 11个月以前发布,175,"25,065元/平"
楼层好，视野宽阔，采光充足，业主诚心出售，看房方便,华庭天下 -天涯区,2室1厅 | 82.49平米 | 西北 | 简装 | 高楼层(共25层)  | 板楼,13人关注 / 一年前发布,230,"27,883元/平"
酒店式管理视野好通风好 多套出售 真实有效,中铁黎客国际酒店 -天涯区,1室1厅 | 86.1平米 | 东南 北 | 简装 | 中楼层(共27层)  | 板塔结合,3人关注 / 一年前发布,218,"25,320元/平"
三亚市天涯区凤凰路经典小户型。,美丽春天 -天涯区,1室0厅 | 45.64平米 | 西南 | 简装 | 中楼层(共7层)  | 板塔结合,31人关注 / 6个月以前发布,56,"12,270元/平"
山水晴湾75平两房 河东路成熟商圈 单价一万七 手慢无,山水晴湾 -吉阳区,2室1厅 | 75.01平米 | 南 | 简装 | 中楼层(共13层)  | 板塔结合,67人关注 / 一年前发布,128,"17,065元/平"
看海，全新装修，刷卡入户配套设施丰富，高楼层,名城假日广场 -天涯区,2室1厅 | 56.04平米 | 东南 南 | 精装 | 高楼层(共20层)  | 板楼,24人关注 / 10个月以前发布,160,"28,552元/平"
万科开发商，生活便利，精装修，次新小区,万科湖畔度假公园 -吉阳区,2室1厅 | 76.84平米 | 西南 | 精装 | 低楼层(共24层)  | 暂无数据,5人关注 / 9个月以前发布,190,"24,727元/平"
卓达热带雨林椰风苑，经典两房，低楼层，适合老人居住,卓达热带雨林椰风苑 -吉阳区,2室1厅 | 84.51平米 | 南 北 | 简装 | 低楼层(共6层)  | 板塔结合,41人关注 / 一年前发布,195,"23,075元/平"
凤凰水城南岸洋房，边户三面采光，户型方正，通透,凤凰水城南岸 -天涯区,2室2厅 | 82.53平米 | 西南 | 精装 | 中楼层(共4层)  | 暂无数据,5人关注 / 8个月以前发布,300,"36,351元/平"
三亚65平两房一卫，185万，小区环境好,凤凰华庭 -吉阳区,2室2厅 | 64.72平米 | 北 | 精装 | 中楼层(共17层)  | 板塔结合,10人关注 / 一年前发布,180,"27,813元/平"
卓达热带雨林椰风苑 2室2厅 南,卓达热带雨林椰风苑 -吉阳区,2室2厅 | 91.17平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,3人关注 / 2个月以前发布,198,"21,718元/平"
红沙金棕榈小区，看海小户型，老城区生活方便,金棕榈 -吉阳区,1室0厅 | 42.28平米 | 南 | 精装 | 高楼层(共15层)  | 塔楼,61人关注 / 一年前发布,103,"24,362元/平"
高楼层 采光充足 视野好 看山看河,鸿洲·天玺 -天涯区,2室2厅 | 92.77平米 | 南 | 精装 | 中楼层(共30层)  | 塔楼,15人关注 / 8个月以前发布,336,"36,219元/平"
万科森林住宅 一房 房本满五唯一 诚意出售,万科森林度假公园 -吉阳区,1室0厅 | 36.94平米 | 南 | 精装 | 低楼层(共14层)  | 暂无数据,52人关注 / 11个月以前发布,73,"19,762元/平"
美丽之冠汇丰国际两房住宅，房屋全新，家具齐全。,汇丰国际 -吉阳区,2室2厅 | 89.91平米 | 东南 | 精装 | 中楼层(共19层)  | 板塔结合,0人关注 / 9个月以前发布,380,"42,265元/平"
万科湖畔迎宾路中段两房住宅 低价出售,万科湖畔度假公园 -吉阳区,2室2厅 | 65.37平米 | 西北 | 精装 | 低楼层(共21层)  | 板塔结合,79人关注 / 9个月以前发布,165,"25,241元/平"
三亚市内吉阳区 两房住宅 通透户型 房本满二,棕榈滩 -吉阳区,2室2厅 | 88.41平米 | 东 西 | 简装 | 高楼层(共26层)  | 板楼,7人关注 / 5个月以前发布,248,"28,052元/平"
天涯老城区C位地段港湾公寓经典小户型,港湾公寓 -天涯区,1室0厅 | 33.11平米 | 东南 | 简装 | 低楼层(共13层)  | 塔楼,41人关注 / 一年前发布,68,"20,538元/平"
天涯区市区 中铁黎客 可看公园景观 大开间,中铁黎客国际酒店 -天涯区,1室1厅 | 71.5平米 | 西南 东北 | 精装 | 中楼层(共27层)  | 板塔结合,9人关注 / 6个月以前发布,120,"16,784元/平"
三亚吉阳区东岸湿地公园旁边两室一厅,海韵假日 -吉阳区,2室2厅 | 78.59平米 | 西南 | 精装 | 低楼层(共17层)  | 板楼,23人关注 / 一年前发布,215,"27,358元/平"
汇丰国际91平两房 产证满五唯一 精装修 看房方便,汇丰国际 -吉阳区,2室2厅 | 91.22平米 | 西北 | 精装 | 中楼层(共10层)  | 板塔结合,6人关注 / 9个月以前发布,237,"25,982元/平"
和泓假日阳光 真实房源  优质房源 ，看房随时,和泓·假日阳光 -吉阳区,1室1厅 | 35.81平米 | 北 | 精装 | 低楼层(共30层)  | 塔楼,31人关注 / 一年前发布,78,"21,782元/平"
精装一楼自带40平米的私密院子,万科湖畔度假公园 -吉阳区,2室1厅 | 64.78平米 | 西南 | 精装 | 低楼层(共12层)  | 板塔结合,17人关注 / 6个月以前发布,230,"35,505元/平"
海棠湾海岸片区70年产权，板楼，可看海，随时看房,海棠中央 -海棠湾,2室1厅 | 81.78平米 | 南 北 | 精装 | 高楼层(共31层)  | 板楼,14人关注 / 一年前发布,430,"52,581元/平"
迎宾路小户型 高楼层 总价低 不挡光,鸿坤山海墅 -吉阳区,1室1厅 | 43.2平米 | 西南 | 精装 | 中楼层(共26层)  | 板塔结合,8人关注 / 一年前发布,115,"26,621元/平"
三亚市区，独栋别墅，精装修，拎包入住，得房率高。,万科森林度假公园 -吉阳区,3室1厅 | 146.96平米 | 东南 南 | 精装 | 低楼层(共3层)  | 暂无数据,149人关注 / 一年前发布,598,"40,692元/平"
三亚湾海坡度假区精装三房 产证满二,鲁能三亚湾美丽五区 -天涯区,3室1厅 | 96.15平米 | 南 | 精装 | 中楼层(共17层)  | 暂无数据,1人关注 / 1个月以前发布,355,"36,922元/平"
小区位置好，装修新，看房方便，,衍宏现代城 -天涯区,3室1厅 | 114.08平米 | 西 | 简装 | 低楼层(共20层)  | 板塔结合,4人关注 / 一年前发布,230,"20,162元/平"
三亚大东海片区，大平层住宅，成熟商圈，业主诚意出售,华豫苑 -吉阳区,5室0厅 | 149.11平米 | 南 北 | 简装 | 中楼层(共13层)  | 板楼,45人关注 / 一年前发布,285,"19,114元/平"
解放四路瑞海锦苑小区距离三亚湾500米，生活方便,瑞海锦苑 -天涯区,3室2厅 | 143.18平米 | 南 北 | 简装 | 中楼层(共17层)  | 板塔结合,8人关注 / 一年前发布,430,"30,033元/平"
榆林湾上游正规三房一卫产证满二 高层72平加30平,水三千 -吉阳区,3室2厅 | 72.84平米 | 西北 | 简装 | 高楼层(共30层)  | 塔楼,5人关注 / 8个月以前发布,230,"31,577元/平"
万科开发大型小区万科森林叠拼别墅三房三卫,万科森林度假公园 -吉阳区,3室2厅 | 94.17平米 | 南 北 | 精装 | 低楼层(共3层)  | 暂无数据,31人关注 / 一年前发布,395,"41,946元/平"
商品街商圈边户大三房 高楼层通透户型,祥瑞豪庭 -吉阳区,3室2厅 | 137.01平米 | 南 | 精装 | 高楼层(共17层)  | 板塔结合,15人关注 / 7个月以前发布,330,"24,086元/平"
此房是楼梯房，顶楼，距离海边200米，小孩子上学方便,茶叶公司住宅小区 -天涯区,4室2厅 | 117.26平米 | 南 北 | 精装 | 高楼层(共9层)  | 暂无数据,80人关注 / 一年前发布,280,"23,879元/平"
南北通透，*大平层，房源满五，诚心出售,瑞海花园 -吉阳区,4室2厅 | 151.94平米 | 东 南 北 | 精装 | 中楼层(共10层)  | 暂无数据,36人关注 / 一年前发布,408,"26,853元/平"
迎宾路CBD商务区金鸡岭山庄花园3居,金鸡岭花园山庄 -吉阳区,3室2厅 | 108.36平米 | 东南 | 精装 | 中楼层(共6层)  | 板塔结合,8人关注 / 8个月以前发布,275,"25,379元/平"
三亚湾近海小区，可看海，居住舒适,兰海花园一期 -天涯区,3室1厅 | 168.28平米 | 东南 南 | 精装 | 低楼层(共18层)  | 塔楼,3人关注 / 7个月以前发布,602,"35,774元/平"
房子满五不唯一，低楼层，相邻三亚湾。,蓝色海岸 -天涯区,1室0厅 | 55.21平米 | 南 | 精装 | 低楼层(共33层)  | 板塔结合,0人关注 / 7天以前发布,160,"28,981元/平"
三亚湾海景大平层 阳台卧室都可看海,金中海蓝钻 -天涯区,3室2厅 | 131.94平米 | 南 | 精装 | 高楼层(共19层)  | 塔楼,19人关注 / 一年前发布,550,"41,686元/平"
三亚湾海景三房 满五唯一 无抵押,昌达雅华香榭 -天涯区,3室1厅 | 98.72平米 | 东南 西南 | 精装 | 中楼层(共12层)  | 板楼,6人关注 / 10个月以前发布,410,"41,532元/平"
三亚养生大盘，低总价就可以买三房,凤凰山居 -吉阳区,3室1厅 | 124.79平米 | 南 北 | 简装 | 中楼层(共17层)  | 板塔结合,44人关注 / 一年前发布,248,"19,874元/平"
万科森林度假公园 低密度 叠拼别墅,万科森林度假公园 -吉阳区,2室2厅 | 79.37平米 | 南 北 | 精装 | 低楼层(共3层)  | 暂无数据,15人关注 / 一年前发布,460,"57,957元/平"
万科二期 LOFT 上下两层 带院子 看房方便,万科湖畔度假公园 -吉阳区,2室1厅 | 44.71平米 | 南 | 精装 | 低楼层(共11层)  | 板楼,51人关注 / 一年前发布,169,"37,800元/平"
迎宾路中段 永福岛两房住宅 通透户型景观好,永福岛 -吉阳区,2室2厅 | 91.91平米 | 东 南 | 精装 | 低楼层(共18层)  | 塔楼,12人关注 / 11个月以前发布,248,"26,983元/平"
二线海景小区，中间楼层，侧面看海,世嘉海景公寓 -天涯区,1室2厅 | 86.87平米 | 东南 | 简装 | 中楼层(共25层)  | 暂无数据,11人关注 / 11个月以前发布,158,"18,189元/平"
户型方正，通透性较好，房间格局合理，视野宽阔,亚太国际会议中心 -天涯区,1室0厅 | 44.08平米 | 北 | 精装 | 高楼层(共5层)  | 暂无数据,29人关注 / 一年前发布,50,"11,344元/平"
三亚市红树林一房 景观效果好 拎包入住,三亚湾红树林度假世界 -天涯区,1室1厅 | 73平米 | 南 东 | 精装 | 高楼层(共22层)  | 暂无数据,14人关注 / 一年前发布,180,"24,658元/平"
南海苑公寓 生活方便 交通便利 近海社区,南海苑公寓 -天涯区,1室1厅 | 60.71平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,1人关注 / 4个月以前发布,144,"23,720元/平"
高档小区，景观好，格局舒适，交通方便,翠屏·凤凰水城 -天涯区,1室1厅 | 42.91平米 | 南 | 精装 | 低楼层(共19层)  | 暂无数据,18人关注 / 8个月以前发布,137,"31,928元/平"
吉阳区正规两居 双卫生间 带露台 万科开发,万科森林度假公园 -吉阳区,2室2厅 | 73.74平米 | 北 | 精装 | 中楼层(共5层)  | 板楼,65人关注 / 一年前发布,198,"26,852元/平"
万科森林度假公园低价优质好房源,万科森林度假公园 -吉阳区,2室1厅 | 71.47平米 | 南 | 精装 | 低楼层(共9层)  | 暂无数据,35人关注 / 一年前发布,155,"21,688元/平"
半山品质小区 业主诚心出售 看房方便,万宝威尼斯蓝湾 -天涯区,3室2厅 | 117.43平米 | 南 北 | 精装 | 低楼层(共12层)  | 板楼,8人关注 / 一年前发布,300,"25,548元/平"
此房满五唯一，配套齐全。三亚商品街热闹区域。总价低,鹭州公寓 -吉阳区,2室1厅 | 65.09平米 | 南 | 精装 | 中楼层(共8层)  | 暂无数据,64人关注 / 8个月以前发布,92,"14,135元/平"
绿地悦澜湾小区小三房，次新小区环境好，总价低,绿地·悦澜湾 -吉阳区,3室1厅 | 83.23平米 | 南 | 精装 | 低楼层(共26层)  | 板塔结合,225人关注 / 一年前发布,207,"24,871元/平"
房子满五不唯一，配套成熟，生活方便。,蓝色海岸 -天涯区,1室1厅 | 55.85平米 | 东南 南 | 精装 | 低楼层(共33层)  | 板塔结合,1人关注 / 7个月以前发布,163,"29,186元/平"
世嘉海景公寓 高层海景 小户型,世嘉海景公寓 -天涯区,1室1厅 | 43.51平米 | 西南 | 简装 | 高楼层(共25层)  | 暂无数据,90人关注 / 一年前发布,77,"17,698元/平"
