标题,开发商,房子信息,发布信息,售价/万,单价
博雅西园 顶层精装修 拎包入住,博雅西园 -马连洼,3室2厅 | 117.97平米 | 南 北 | 精装 | 顶层(共7层) | 2004年建 | 板楼,33人关注 / 12天以前发布,1290,"109,350元/平"
亦庄天宝园四里卡尔生活馆联排别墅,卡尔生活馆 -亦庄,4室2厅 | 268.04平米 | 南 北 | 精装 | 3层 | 2004年建 | 板楼,16人关注 / 16天以前发布,1290,"48,128元/平"
丽水莲花 西南北全明格局三居室 边户 09年 诚心出售,丽水莲花 -广安门,3室2厅 | 139.13平米 | 南 西 北 | 精装 | 中楼层(共19层) | 2009年建 | 板楼,12人关注 / 16天以前发布,1820,"130,813元/平"
商品房 视野开阔 主卧次卧带飘窗,天通苑东一区 -天通苑,3室1厅 | 140.69平米 | 西南 | 精装 | 19层 | 2001年建 | 塔楼,5人关注 / 10天以前发布,529,"37,601元/平"
南北双地铁，满五唯一，南北通透，不临街,DBC加州小镇 -临河里,3室1厅 | 120.96平米 | 北 南 | 精装 | 中楼层(共11层) | 2005年建 | 板楼,2人关注 / 12天以前发布,538,"44,478元/平"
北区三居，满五年唯一，采光视野好，精装修明厨明卫。,运河湾 -武夷花园,3室2厅 | 146.65平米 | 南 北 | 精装 | 中楼层(共18层)  | 板塔结合,5人关注 / 10天以前发布,906,"61,780元/平"
山语城 满五唯一精装修 南北通透 三阳开泰 电梯入户,山语城一区 -丰台其它,3室2厅 | 138.7平米 | 南 北 | 精装 | 低楼层(共6层) | 2013年建 | 板楼,6人关注 / 15天以前发布,570,"41,096元/平"
百旺家苑精装三居中间层诚意出售,百旺家苑 -马连洼,3室2厅 | 139.86平米 | 南 北 | 精装 | 中楼层(共4层) | 2003年建 | 板楼,5人关注 / 12天以前发布,1288,"92,093元/平"
白领家园南北的三居室，一梯两户，高楼层,白领家园 -甘露园,3室1厅 | 141.32平米 | 南 北 | 精装 | 高楼层(共13层) | 2004年建 | 板楼,9人关注 / 9天以前发布,980,"69,347元/平"
逸园新上 满五年唯一，两梯6户，全明三居，甲宅管理,安慧北里逸园 -亚运村,3室2厅 | 139.65平米 | 西南 北 | 精装 | 中楼层(共24层)  | 塔楼,5人关注 / 8天以前发布,976,"69,890元/平"
崇文门 富贵园一区纯商品房 南北通透三居室 小区中间,富贵园一区 -东花市,3室2厅 | 144.8平米 | 南 北 | 精装 | 中楼层(共11层) | 2003年建 | 板塔结合,3人关注 / 9天以前发布,2330,"160,912元/平"
蓬莱公寓东区低楼层平层三居室采光好,蓬莱公寓东区 -北七家,3室2厅 | 131.89平米 | 南 北 | 简装 | 低楼层(共6层) | 2002年建 | 板楼,2人关注 / 12天以前发布,415,"31,466元/平"
程庄路6号院南北三居室，业主诚心出售,程庄路6号院 -五里店,3室1厅 | 68.9平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,4人关注 / 8天以前发布,288,"41,800元/平"
南北通透 三居室 低楼层 看房方便 诚心出售,佳世苑小区 -良乡,3室2厅 | 139.35平米 | 南 北 | 简装 | 底层(共6层) | 2004年建 | 板楼,2人关注 / 8天以前发布,369,"26,481元/平"
