标题,开发商,房子信息,发布信息,售价/万,单价
银隆开元名郡B区 3室2厅 南 北,银隆开元名郡B区 -大学城,3室2厅 | 130.58平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,0人关注 / 14天以前发布,123,"9,420元/平"
带私家露台 养宠物养花烧烤 商品房 有钥匙随时看房,军安住宅小区 -华山路,3室1厅 | 112.86平米 | 南 北 | 简装 | 高楼层(共7层)  | 板楼,2人关注 / 12天以前发布,61,"5,405元/平"
东边医院 西边国际购物广场 伊滨区中轴线上,绿都洛阳府 -伊滨区,3室1厅 | 123平米 | 南 | 毛坯 | 高楼层(共26层)  | 板塔结合,0人关注 / 6天以前发布,120,"9,757元/平"
西工好地段，MOKO1855，环境好，满两年，费用低,MOCO1885 -升龙广场,3室2厅 | 99平米 | 南 北 | 其他 | 高楼层(共31层)  | 板塔结合,0人关注 / 7天以前发布,88,"8,889元/平"
满五年，精装修，朝南观景两居室，业主诚售,泉舜•锦泉苑 -泉舜,2室2厅 | 91平米 | 南 | 精装 | 高楼层(共34层)  | 板塔结合,0人关注 / 18天以前发布,109,"11,979元/平"
洛浦公园 低楼层 养老小舒适三室,九都路33号院小区 -洛浦公园,3室1厅 | 79平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,0人关注 / 11天以前发布,44,"5,570元/平"
九洲城90平方少有三室 实用性高 实心出售，交通方便,九洲城锦园 -玻璃厂,3室1厅 | 90.58平米 | 南 | 毛坯 | 中楼层(共34层)  | 板楼,0人关注 / 16天以前发布,104,"11,482元/平"
中梁 标准三室 价格能谈 无遮挡 看房方便 纯毛坯,中梁壹号院 -龙门高铁站,3室2厅 | 107.59平米 | 南 北 | 毛坯 | 低楼层(共20层)  | 板塔结合,0人关注 / 9天以前发布,128,"11,898元/平"
恒大绿洲新房 108平三室 南北通透户型 满两年,恒大绿洲·天第 -恒大绿洲,3室2厅 | 108.5平米 | 南 北 | 其他 | 低楼层(共49层)  | 板塔结合,0人关注 / 13天以前发布,102,"9,401元/平"
满二房源，观景房，房东诚心出售,君河湾 -下园,3室2厅 | 143.83平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 板塔结合,0人关注 / 9天以前发布,140,"9,734元/平"
业主诚心出售万达旁边精装修电梯双气好房,世纪华阳 -万达广场,2室2厅 | 91.74平米 | 南 | 精装 | 中楼层(共31层)  | 板塔结合,0人关注 / 1个月以前发布,125,"13,626元/平"
花园式洋房，精装修，满5年，光线好,东方今典境界 -新区体育场,3室2厅 | 132.1平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,37人关注 / 一年前发布,192,"14,535元/平"
洛龙区，高铁站精品小区，出行方便毛坯房，随意装。,建业龙城东区 -洛龙区,3室2厅 | 141.47平米 | 南 北 | 毛坯 | 低楼层(共32层)  | 板楼,5人关注 / 5个月以前发布,188,"13,290元/平"
市政旁 精装三室 位置优越 配套完善！诚心出售,帝都国际城东区 -市政府,3室2厅 | 115.23平米 | 南 | 精装 | 中楼层(共26层)  | 板楼,0人关注 / 1个月以前发布,104,"9,026元/平"
满五唯一省税费 产权清晰无贷款 随时过户,恒大绿洲东区 -恒大绿洲,3室2厅 | 136.71平米 | 南 | 精装 | 高楼层(共32层)  | 板塔结合,1人关注 / 一年前发布,116,"8,486元/平"
半岛明珠  三居室价格低地铁口，三大公园实心卖,半岛明珠二期 -新区体育场,3室2厅 | 122平米 | 南 北 | 简装 | 高楼层(共29层)  | 板楼,0人关注 / 1个月以前发布,135,"11,066元/平"
九都路报社家属院，双气满五临洛浦公园 简装得房率高,报社家属院 -西关,3室2厅 | 110平米 | 南 | 简装 | 高楼层(共7层)  | 塔楼,1人关注 / 2个月以前发布,64,"5,819元/平"
龙门大道旁三室位置好 好楼层好 单价低可贷款随时看房,帝都国际城东区 -市政府,3室1厅 | 115.23平米 | 南 | 精装 | 高楼层(共26层)  | 板楼,0人关注 / 1个月以前发布,99.5,"8,635元/平"
大学城水木菁华  119万中高楼层 观景三室房东诚心出售,水木箐华 -新区体育场,3室2厅 | 135.94平米 | 南 北 | 毛坯 | 高楼层(共28层)  | 板塔结合,3人关注 / 3个月以前发布,119,"8,754元/平"
洋房社区 高绿化 有钥匙 随时看房,东陌映像 -关林,3室2厅 | 130.91平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 板塔结合,3人关注 / 6个月以前发布,165,"12,605元/平"
民族路2010年社区，3楼，双气户型方正，带个储藏间,区委家属院 -东花坛,3室1厅 | 133.41平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,86,"6,447元/平"
建业龙城 精装三室有车位 好楼层 满两年 全明户型,建业龙城北区 -洛龙区,3室2厅 | 126.1平米 | 南 北 | 精装 | 中楼层(共31层)  | 板楼,2人关注 / 1个月以前发布,178,"14,116元/平"
开元壹号瑞景苑  南北通风 好楼层 产权清晰,开元壹号瑞境苑 -关林,4室2厅 | 135.37平米 | 南 | 毛坯 | 中楼层(共33层)  | 板楼,16人关注 / 4个月以前发布,120,"8,865元/平"
大三室简装修满二年尊享空中花园,康城尚座 -开元湖,3室2厅 | 135.81平米 | 西 北 | 简装 | 低楼层(共30层)  | 塔楼,11人关注 / 4个月以前发布,113,"8,321元/平"
纱厂路全明户型那北通透大三室。,军龙苑 -纱厂路,3室1厅 | 99.79平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,16人关注 / 6个月以前发布,58,"5,813元/平"
鹏祥小区 精装三室 二楼双气 满五年 诚心出售,鹏祥小区东区 -纱厂路,3室2厅 | 96.61平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,67,"6,936元/平"
开元名郡 通透2房 电梯洋房 精装满2,银隆开元名郡B区 -大学城,2室2厅 | 89.31平米 | 南 北 | 精装 | 高楼层(共11层)  | 板塔结合,1人关注 / 2个月以前发布,100,"11,197元/平"
中泰世纪花城，精装三室两卫，满二，业主诚心出售,中泰世纪花城 -南昌路,3室2厅 | 140.89平米 | 南 | 精装 | 中楼层(共11层)  | 板塔结合,5人关注 / 5个月以前发布,125,"8,873元/平"
准电梯房  毛坯大四室 满两年 可贷款 房东急售,滨河新村 -高新区,4室2厅 | 168.26平米 | 南 北 | 毛坯 | 高楼层(共8层)  | 板楼,28人关注 / 6个月以前发布,102,"6,063元/平"
南昌路低物业费 一楼带花园购物方便,石化家属院新区 -南昌路,3室2厅 | 96平米 | 南 | 简装 | 低楼层(共7层)  | 板楼,3人关注 / 2个月以前发布,93,"9,688元/平"
满五唯一  古都天玺 三室 两厅 新装修 好楼层,古都天玺 -南关,3室2厅 | 105平米 | 南 | 精装 | 中楼层(共41层)  | 板塔结合,0人关注 / 2个月以前发布,106,"10,096元/平"
体育场洛浦公园旁中和花园大三室交通便利购物方便,中和花园 -新区体育场,3室2厅 | 143.98平米 | 南 | 简装 | 低楼层(共31层)  | 板塔结合,6人关注 / 一年前发布,108,"7,502元/平"
兴洛湖旁 地铁口建业龙城 下沉式庭院 毫装三室,建业龙城北区 -洛龙区,3室2厅 | 129.22平米 | 南 北 | 精装 | 中楼层(共32层)  | 板楼,1人关注 / 1个月以前发布,188,"14,549元/平"
商品房 观景 户型方正 手续齐全 三室双卫 随时过户,升龙广场C区 -升龙广场,3室2厅 | 139.14平米 | 南 北 | 简装 | 低楼层(共34层)  | 板塔结合,11人关注 / 6个月以前发布,113,"8,122元/平"
西工核、心商圈，三区交汇处，交通便利 可以看河,隆安·上阳华府 -行署路,3室2厅 | 147平米 | 南 北 | 简装 | 中楼层(共30层)  | 板楼,0人关注 / 2个月以前发布,125,"8,504元/平"
旭辉旁 双气 步梯 低楼层 大三室 首付16万,春都路244号院 -纱厂路,3室2厅 | 120平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,0人关注 / 8个月以前发布,80,"6,667元/平"
看房方便，急售 二楼 楼层好 出入方便  物业低,关圣街3号院 -关林,3室2厅 | 109.3平米 | 东 西 | 简装 | 低楼层(共6层)  | 板楼,7人关注 / 4个月以前发布,65,"5,947元/平"
"一楼,一楼,一楼,适合各个年龄人居住.",古仓街9号 -老集,3室1厅 | 85平米 | 南 北 | 简装 | 低楼层(共6层)  | 暂无数据,7人关注 / 4个月以前发布,55,"6,471元/平"
实验小旁 在水一方 业主急售 大四室,天元在水一方 -市政府,4室2厅 | 196.62平米 | 南 北 | 精装 | 低楼层(共23层)  | 板塔结合,1人关注 / 3个月以前发布,189,"9,613元/平"
一楼20平花园 户型方正 采光通风佳 黎明学旁 交通便利,103中建二局家属院 -纱厂路,2室1厅 | 58.08平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,1人关注 / 2个月以前发布,44,"7,576元/平"
繁华珠江路上的一抹静谧。小区安静，中间楼层采光好。,洛铜铜兴小区北区 -珠江路,2室2厅 | 68平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,2人关注 / 一年前发布,48,"7,059元/平"
洛浦公园低楼层丨双气大3居丨单价仅6XXX  双 区,七一路17号院 -洛浦公园,3室2厅 | 107.46平米 | 南 | 简装 | 中楼层(共7层)  | 板楼,19人关注 / 8个月以前发布,63.5,"5,910元/平"
南昌路 大型社区 中间层两室 满两年省税 随时看房,南苑小区 -高新区,2室2厅 | 70.26平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,2人关注 / 一年前发布,43,"6,121元/平"
明堂景区旁，精精装修，户型方正，南北通透，拎包入住,九洲城锦园 -玻璃厂,3室2厅 | 117.23平米 | 南 北 | 精装 | 高楼层(共34层)  | 板楼,2人关注 / 2个月以前发布,139,"11,858元/平"
高铁站地铁口直观兴落湖公园三室两厅高楼层景观房,建业龙城东区 -洛龙区,3室2厅 | 132.21平米 | 南 北 | 毛坯 | 高楼层(共32层)  | 板楼,21人关注 / 8个月以前发布,160,"12,102元/平"
一楼阳光充足 全套家具电器 门口小菜园 停车方便,锦绣园小区 -高新区,2室1厅 | 65.37平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,1人关注 / 20天以前发布,39.8,"6,089元/平"
洋房社区|精装三室|河景房|满五唯一|诚心出售看房方便,东方今典境界 -新区体育场,3室2厅 | 139.89平米 | 南 | 精装 | 低楼层(共26层)  | 板塔结合,1人关注 / 1个月以前发布,175,"12,510元/平"
一楼带花园洋房，南北双入户，花园面积100平有余,东方今典花样年华 -新区体育场,3室2厅 | 170.89平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,4人关注 / 4个月以前发布,305,"17,848元/平"
市政府 园林小区 两室一楼带花园,路劲世府名邸 -市政府,2室2厅 | 109.41平米 | 南 | 简装 | 低楼层(共18层)  | 板楼,0人关注 / 25天以前发布,130,"11,882元/平"
中梁壹号院 标准三室 南北通透 满二 纯毛坯 全天采光,中梁壹号院 -龙门高铁站,3室2厅 | 107.73平米 | 南 北 | 毛坯 | 低楼层(共20层)  | 板楼,0人关注 / 23天以前发布,125,"11,604元/平"
盛唐精装观景三室  业主诚心出售  随时看房,金泰盛唐至尊 -新区体育场,3室2厅 | 133.86平米 | 东 南 西 | 精装 | 高楼层(共33层)  | 板塔结合,1人关注 / 26天以前发布,155,"11,580元/平"
出价可谈。纯新房。观景房。好楼层。税费低。随时看,塞纳春天 -洛龙区,3室2厅 | 161.93平米 | 南 北 | 简装 | 中楼层(共21层)  | 板塔结合,1人关注 / 20天以前发布,178.5,"11,024元/平"
建业尊府 3室2厅 南 北,建业尊府 -龙鳞路,3室2厅 | 126平米 | 南 北 | 毛坯 | 低楼层(共23层)  | 暂无数据,1人关注 / 25天以前发布,125,"9,921元/平"
2003年，长申旁！出行交通巨方便。,金谷园路103号院 -火车站,2室1厅 | 89.96平米 | 南 北 | 精装 | 中楼层(共7层)  | 板塔结合,36人关注 / 6个月以前发布,52,"5,781元/平"
地铁口 精致三室 全天采光 满五唯一 建业龙城,建业龙城北区 -洛龙区,3室2厅 | 115.79平米 | 南 | 精装 | 高楼层(共31层)  | 板楼,1人关注 / 1个月以前发布,142,"12,264元/平"
此房满五年，1楼带花园，南北朝向，交通便利,军安住宅小区 -华山路,2室1厅 | 72.88平米 | 南 北 | 精装 | 低楼层(共7层)  | 板楼,1人关注 / 2个月以前发布,59,"8,096元/平"
奥体花城园林小区 精装三室 带100平私家南向露台,奥体花城A区 -新区体育场,3室2厅 | 135.32平米 | 南 北 | 简装 | 低楼层(共11层)  | 板楼,5人关注 / 3个月以前发布,185,"13,672元/平"
盛唐 至 尊 精装两室 南北通透 满五唯一 好楼层,金泰盛唐至尊 -新区体育场,2室2厅 | 102.87平米 | 南 北 | 精装 | 高楼层(共33层)  | 板塔结合,5人关注 / 6个月以前发布,117,"11,374元/平"
观澜不临路，南北通2室，拎包住，满二年，中间层,东方今典观澜小区 -新区体育场,2室2厅 | 89.67平米 | 北 | 精装 | 中楼层(共30层)  | 塔楼,1人关注 / 2个月以前发布,108,"12,045元/平"
此房满五年 随时可以过户 精装三室拎包入住 总价不高,中和花园 -新区体育场,3室2厅 | 140.76平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,20人关注 / 8个月以前发布,119,"8,455元/平"
二外旁  小区环境好  绿化好 通透户型   楼层好,正商城 -谷水,3室2厅 | 133.45平米 | 南 | 毛坯 | 高楼层(共34层)  | 板塔结合,3人关注 / 4个月以前发布,93,"6,969元/平"
刚需 养老房 家具家电齐全，拎包入住，满两年精装修,银隆开元名郡B区 -大学城,2室1厅 | 88.64平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 3个月以前发布,87,"9,815元/平"
大三室 双卫 建业物业 视野好 采光刺眼 非顶楼 急售,建业定鼎府三期 -状元红路,3室2厅 | 124平米 | 南 北 | 其他 | 高楼层(共33层)  | 板楼,0人关注 / 10天以前发布,105,"8,468元/平"
多层，低公摊社区，南北双阳台，利用率高,第一大街二期 -市政府,3室2厅 | 110.01平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,38人关注 / 11个月以前发布,95,"8,636元/平"
华林二楼  华林新村优质二楼房源欢迎点击查看欢迎咨询,华林新村 -下园,3室2厅 | 67.35平米 | 南 北 | 毛坯 | 低楼层(共6层)  | 板楼,1人关注 / 1个月以前发布,41,"6,088元/平"
开元大道双语旁精致小三房办装修诚心卖,洛阳天明城 -伊滨区,3室2厅 | 89平米 | 南 | 其他 | 中楼层(共18层)  | 板楼,1人关注 / 12天以前发布,62,"6,967元/平"
恒大绿洲 小高层观景房  珍藏版房源 公摊小得房率高,恒大绿洲西区 -恒大绿洲,3室2厅 | 118.4平米 | 南 北 | 精装 | 高楼层(共11层)  | 板塔结合,2人关注 / 4个月以前发布,108,"9,122元/平"
西工区低楼层精装修大两室，业主实心出售，看房方便。,九都路28号院 -洛浦公园,2室1厅 | 62.18平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,2人关注 / 2个月以前发布,43,"6,916元/平"
华林三区二楼 装修保持不错 业主急售 看房有钥匙,华林新村 -下园,2室1厅 | 58平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,0人关注 / 8天以前发布,37,"6,380元/平"
朝南无遮挡地铁口有车位 、配套完善,置隆花园 -新都汇,3室2厅 | 118.59平米 | 南 北 | 其他 | 低楼层(共27层)  | 板楼,16人关注 / 一年前发布,90,"7,590元/平"
满两年，东边医院 西边国际购物广场 伊滨中轴近如意湖,彤辉水天伊色 -伊滨区,3室2厅 | 143.5平米 | 南 北 | 毛坯 | 低楼层(共26层)  | 板塔结合,0人关注 / 3个月以前发布,80,"5,575元/平"
满五年，带家具家电领包入住，采光好，诚心卖,山水富地 -高新区,3室2厅 | 126.99平米 | 南 北 | 精装 | 中楼层(共7层)  | 板塔结合,16人关注 / 4个月以前发布,96,"7,560元/平"
东方今典境界 电梯洋房 通透大3室 带地下车位 公摊小,东方今典境界 -新区体育场,3室2厅 | 146平米 | 南 北 | 毛坯 | 低楼层(共7层)  | 板楼,6人关注 / 2个月以前发布,190,"13,014元/平"
临河洋房一楼带花园毛坯风格随意装修,东方今典境界 -新区体育场,3室2厅 | 161.78平米 | 南 | 毛坯 | 低楼层(共7层)  | 板楼,18人关注 / 一年前发布,260,"16,072元/平"
东方今典境界 3室2厅 南,东方今典境界 -新区体育场,3室2厅 | 153平米 | 南 | 毛坯 | 中楼层(共7层)  | 板楼,2人关注 / 2个月以前发布,213,"13,922元/平"
水木箐华 2室2厅 南 北,水木箐华 -新区体育场,2室2厅 | 92平米 | 南 北 | 精装 | 低楼层(共6层)  | 板塔结合,0人关注 / 7天以前发布,93,"10,109元/平"
京熙帝景 3室2厅 南 北,京熙帝景 -高新区,3室2厅 | 89平米 | 南 北 | 其他 | 低楼层(共20层)  | 板塔结合,0人关注 / 3天以前发布,115,"12,922元/平"
东陌映像 2室2厅 南,东陌映像 -关林,2室2厅 | 79.36平米 | 南 | 精装 | 中楼层(共11层)  | 板塔结合,0人关注 / 12天以前发布,105,"13,231元/平"
西工区汉宫花园 精装2室电梯房 一天未入住 随时看房,汉宫花苑 -纱厂路,2室2厅 | 87平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 13天以前发布,57,"6,552元/平"
东车站好房四楼售价27万急急急卖,南新安街九十一号院 -新街,2室1厅 | 64.46平米 | 南 北 | 简装 | 中楼层(共6层)  | 板塔结合,1人关注 / 2个月以前发布,25,"3,879元/平"
保利两室满两年，全明格局，业主诚心出售！,保利建业香槟国际 -市政府,2室1厅 | 87.78平米 | 南 | 毛坯 | 低楼层(共33层)  | 板楼,3人关注 / 4个月以前发布,105,"11,962元/平"
鹏祥小区 两室两厅 双气入户 满五唯一,鹏祥小区西区 -纱厂路,2室2厅 | 80.37平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,46,"5,724元/平"
武汉路汇景城 17年电梯房满五唯一毛坯双气小区环境好,东方红·汇景城 -武汉路,2室2厅 | 89.08平米 | 南 | 毛坯 | 高楼层(共27层)  | 板塔结合,9人关注 / 6个月以前发布,54.5,"6,119元/平"
业主急售，可谈价，精装修两室全天采光，满二，落地窗,宝龙城市广场龙邸 -宝龙,2室2厅 | 89.03平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,24人关注 / 6个月以前发布,85,"9,548元/平"
伊滨区 天元伊水湾 两室两厅精装修 含家具家电,天元伊水湾 -伊滨区,2室2厅 | 87.36平米 | 南 | 精装 | 低楼层(共17层)  | 板塔结合,17人关注 / 6个月以前发布,69,"7,899元/平"
九龙鼎 三楼两室 客厅朝南 随时看房,黄梅路十七号院 -西关,2室2厅 | 87.92平米 | 南 北 | 简装 | 中楼层(共6层)  | 板塔结合,1人关注 / 3个月以前发布,51,"5,801元/平"
洛邑古城丨精装2居双气丨首付12万买电梯2居,中和易居 -南关,2室1厅 | 61.82平米 | 北 | 精装 | 中楼层(共26层)  | 板楼,13人关注 / 5个月以前发布,53,"8,574元/平"
牡丹广场 轴3 小两室 随时看 诚心出售,洛轴南山向阳院 -联盟路,2室1厅 | 45.25平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,1人关注 / 4个月以前发布,22,"4,862元/平"
建业龙城北区，中间楼层，精装满二，实景拍摄,建业龙城北区 -洛龙区,2室2厅 | 87.42平米 | 南 | 简装 | 高楼层(共32层)  | 板塔结合,12人关注 / 8个月以前发布,110,"12,583元/平"
瀍涧大道旁，低楼层，精装修，随时入住，双气房,龙泉北小区 -铁路分局,1室1厅 | 46.82平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,2人关注 / 5个月以前发布,21,"4,486元/平"
房子满五年，双气，两室两厅的户型，低楼层，上下方便,石油社区 -关林,2室2厅 | 89.01平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,75,"8,427元/平"
满五年，精装两室，无贷款，业主诚售。,泉舜•锦泉苑 -泉舜,2室1厅 | 60.98平米 | 北 | 精装 | 低楼层(共34层)  | 板塔结合,59人关注 / 7个月以前发布,81,"13,284元/平"
此房满五唯一 近五年新装修 九成新 带家私 拎包住,美伦山水华府 -南昌路,2室2厅 | 91.26平米 | 南 | 精装 | 高楼层(共16层)  | 塔楼,1人关注 / 2个月以前发布,92,"10,082元/平"
二楼，二楼，可贷款诚心出售，年青人过渡房,皇苑小区 -老集,3室1厅 | 86.9平米 | 东 西 | 精装 | 低楼层(共7层)  | 板楼,5人关注 / 7个月以前发布,55,"6,330元/平"
龙门大道  帝 都国际  满二税费低 南向户型 日照充足,帝都国际城东区 -市政府,2室2厅 | 93.38平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,2人关注 / 3个月以前发布,79,"8,461元/平"
低密度，两室，繁华地段，交通便利,洛钢路社区 -关林,2室1厅 | 60.29平米 | 南 | 简装 | 中楼层(共6层)  | 板楼,0人关注 / 2个月以前发布,31,"5,142元/平"
商品房 满五年 中间楼层 房东诚售,香港城 -武汉路,3室2厅 | 128.76平米 | 南 北 | 精装 | 中楼层(共24层)  | 板楼,8人关注 / 一年前发布,89,"6,913元/平"
地铁口满二 住房 83平精装修 2室2厅电梯房 看房方便,盛唐至尊红公馆 -新区体育场,2室2厅 | 83.21平米 | 南 | 精装 | 高楼层(共32层)  | 塔楼,7人关注 / 5个月以前发布,75,"9,014元/平"
升龙广场、采光良好、配套齐全、通透户型、交通便利,健康西路9号院 -升龙广场,2室1厅 | 65.01平米 | 南 北 | 简装 | 中楼层(共7层)  | 平房,1人关注 / 2个月以前发布,36,"5,538元/平"
王城大道旁 08年小区，南北户型，采光充足，中间楼层,阳光家园（西工区） -纱厂路,2室2厅 | 86.42平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,8人关注 / 6个月以前发布,52,"6,018元/平"
二楼小两居好教学房，交通便利，配套齐全,健康西路20号院 -纱厂路,3室0厅 | 65.22平米 | 南 | 简装 | 中楼层(共5层)  | 暂无数据,2人关注 / 2个月以前发布,30.6,"4,692元/平"
万达旁 绿都悦府居家三室 业主诚意出售！,绿都悦府 -关林,3室2厅 | 86.85平米 | 南 北 | 精装 | 低楼层(共33层)  | 板塔结合,11人关注 / 9个月以前发布,100,"11,515元/平"
湖滨苑唯一电梯两室低价精品好房,湖滨苑 -开元湖,2室1厅 | 66.64平米 | 南 | 简装 | 高楼层(共12层)  | 板楼,50人关注 / 4个月以前发布,65,"9,754元/平"
夹马营路口，电梯房，满二年，全新毛坯，低首付,蓝湾印象 -东花坛,2室2厅 | 87.39平米 | 南 | 毛坯 | 高楼层(共33层)  | 板楼,11人关注 / 6个月以前发布,53,"6,065元/平"
安乐师范学院旁  精装两室 房子保持干净  适合婚房,安乐师范附中家属院 -安乐师范学院,2室1厅 | 45.43平米 | 南 北 | 精装 | 中楼层(共4层)  | 平房,0人关注 / 1个月以前发布,26,"5,724元/平"
好房急售 中间楼层 南北通透 领包入住 价格可谈,林溪花园·伊电置业 -大学城,3室2厅 | 120.19平米 | 南 北 | 精装 | 中楼层(共25层)  | 板楼,1人关注 / 15天以前发布,120,"9,985元/平"
房子二次装修 诚心出售 好楼层,恒大绿洲西区 -恒大绿洲,3室2厅 | 132.75平米 | 南 北 | 精装 | 高楼层(共32层)  | 板塔结合,4人关注 / 15天以前发布,106,"7,985元/平"
瀛洲花园 精装修 三室 朝南户型 采光好,瑞江·瀛洲花园 -大学城,3室2厅 | 99.53平米 | 南 | 精装 | 高楼层(共34层)  | 板塔结合,0人关注 / 13天以前发布,100,"10,048元/平"
美茵湖 精装4室 北2分 55中 小区中间,建业·美茵湖 -新区体育场,4室2厅 | 191.28平米 | 北 南 | 精装 | 下叠(共7层)  | 板楼 | 叠拼别墅 ,54人关注 / 一年前发布,358,"18,717元/平"
全新装修    南北通精装三室  满二 全屋定制品牌家电,建业龙城东区 -洛龙区,3室2厅 | 139.88平米 | 南 北 | 精装 | 中楼层(共32层)  | 板楼,2人关注 / 2个月以前发布,218,"15,585元/平"
龙康B区  简装三室   不临路  中层  满五年  急售,龙康小区B区 -宝龙,3室2厅 | 130.34平米 | 南 北 | 简装 | 中楼层(共26层)  | 板塔结合,4人关注 / 一年前发布,112,"8,593元/平"
新街新房家园 一楼带花园 标准三房 2010年房龄,新房家园十一区 -新街,3室2厅 | 86平米 | 南 北 | 精装 | 低楼层(共5层)  | 板楼,5人关注 / 5个月以前发布,94,"10,931元/平"
商品房，电梯房，精装修，拎包即住，通透全明，可贷款,香港城 -武汉路,3室2厅 | 129.96平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,11人关注 / 4个月以前发布,84.8,"6,526元/平"
配套完善，交通便利，花园式大平层，采光好通透,九鼎中和湾 -新区体育场,4室2厅 | 153.97平米 | 南 北 | 精装 | 低楼层(共26层)  | 板楼,0人关注 / 3个月以前发布,253,"16,432元/平"
