标题,开发商,房子信息,发布信息,售价/万,单价
樵顺广场 锦兴旁 御景东方花园 毛坯三房 南北对流,御景东方花园 -东城,3室2厅 | 138.41平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 暂无数据,13人关注 / 一年前发布,58.8,"4,249元/平"
【广大附旁】 ▪ 中高层，配套全，采光充足视野宽阔,美林湖怡景湾 -美林湖,3室2厅 | 138.55平米 | 东 东南 | 毛坯 | 中楼层(共18层)  | 塔楼,4人关注 / 4个月以前发布,75,"5,414元/平"
视野开阔 采光很好  环境舒服,恒大银湖城 -银盏,2室1厅 | 45.18平米 | 南 | 精装 | 低楼层(共22层)  | 板塔结合,4人关注 / 3个月以前发布,24.6,"5,445元/平"
天汇维景湾 三房两厅两卫 绿化高 适合居住,天汇半岛维景湾 -美林湖,3室2厅 | 137.53平米 | 东北 | 精装 | 低楼层(共18层)  | 塔楼,1人关注 / 11个月以前发布,80,"5,817元/平"
业主诚心出售，家私家电配，可领包入住,状元府 -东城,3室2厅 | 97.73平米 | 南 | 精装 | 中楼层(共32层)  | 塔楼,7人关注 / 一年前发布,57.8,"5,915元/平"
业主诚心出售，格局靓，光线充足，配套齐全。。。,胜利雅苑 -旧城,4室2厅 | 134.46平米 | 北 | 毛坯 | 低楼层(共30层)  | 塔楼,6人关注 / 一年前发布,80.5,"5,987元/平"
顺盈广场旁边，业主诚意出售，田家炳,汇雅大厦 -新城,3室2厅 | 109.66平米 | 南 | 简装 | 高楼层(共18层)  | 板塔结合,5人关注 / 5个月以前发布,69.8,"6,366元/平"
大4房，南向，保养新，地理位与配套置好，光线好,永信大厦 -新城,4室2厅 | 159.88平米 | 南 北 | 简装 | 低楼层(共22层)  | 板塔结合,1人关注 / 30天以前发布,93,"5,817元/平"
凤凰春天花园高层精装，采光好，经典户型。,凤凰春天花园 -新城,3室2厅 | 117.8平米 | 西南 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 4天以前发布,72.8,"6,180元/平"
大型小区带独立平台100方左右，平台带独立茶室,海伦春天 -新城,2室2厅 | 83.05平米 | 东南 | 精装 | 低楼层(共31层)  | 塔楼,0人关注 / 19天以前发布,71.8,"8,646元/平"
美林湖 63方2房 东南向看花园 总价35万,天汇半岛维景湾 -美林湖,2室1厅 | 63.37平米 | 东南 | 精装 | 中楼层(共15层)  | 塔楼,2人关注 / 20天以前发布,34.5,"5,445元/平"
美汇半岛 1室1厅 西南,美汇半岛 -美林湖,1室1厅 | 61.62平米 | 西南 | 精装 | 低楼层(共17层)  | 板楼,0人关注 / 11天以前发布,35,"5,680元/平"
清城，新北江：正规一房一厅小住宅,恒福上筑 -新城,1室1厅 | 37.41平米 | 南 | 简装 | 高楼层(共11层)  | 塔楼,0人关注 / 13天以前发布,26.5,"7,084元/平"
朝南维港半岛   3房2厅户型  合适价钱可以谈,朝南维港半岛 -新城,3室2厅 | 100.9平米 | 北 | 毛坯 | 中楼层(共30层)  | 塔楼,8人关注 / 6个月以前发布,80,"7,929元/平"
加州岛南向联排别墅唯一带装修，随时都可以看房,加洲岛AB区 -美林湖,5室2厅 | 231平米 | 南 | 精装 | 3层  | 板楼 | 独栋别墅 ,2人关注 / 8个月以前发布,258,"11,169元/平"
保利天汇2期，南向3房业主诚意出售,保利中辰花园 -东城,3室2厅 | 117.13平米 | 南 | 精装 | 中楼层(共29层)  | 塔楼,18人关注 / 6个月以前发布,96,"8,197元/平"
《广大附》旁 满二唯一，南向房子保养好  视野宽阔,美林湖怡景湾 -美林湖,3室2厅 | 137.35平米 | 南 | 精装 | 低楼层(共18层)  | 塔楼,4人关注 / 10个月以前发布,82,"5,971元/平"
北部万科城 3室2厅 南,北部万科城 -龙塘,3室2厅 | 79平米 | 南 | 其他 | 高楼层(共23层)  | 塔楼,0人关注 / 4天以前发布,40,"5,064元/平"
南向一线的湖景，主卧南北对流，中高层，业主忍痛,美林湖水镇K区 -美林湖,3室2厅 | 144.59平米 | 南 北 | 精装 | 高楼层(共18层)  | 塔楼,8人关注 / 一年前发布,135,"9,337元/平"
楼龄新南向采光充足，通风良好，精装正规3房户型,碧桂园天誉 -旧城,3室2厅 | 131.9平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,3人关注 / 7个月以前发布,68.8,"5,217元/平"
北部万科城 中高层东南向三房 全屋家私家电 车库直达,北部万科城 -龙塘,3室2厅 | 79平米 | 南 | 精装 | 中楼层(共28层)  | 塔楼,1人关注 / 3个月以前发布,50,"6,330元/平"
凤城明珠 南北对流 三个阳台  望泳池 单价低,凤城明珠 -新城,3室2厅 | 137.9平米 | 南 北 | 毛坯 | 低楼层(共20层)  | 塔楼,1人关注 / 4个月以前发布,75,"5,439元/平"
碧桂园江与城，复式带露台，中空客厅，有车位，望江景,碧桂园江与峸 -东城,4室2厅 | 135.81平米 | 东南 南 | 精装 | 高楼层(共27层)  | 暂无数据,0人关注 / 12天以前发布,140,"10,309元/平"
天汇半岛维景湾 2室1厅 南,天汇半岛维景湾 -美林湖,2室1厅 | 81.95平米 | 南 | 精装 | 高楼层(共15层)  | 塔楼,0人关注 / 6天以前发布,55,"6,712元/平"
房子格局方正，配套成熟商圈，空气清新，视野开阔,信和宜居 -旧城,3室2厅 | 108平米 | 南 西南 | 精装 | 高楼层(共7层)  | 暂无数据,0人关注 / 12天以前发布,38.8,"3,593元/平"
业主诚心出售，成本价出售急甩。,凯旋美域 -黄坑,3室2厅 | 115平米 | 西南 | 毛坯 | 中楼层(共32层)  | 塔楼,0人关注 / 8天以前发布,58,"5,044元/平"
北部万科城 3室2厅 南,北部万科城 -龙塘,3室2厅 | 95平米 | 南 | 精装 | 中楼层(共28层)  | 塔楼,0人关注 / 10天以前发布,70,"7,369元/平"
时代倾城西区 3室2厅 南,时代倾城西区 -东城,3室2厅 | 95.73平米 | 南 | 精装 | 低楼层(共34层)  | 平房,0人关注 / 9天以前发布,62,"6,477元/平"
碧桂园山湖城观澜，南向大三房精装，一级轻轨旁物业,碧桂园山湖城 -新城,3室2厅 | 137.55平米 | 南 北 | 精装 | 低楼层(共26层)  | 塔楼,14人关注 / 10个月以前发布,87,"6,325元/平"
阳光100阿尔勒 3房业主诚心出售   户型方正  看房方便,阳光100阿尔勒 -龙塘,3室2厅 | 86.19平米 | 南 | 精装 | 低楼层(共11层)  | 塔楼,3人关注 / 3个月以前发布,38,"4,409元/平"
有匙，方便看房，诚心出售，低税，税票满五年,嘉美小镇 -龙塘,2室2厅 | 71.65平米 | 南 | 简装 | 高楼层(共31层)  | 塔楼,5人关注 / 4个月以前发布,32,"4,467元/平"
卧龙五洲世纪城，带装修，业主诚意出售，预约看房,卧龙五洲世纪城 -新城,3室2厅 | 115.31平米 | 南 北 | 其他 | 高楼层(共19层)  | 塔楼,1人关注 / 7个月以前发布,85,"7,372元/平"
恒大金碧天下 3室1厅 南,恒大金碧天下 -恒大金碧天下,3室1厅 | 121.48平米 | 南 | 毛坯 | 中楼层(共11层)  | 塔楼,20人关注 / 一年前发布,33,"2,717元/平"
大四房，装修新净。简单置办，可以拎包入住。,隽园 -新城,4室2厅 | 142.16平米 | 南 | 精装 | 低楼层(共27层)  | 塔楼,0人关注 / 1个月以前发布,102,"7,176元/平"
阳光100阿尔勒 3房2厅业主诚心出售 随时可看房,阳光100阿尔勒 -龙塘,3室2厅 | 105.97平米 | 北 | 精装 | 高楼层(共31层)  | 塔楼,0人关注 / 3个月以前发布,50,"4,719元/平"
南向二线江景房 望小区花园 户型方正,金碧湾花园 -东城,4室2厅 | 175.52平米 | 南 北 | 简装 | 高楼层(共11层)  | 塔楼,5人关注 / 4个月以前发布,128,"7,293元/平"
"旧城江边,一线望江,双主套带大阳台",御水龙庭 -旧城,3室2厅 | 172平米 | 南 | 简装 | 低楼层(共33层)  | 板楼,3人关注 / 4个月以前发布,98,"5,698元/平"
依山傍水生态盘，碧桂园山湖城畔湖湾，南北对流双阳台,碧桂园畔湖湾 -新城,4室2厅 | 141.01平米 | 南 北 | 精装 | 18层  | 板楼,2人关注 / 一年前发布,118,"8,369元/平"
阳光100大型社区，十年成熟配套，户型方正，笋！笋,阳光100阿尔勒 -龙塘,3室2厅 | 115.25平米 | 南 | 精装 | 高楼层(共10层)  | 塔楼,0人关注 / 3个月以前发布,59,"5,120元/平"
三房两卫 南北对流 中高楼层 视野开阔,恒大银湖城 -银盏,3室2厅 | 144.24平米 | 东南 | 精装 | 高楼层(共18层)  | 板塔结合,0人关注 / 1个月以前发布,82,"5,685元/平"
海伦春天 精装3房 拎包入住 望花园 安静,海伦春天 -新城,3室1厅 | 109.14平米 | 南 | 精装 | 中楼层(共32层)  | 塔楼,0人关注 / 5个月以前发布,70,"6,414元/平"
阳光100阿尔勒 3室1厅 北,阳光100阿尔勒 -龙塘,3室1厅 | 97.78平米 | 北 | 精装 | 中楼层(共31层)  | 塔楼,6人关注 / 3个月以前发布,45,"4,603元/平"
业主诚心出售，中高层望湖，视野开阔，随时看房,美汇半岛 -美林湖,3室2厅 | 137.47平米 | 西北 | 简装 | 高楼层(共16层)  | 塔楼,11人关注 / 一年前发布,88,"6,402元/平"
该房业主诚心出售，房子保养很新净，位于高层,天汇半岛恒景湾 -美林湖,1室2厅 | 65.27平米 | 西南 | 精装 | 高楼层(共13层)  | 板塔结合,10人关注 / 一年前发布,32,"4,903元/平"
碧桂园学府一号精装三房，全新未住，证在手,碧桂园学府1号 -新城,3室2厅 | 97.1平米 | 南 | 精装 | 高楼层(共33层)  | 塔楼,0人关注 / 2个月以前发布,66,"6,798元/平"
小市 轻轨旁 111方实用4房 南北对流,世纪花城 -新城,4室2厅 | 111.35平米 | 北 | 毛坯 | 中楼层(共23层)  | 塔楼,34人关注 / 一年前发布,58,"5,209元/平"
三房带主套，中楼层南向采光充足，精装修，保养新净。,保利花园 -黄坑,3室2厅 | 104.63平米 | 南 | 精装 | 中楼层(共32层)  | 塔楼,6人关注 / 4个月以前发布,62,"5,926元/平"
毛坯低价出售 近体育馆 中恒广场,奥园合创新城 -黄坑,3室2厅 | 104.89平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 塔楼,5人关注 / 7个月以前发布,53.8,"5,130元/平"
全新交标装修从未入住:三房两厅总价53万产权车位!,时代花城 -新城,3室2厅 | 82.8平米 | 西北 | 精装 | 低楼层(共18层)  | 暂无数据,0人关注 / 2个月以前发布,46.8,"5,653元/平"
(真·高层正南向 无遮挡高尔夫景观) 家具家电9成新,美汇半岛 -美林湖,2室2厅 | 75.68平米 | 南 | 精装 | 中楼层(共19层)  | 塔楼,3人关注 / 7个月以前发布,58,"7,664元/平"
清远第一城 3室2厅 南,清远第一城 -新城,3室2厅 | 118.44平米 | 南 | 简装 | 高楼层(共8层)  | 板楼,15人关注 / 5个月以前发布,45.8,"3,867元/平"
房子格局方正，配套成熟商圈，空气清新，视野开阔,朝阳花园 -旧城,4室2厅 | 131.42平米 | 南 北 | 简装 | 中楼层(共9层)  | 暂无数据,1人关注 / 7个月以前发布,46.8,"3,562元/平"
敏捷东城水岸 3房精装修  家私家电齐全 可拎包入住,敏捷东城水岸 -东城,3室2厅 | 93.66平米 | 南 | 精装 | 低楼层(共27层)  | 塔楼,0人关注 / 2个月以前发布,69.8,"7,453元/平"
北部万科城，千亩大盘，环境优美,北部万科城 -龙塘,2室1厅 | 69.12平米 | 北 | 精装 | 低楼层(共28层)  | 塔楼,3人关注 / 10个月以前发布,27.5,"3,979元/平"
有家私家电    两房       出售出租,美林湖水镇K区 -美林湖,2室1厅 | 65.29平米 | 西 | 精装 | 低楼层(共17层)  | 塔楼,7人关注 / 10个月以前发布,36,"5,514元/平"
城市花园海棠苑 3室2厅 北,城市花园海棠苑 -新城,3室2厅 | 102平米 | 北 | 精装 | 高楼层(共31层)  | 板塔结合,0人关注 / 5天以前发布,63.8,"6,255元/平"
北部万科城 3房出售  品质小区  品牌物业,北部万科城 -龙塘,3室1厅 | 79平米 | 北 | 精装 | 中楼层(共28层)  | 塔楼,0人关注 / 4天以前发布,38,"4,811元/平"
万科华府 3室2厅 北,万科华府 -新城,3室2厅 | 106平米 | 北 | 精装 | 高楼层(共34层)  | 塔楼,0人关注 / 5天以前发布,74.8,"7,057元/平"
中间楼层，南北对流双阳台，花园绿化好，近江边,碧桂园江与峸 -东城,4室2厅 | 142.26平米 | 南 北 | 精装 | 中楼层(共18层)  | 塔楼,12人关注 / 一年前发布,145,"10,193元/平"
此房满二唯一南向 格局 楼层好，视野宽阔，采光充足,美林湖怡景湾 -美林湖,3室2厅 | 140平米 | 北 | 其他 | 高楼层(共18层)  | 塔楼,0人关注 / 20天以前发布,89,"6,358元/平"
石狮社区 3室1厅 南,石狮社区 -旧城,3室1厅 | 69.97平米 | 南 | 简装 | 中楼层(共8层)  | 暂无数据,0人关注 / 22天以前发布,29.8,"4,259元/平"
北部万科城 3室1厅 北,北部万科城 -龙塘,3室1厅 | 79平米 | 北 | 精装 | 高楼层(共28层)  | 塔楼,0人关注 / 23天以前发布,45,"5,697元/平"
钜隆雅居蓝湾 4室2厅 南,钜隆雅居蓝湾 -黄坑,4室2厅 | 142.28平米 | 南 | 精装 | 中楼层(共26层)  | 板塔结合,2人关注 / 30天以前发布,69.8,"4,906元/平"
金海湾豪庭 3室2厅 南,金海湾豪庭 -新城,3室2厅 | 125.87平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据,1人关注 / 20天以前发布,84.8,"6,738元/平"
顺盈商圈 龙汇领峰四房南北对流 中间楼层,龙汇领峰 -新城,4室2厅 | 139.1平米 | 南 | 毛坯 | 中楼层(共28层)  | 塔楼,0人关注 / 2个月以前发布,95,"6,830元/平"
天汇半岛维景湾 3室1厅 东北,天汇半岛维景湾 -美林湖,3室1厅 | 137平米 | 东北 | 其他 | 中楼层(共17层)  | 塔楼,0人关注 / 1个月以前发布,78,"5,694元/平"
位于广州北阳光100轻轨长隆旁 望花园户型方正业主急售,阳光100阿尔勒 -龙塘,3室1厅 | 86.19平米 | 东南 东北 | 精装 | 高楼层(共11层)  | 塔楼,9人关注 / 一年前发布,36,"4,177元/平"
南向中层的房子，景观不错，鸟瞰碧桂园别墅景色。,美汇半岛 -美林湖,3室2厅 | 135.34平米 | 东南 | 精装 | 中楼层(共16层)  | 板塔结合,3人关注 / 10个月以前发布,100,"7,389元/平"
碧桂园学府一号  南向三房两卫  视野无遮挡 全新未住,碧桂园学府1号 -新城,3室2厅 | 98平米 | 南 | 精装 | 中楼层(共34层)  | 塔楼,0人关注 / 16天以前发布,75,"7,654元/平"
北部万科城 3室1厅 南,北部万科城 -龙塘,3室1厅 | 79.84平米 | 南 | 精装 | 低楼层(共28层)  | 塔楼,0人关注 / 11天以前发布,40,"5,011元/平"
高层，户型方正实用，视野开阔。,海伦春天 -新城,3室2厅 | 102.33平米 | 南 | 毛坯 | 高楼层(共33层)  | 塔楼,4人关注 / 一年前发布,53.8,"5,258元/平"
精装保养新净大三房，小区旺中带静小区。,碧桂园假日半岛 -碧桂园假日半岛,3室2厅 | 130.62平米 | 东南 | 精装 | 高楼层(共6层)  | 暂无数据,20人关注 / 4个月以前发布,62,"4,747元/平"
三房2厅南北向钥匙在手可马上看房,汇丰花园 -东城,3室2厅 | 107.56平米 | 南 北 | 其他 | 中楼层(共26层)  | 板塔结合,0人关注 / 2个月以前发布,75,"6,973元/平"
南向中层小三房带主套业主诚心出售,东瀚-云尚四季 -东城,3室2厅 | 86.35平米 | 南 北 | 毛坯 | 中楼层(共17层)  | 平房,1人关注 / 2个月以前发布,56.8,"6,578元/平"
花厅二街 3室2厅 西南,花厅二街 -旧城,3室2厅 | 71.97平米 | 西南 | 简装 | 中楼层(共8层)  | 暂无数据,1人关注 / 2个月以前发布,24.8,"3,446元/平"
全新毛坯大三房2厅2卫业主诚心出售,阳光嘉园 -东城,3室2厅 | 140平米 | 南 北 | 精装 | 中楼层(共27层)  | 塔楼,4人关注 / 3个月以前发布,82,"5,858元/平"
业主急售  户型方正 实用率高,恒大银湖城 -银盏,3室2厅 | 92.39平米 | 东北 | 精装 | 低楼层(共24层)  | 板塔结合,13人关注 / 4个月以前发布,54.9,"5,943元/平"
美林湖天汇半岛大三房，全新未入住南向望花园格局方正,美林湖怡景湾 -美林湖,3室2厅 | 136.59平米 | 东南 | 精装 | 低楼层(共18层)  | 塔楼,7人关注 / 8个月以前发布,91,"6,663元/平"
城市花园三房电梯光线好。。。。,城市花园牡丹苑 -新城,3室2厅 | 123.19平米 | 北 | 毛坯 | 中楼层(共32层)  | 板楼,3人关注 / 7个月以前发布,78,"6,332元/平"
万科城，三房，全新未入住，楼下即花园。,北部万科城 -龙塘,3室2厅 | 79平米 | 北 | 精装 | 低楼层(共28层)  | 塔楼,0人关注 / 10天以前发布,38,"4,811元/平"
和富一品 3室2厅 南,和富一品 -旧城,3室2厅 | 128平米 | 南 | 精装 | 高楼层(共31层)  | 塔楼,2人关注 / 13天以前发布,96,"7,500元/平"
店长推荐，离湖边近的房子，正南向，全新，无按揭,美林湖水镇K区 -美林湖,2室1厅 | 66.2平米 | 南 | 精装 | 中楼层(共18层)  | 塔楼,6人关注 / 3个月以前发布,40,"6,043元/平"
业主诚心出售，户型方正，南向，看房方便,博爱小区 -美林湖,3室2厅 | 113.92平米 | 南 北 | 其他 | 中楼层(共11层)  | 塔楼,1人关注 / 4个月以前发布,75,"6,584元/平"
早上有太阳的房子 视野没遮挡 业主想置换,天汇半岛维景湾 -美林湖,3室2厅 | 140.07平米 | 东北 | 精装 | 中楼层(共16层)  | 塔楼,0人关注 / 8天以前发布,83,"5,926元/平"
北部万科城 2室1厅 南,北部万科城 -龙塘,2室1厅 | 70平米 | 南 | 精装 | 高楼层(共28层)  | 塔楼,0人关注 / 4天以前发布,32,"4,572元/平"
碧桂园天誉 3室2厅 北,碧桂园天誉 -旧城,3室2厅 | 93平米 | 北 | 精装 | 高楼层(共33层)  | 板楼,11人关注 / 4个月以前发布,54.8,"5,893元/平"
朝南凯旋汇江景3房，诚意出售，望江美宅,朝南凯旋汇 -新城,3室2厅 | 118.96平米 | 南 北 | 毛坯 | 高楼层(共32层)  | 暂无数据,4人关注 / 一年前发布,75,"6,305元/平"
海港成 中低层 楼层靓 低首付,海港城 -旧城,3室2厅 | 94平米 | 东北 | 其他 | 低楼层(共29层)  | 塔楼,0人关注 / 7天以前发布,69,"7,341元/平"
业主诚意出售，随时看房，视野好，小区环境优美,金色溪谷 -美林湖,4室1厅 | 320平米 | 南 北 | 精装 | 低楼层(共3层)  | 暂无数据,1人关注 / 1个月以前发布,240,"7,500元/平"
万豪二期  满二年望花园 景观好 视野开阔 中间楼层,万豪水晶湾二期 -新城,3室2厅 | 92.91平米 | 北 | 其他 | 中楼层(共32层)  | 塔楼,0人关注 / 6天以前发布,59,"6,351元/平"
恒大金碧天下188方 税费低，够2年，客厅大，,恒大金碧天下 -恒大金碧天下,5室2厅 | 188.54平米 | 南 | 毛坯 | 高楼层(共11层)  | 塔楼,4人关注 / 3个月以前发布,56,"2,971元/平"
北部万科城 2室1厅 南,北部万科城 -龙塘,2室1厅 | 69平米 | 南 | 精装 | 低楼层(共28层)  | 塔楼,0人关注 / 11天以前发布,31,"4,493元/平"
精装南向高层，下楼既是湖边 业主诚心出售 随时看房,美汇半岛 -美林湖,1室2厅 | 61.62平米 | 南 | 精装 | 高楼层(共17层)  | 板楼,2人关注 / 1个月以前发布,38,"6,167元/平"
广大附旁 准新房 山林语花园 高层两房 全新未住过,美林湖美仑山语 -美林湖,2室1厅 | 72.92平米 | 东 | 精装 | 中楼层(共19层)  | 塔楼,1人关注 / 一年前发布,46,"6,309元/平"
满二唯一 西南向 格局，楼层好，视野宽阔，采光充足,美林湖怡景湾 -美林湖,2室2厅 | 80.6平米 | 西北 | 精装 | 低楼层(共18层)  | 塔楼,0人关注 / 1个月以前发布,49.5,"6,142元/平"
此房证已过五年，高楼层视野开阔，格局通透。,美林湖水镇K区 -美林湖,2室2厅 | 84.06平米 | 西北 | 精装 | 高楼层(共16层)  | 塔楼,2人关注 / 一年前发布,49,"5,830元/平"
恒大银湖城小两房，带全屋家私家电，首付低轻松上车。,恒大银湖城 -银盏,2室2厅 | 59.77平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,0人关注 / 1个月以前发布,33,"5,522元/平"
美林湖水镇K区 3室1厅 东北,美林湖水镇K区 -美林湖,3室1厅 | 141平米 | 东北 | 其他 | 中楼层(共16层)  | 塔楼,0人关注 / 12天以前发布,96,"6,809元/平"
店长推荐，店长推荐，安静舒服朝东,美汇半岛 -美林湖,3室2厅 | 141.2平米 | 东南 | 精装 | 低楼层(共18层)  | 塔楼,0人关注 / 8天以前发布,88,"6,233元/平"
小市电梯三房装修新净拧包入住，带大平台,小市新城七号区 -新城,3室1厅 | 99.05平米 | 西南 | 精装 | 高楼层(共8层)  | 暂无数据,0人关注 / 8天以前发布,43,"4,342元/平"
北部万科城 多校围绕 楼层好通风采光好,北部万科城 -龙塘,2室1厅 | 69平米 | 北 | 精装 | 中楼层(共28层)  | 塔楼,0人关注 / 7天以前发布,30,"4,348元/平"
小区环境优雅，交通齐全，近广州，轻轨，长隆,恒大银湖城 -银盏,3室2厅 | 125平米 | 南 | 精装 | 高楼层(共32层)  | 板塔结合,0人关注 / 12天以前发布,83,"6,640元/平"
此房格局方正，楼层好，双阳台，光线充足,东岸美景轩 -新城,3室2厅 | 92.63平米 | 东 | 精装 | 中楼层(共26层)  | 暂无数据,0人关注 / 3个月以前发布,59,"6,370元/平"
碧桂园山湖城.禧悦湾，配套齐全，温馨四房，南北对流,碧桂园山湖城 -新城,4室2厅 | 142.74平米 | 南 北 | 精装 | 中楼层(共18层)  | 板塔结合,47人关注 / 一年前发布,98,"6,866元/平"
碧桂园山湖城峰景，购物娱乐生活大城，凤翔,碧桂园山湖城 -新城,3室2厅 | 104.8平米 | 南 北 | 精装 | 低楼层(共18层)  | 板塔结合,43人关注 / 一年前发布,64.5,"6,155元/平"
加八万带车位 凤城郦都南向毛坯三房 凤翔旁,凤城郦都 -新城,3室2厅 | 117.7平米 | 南 北 | 毛坯 | 低楼层(共26层)  | 板塔结合,13人关注 / 一年前发布,78,"6,628元/平"
高层南向望花园，视野开阔，采光通透,美林湖怡景湾 -美林湖,3室2厅 | 140平米 | 东南 | 精装 | 高楼层(共18层)  | 塔楼,14人关注 / 一年前发布,85,"6,072元/平"
维港半岛 精装修 带平台 拎包入住,朝南维港半岛 -新城,3室2厅 | 102.1平米 | 南 北 | 精装 | 高楼层(共33层)  | 塔楼,24人关注 / 一年前发布,78.8,"7,718元/平"
广大旁。高档家私拎包入住。全款房交易更安心。,天汇半岛恒景湾 -美林湖,3室2厅 | 140.27平米 | 南 | 精装 | 低楼层(共17层)  | 塔楼,2人关注 / 1个月以前发布,87.8,"6,260元/平"
三楼靓楼层，四房精装修，读书方便（50米）。,康雅苑 -黄坑,4室2厅 | 114.83平米 | 南 | 精装 | 中楼层(共8层)  | 暂无数据,3人关注 / 6个月以前发布,55,"4,790元/平"
汇雅大厦 3室2厅 南 北,汇雅大厦 -新城,3室2厅 | 122.61平米 | 南 北 | 精装 | 高楼层(共18层)  | 板塔结合,2人关注 / 4个月以前发布,79.8,"6,509元/平"
中楼层，户型实用，采光好，工作生活方便,西湖花园 -旧城,3室2厅 | 87.91平米 | 东 | 简装 | 中楼层(共9层)  | 暂无数据,14人关注 / 6个月以前发布,26.8,"3,049元/平"
北部万科城 3室1厅 南,北部万科城 -龙塘,3室1厅 | 82平米 | 南 | 精装 | 中楼层(共26层)  | 塔楼,0人关注 / 6个月以前发布,46,"5,610元/平"
恒大金碧天下福山区 6室2厅 南 北,恒大金碧天下福山区 -恒大金碧天下,6室2厅 | 246平米 | 南 北 | 精装 | 3层  | 平房 | 联排别墅 ,52人关注 / 一年前发布,140,"5,692元/平"
碧桂园山湖城 3室2厅 南 北,碧桂园山湖城 -新城,3室2厅 | 137平米 | 南 北 | 毛坯 | 高楼层(共32层)  | 塔楼,0人关注 / 4个月以前发布,80,"5,840元/平"
保利江边大盘，南向望江，看网红桥、对岸码头，新精装,清远保利天汇 -东城,3室2厅 | 95.6平米 | 南 西南 | 精装 | 高楼层(共32层)  | 塔楼,13人关注 / 6个月以前发布,96.8,"10,126元/平"
全新大三房 东南朝向，望花园 楼层好采光足,美林湖怡景湾 -美林湖,3室2厅 | 142平米 | 南 | 精装 | 中楼层(共18层)  | 塔楼,1人关注 / 3个月以前发布,96,"6,761元/平"
南向三房　视野开阔采光好　车库直达　全新未住,北部万科城 -龙塘,3室2厅 | 88.81平米 | 南 | 精装 | 中楼层(共28层)  | 塔楼,7人关注 / 4个月以前发布,51,"5,743元/平"
天汇大三房  80平大花园 采光好 户型方正,天汇半岛恒景湾 -美林湖,3室2厅 | 140平米 | 东 东南 | 精装 | 低楼层(共16层)  | 塔楼,5人关注 / 10个月以前发布,120,"8,572元/平"
业主诚意出售，全新未住，三开间朝南，楼层视线好。,恒大银湖城 -银盏,3室1厅 | 121.32平米 | 南 | 其他 | 中楼层(共18层)  | 板塔结合,0人关注 / 17天以前发布,68,"5,606元/平"
