标题,开发商,房子信息,发布信息,售价/万,单价
满五唯一，户型好，实际面积大，实用,紫菱东岸 -葛店南站,2室2厅 | 66.07平米 | 南 | 毛坯 | 中楼层(共33层)  | 板楼,6人关注 / 4个月以前发布,45,"6,811元/平"
简装，拎包入住，税费低，证在手，看房方便,光谷佳园 -葛店高中,2室2厅 | 73.77平米 | 南 | 简装 | 低楼层(共9层)  | 暂无数据,11人关注 / 一年前发布,19.5,"2,644元/平"
德福花园104平米三房现在“简陋”价急售,德福花园 -葛店高中,3室2厅 | 104平米 | 南 | 简装 | 低楼层(共14层)  | 板塔结合,0人关注 / 20天以前发布,28,"2,693元/平"
史上单价醉低 醉豪气的联排边户  带地下室及车库,红莲山庄 -未知商圈,6室2厅 | 297.82平米 | 南 | 毛坯 | 低楼层(共3层)  | 暂无数据,4人关注 / 2个月以前发布,155,"5,205元/平"
葛店高中旁 菱湖印象 大两房  业主急售 随时看房,菱湖印象 -葛店南站,2室1厅 | 80.45平米 | 南 | 毛坯 | 高楼层(共15层)  | 板楼,0人关注 / 1个月以前发布,38,"4,724元/平"
葛店开发区精装三房 电梯中高楼层 证满两年拎包入住,昊城景都 -葛店管委会,3室2厅 | 103平米 | 北 | 简装 | 高楼层(共18层)  | 塔楼,0人关注 / 6个月以前发布,38,"3,690元/平"
精装修湖景房  高楼层看湖无遮挡 人车分流,恒大金碧天下二期 -红莲湖,4室2厅 | 138.26平米 | 南 | 精装 | 高楼层(共33层)  | 暂无数据,1人关注 / 3个月以前发布,69.3,"5,013元/平"
光谷东次新房    高标准的装修，小区成熟,恒大金碧天下 -红莲湖,3室2厅 | 123.56平米 | 南 | 精装 | 低楼层(共33层)  | 板塔结合,3人关注 / 4个月以前发布,47,"3,804元/平"
房东回老家养老，忍痛出售带院子的好房子,德福中央城 -葛店高中,3室1厅 | 113.5平米 | 南 | 毛坯 | 低楼层(共15层)  | 板楼,1人关注 / 1个月以前发布,23,"2,027元/平"
光谷向东 毛坯价买精装修 全新二手现房 未使用 无抵押,恒大金碧天下 -红莲湖,3室2厅 | 130.88平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,0人关注 / 2个月以前发布,54,"4,126元/平"
恒大一期联排别墅，户型好位置好，养老休闲度假村。,恒大金碧天下 -红莲湖,4室2厅 | 181.58平米 | 北 | 毛坯 | 3层  | 暂无数据 | 联排别墅 ,51人关注 / 8个月以前发布,135,"7,435元/平"
葛店上街不错的房子，价格和10年前一样,迎奥花园二期 -葛店高中,3室2厅 | 83.5平米 | 南 | 精装 | 中楼层(共8层)  | 暂无数据,0人关注 / 2个月以前发布,20.9,"2,503元/平"
比选好房，高层价格买别墅，前后花园！紧挨高尔夫球场,红莲湖高尔夫国际社区 -红莲湖,4室2厅 | 185.82平米 | 南 | 毛坯 | 低楼层(共3层)  | 板楼,26人关注 / 7个月以前发布,98,"5,274元/平"
精装三房*大阳台户型方正低价出售,光谷新城 -葛店高中,3室2厅 | 103.69平米 | 南 北 | 精装 | 低楼层(共9层)  | 塔楼,0人关注 / 一年前发布,29,"2,797元/平"
次新房经典三房户型 长阳台可做飞机跑道,光谷新都 -葛店南站,3室2厅 | 91.8平米 | 南 | 毛坯 | 低楼层(共33层)  | 塔楼,2人关注 / 3个月以前发布,59,"6,428元/平"
光谷东 红莲湖 低密小洋房 临湖有公园,御合院 -红莲湖,3室2厅 | 132.32平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 暂无数据,11人关注 / 7个月以前发布,50,"3,779元/平"
迎奥花园一期 2室2厅 东南,迎奥花园一期 -葛店高中,2室2厅 | 87.5平米 | 东南 | 精装 | 低楼层(共9层)  | 暂无数据,2人关注 / 7个月以前发布,23,"2,629元/平"
联发红墅东方联排边户，花园100平左右~！！,联发红墅东方 -红莲湖,3室3厅 | 157.2平米 | 东南 | 毛坯 | 低楼层(共3层)  | 塔楼,3人关注 / 一年前发布,116,"7,380元/平"
太子花苑精装修四房家具家电全齐，45万满二,太子花苑 -葛店高中,3室2厅 | 109平米 | 南 | 精装 | 低楼层(共13层)  | 板楼,0人关注 / 1个月以前发布,40,"3,670元/平"
恒大金碧天下精装两房，户型方正格局，阳台已封,恒大金碧天下 -红莲湖,2室2厅 | 72.57平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,1人关注 / 30天以前发布,30,"4,134元/平"
光谷佳园 3室2厅 南,光谷佳园 -葛店高中,3室2厅 | 93平米 | 南 | 简装 | 中楼层(共8层)  | 暂无数据,1人关注 / 1个月以前发布,28,"3,011元/平"
地铁口菱湖印象毛坯三房，业主诚心出售，满二税费低,菱湖印象 -葛店南站,3室2厅 | 94.45平米 | 南 | 毛坯 | 中楼层(共15层)  | 板楼,4人关注 / 3个月以前发布,43,"4,553元/平"
澜都园 3室2厅 南 北,澜都园 -城南区,3室2厅 | 135平米 | 南 北 | 精装 | 中楼层(共17层)  | 暂无数据,1人关注 / 2个月以前发布,98.5,"7,297元/平"
此房证件在手，毛坯随意装修，全屋朝南,驰恒之城 -城东区,3室2厅 | 108.95平米 | 南 北 | 精装 | 中楼层(共24层)  | 平房,1人关注 / 3个月以前发布,78,"7,160元/平"
房子价格便宜，中楼层，采光好。,光谷佳园 -葛店高中,2室1厅 | 76.2平米 | 南 北 | 毛坯 | 高楼层(共9层)  | 暂无数据,6人关注 / 4个月以前发布,11.5,"1,510元/平"
德福中央城电梯两房，价格回到2010年了,德福中央城 -葛店高中,2室2厅 | 80平米 | 南 | 毛坯 | 高楼层(共15层)  | 板楼,0人关注 / 2个月以前发布,20.8,"2,600元/平"
格局好，楼层好，视野开阔，采光充足，配套设施齐全,恒大金碧天下二期 -红莲湖,1室1厅 | 50平米 | 南 | 精装 | 中楼层(共32层)  | 板楼,7人关注 / 4个月以前发布,20.5,"4,100元/平"
紫菱东岸 3室2厅 南 北,紫菱东岸 -葛店南站,3室2厅 | 91.86平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 板楼,7人关注 / 4个月以前发布,45,"4,899元/平"
地铁口精装修三房，家具家电齐全拎包入住,紫菱东岸 -葛店南站,3室2厅 | 92平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,2人关注 / 4个月以前发布,65,"7,066元/平"
葛店南站精装修两房，全屋定制装修，诚心出售,武汉锦绣香江 -葛店南站,2室2厅 | 80平米 | 南 | 精装 | 中楼层(共26层)  | 塔楼,3人关注 / 3个月以前发布,50,"6,250元/平"
水乡小镇大三房  南北通透  湖景视野好 环境优美,联投水乡小镇 -梁子湖,3室2厅 | 117平米 | 南 北 | 毛坯 | 低楼层(共33层)  | 暂无数据,0人关注 / 1个月以前发布,52,"4,445元/平"
恒大金碧天下一期  高楼层 一线湖景,恒大金碧天下 -红莲湖,3室2厅 | 130.57平米 | 南 北 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 2个月以前发布,53,"4,060元/平"
光谷东   红莲湖 临湖别墅   业主急售,联发红墅东方 -红莲湖,3室1厅 | 157平米 | 南 北 | 毛坯 | 低楼层(共3层)  | 暂无数据,23人关注 / 一年前发布,95,"6,051元/平"
恒大二期，一线临湖，采光通风好！,恒大金碧天下二期 -红莲湖,3室2厅 | 103.46平米 | 东南 | 精装 | 高楼层(共32层)  | 板楼,0人关注 / 6个月以前发布,49,"4,737元/平"
此房产证已满2年，单价低，不临街，很安静，出租自住,光谷佳园 -葛店高中,2室1厅 | 68.1平米 | 南 | 简装 | 高楼层(共8层)  | 板楼,3人关注 / 1个月以前发布,15.5,"2,277元/平"
一线临湖小别墅 户型方正 无遮挡 地上三层前后花园,北大资源莲湖锦城 -红莲湖,2室2厅 | 107平米 | 北 南 | 毛坯 | 低楼层(共3层)  | 塔楼,7人关注 / 4个月以前发布,78,"7,290元/平"
此房产证已满2年，单价低，不临街，很安静，出租自,东谷中鑫城 -葛店高中,2室2厅 | 82.75平米 | 南 北 | 精装 | 中楼层(共13层)  | 暂无数据,0人关注 / 2个月以前发布,36,"4,351元/平"
采光好，无遮挡，格局合理，利用率高，公摊小，,光谷佳园 -葛店高中,1室1厅 | 39.98平米 | 南 | 毛坯 | 高楼层(共9层)  | 板楼,46人关注 / 一年前发布,7,"1,751元/平"
光谷佳园 3室1厅 南,光谷佳园 -葛店高中,3室1厅 | 81平米 | 南 | 简装 | 高楼层(共9层)  | 板楼,3人关注 / 1个月以前发布,16.5,"2,038元/平"
光谷佳园之绿茵小镇，是有天然气的电梯房，,光谷佳园 -葛店高中,2室2厅 | 74.13平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,9人关注 / 一年前发布,26,"3,508元/平"
恒大金碧天下一期 精装+软装 满二年 湖景5房高楼层,恒大金碧天下 -红莲湖,5室2厅 | 159平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,4人关注 / 7个月以前发布,81,"5,095元/平"
开发区装修两房 电梯中间楼层 房东诚心卖,昊城景都 -葛店管委会,2室2厅 | 93平米 | 东南 | 简装 | 低楼层(共18层)  | 塔楼,1人关注 / 7个月以前发布,36,"3,871元/平"
宏洋·凤凰城 2室2厅 南,宏洋·凤凰城 -城南区,2室2厅 | 79平米 | 南 | 精装 | 低楼层(共26层)  | 暂无数据,3人关注 / 4个月以前发布,65,"8,228元/平"
高层价格买别墅，有花园，挑空，车位，光谷东后花园,北大资源莲湖锦城 -红莲湖,4室2厅 | 172平米 | 南 | 毛坯 | 低楼层(共3层)  | 暂无数据,0人关注 / 14天以前发布,129,"7,500元/平"
碧桂园假日半岛 5室3厅 南 北,碧桂园假日半岛 -梁子湖,5室3厅 | 223.13平米 | 南 北 | 毛坯 | 低楼层(共3层)  | 暂无数据,0人关注 / 5天以前发布,223,"9,995元/平"
双拼别墅 地上两层 自带车位 三面大花园 证满两年,碧桂园假日半岛 -梁子湖,5室3厅 | 224.65平米 | 南 北 | 毛坯 | 低楼层(共3层)  | 暂无数据,0人关注 / 5天以前发布,225,"10,016元/平"
房东急售 经典户型92平毛坯 三室两厅两卫,玉源商厦 -葛店管委会,3室2厅 | 92.89平米 | 南 | 毛坯 | 高楼层(共9层)  | 板楼,0人关注 / 4天以前发布,18,"1,938元/平"
毛坯，正规两层平顶复式楼，电梯高层,蕴福里·六十六号 -城东区,3室2厅 | 126平米 | 南 | 毛坯 | 高楼层(共17层)  | 板楼,0人关注 / 一年前发布,88,"6,985元/平"
大花园别墅 位置好 景观带 房本满二 格局方正,恒大金碧天下二期 -红莲湖,5室1厅 | 249.53平米 | 北 | 毛坯 | 低楼层(共3层)  | 板楼,0人关注 / 16天以前发布,280,"11,222元/平"
太子花苑中高好楼层一室一厅采光充足户型方正,太子花苑 -葛店高中,1室1厅 | 58.9平米 | 东 | 毛坯 | 中楼层(共17层)  | 塔楼,0人关注 / 9天以前发布,20,"3,396元/平"
精装三房 全新装修 拎包入住 楼层好,领秀东城 -葛店高中,3室2厅 | 83.34平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,0人关注 / 7天以前发布,42,"5,040元/平"
紫菱东岸 3室2厅 南 北,紫菱东岸 -葛店南站,3室2厅 | 95平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,0人关注 / 2天以前发布,68,"7,158元/平"
地处城南繁华地段，出行方便，教育资源丰富,鄂州市委小区 -城南区,4室2厅 | 198.17平米 | 南 北 | 简装 | 低楼层(共9层)  | 板塔结合,15人关注 / 5个月以前发布,108,"5,450元/平"
想要大院子的看过来 联排别墅边户 双拼别墅的院子,红莲山庄 -未知商圈,5室2厅 | 256.38平米 | 南 北 | 毛坯 | 低楼层(共3层)  | 暂无数据,0人关注 / 2个月以前发布,145,"5,656元/平"
金碧天下满二年 联排别墅中间户 南北院子 地上3层,恒大金碧天下 -红莲湖,4室2厅 | 186.48平米 | 南 | 毛坯 | 低楼层(共3层)  | 暂无数据,2人关注 / 一年前发布,195,"10,457元/平"
红莲湖信基丽池双拼别墅，三面院子,信基丽池澜湾 -红莲湖,4室2厅 | 176.07平米 | 北 | 毛坯 | 低楼层(共3层)  | 板塔结合,1人关注 / 2个月以前发布,208,"11,814元/平"
光谷科学岛精装别墅，地上四层，诚心出售，拎包入住,北大资源莲湖锦城 -红莲湖,3室2厅 | 145平米 | 南 北 | 精装 | 低楼层(共3层)  | 板塔结合,4人关注 / 一年前发布,260,"17,932元/平"
城西步梯复式楼，房东精装，产证满两年，交易方便。,然梦园 -城南区,4室2厅 | 147.9平米 | 南 北 | 精装 | 高楼层(共7层)  | 暂无数据,6人关注 / 3个月以前发布,77,"5,207元/平"
决版大双拼  花园巨大  抄大露台 价格放心谈,碧桂园假日半岛 -梁子湖,5室3厅 | 242.78平米 | 南 北 | 毛坯 | 低楼层(共3层)  | 暂无数据,1人关注 / 3个月以前发布,222,"9,145元/平"
光谷东红莲湖恒大金碧天下精装别墅 联排边户 院子大,恒大金碧天下 -红莲湖,5室3厅 | 186.48平米 | 南 | 精装 | 低楼层(共3层)  | 暂无数据,36人关注 / 一年前发布,251,"13,460元/平"
恒大联排边户 满二 坐北朝南 位置好 三面花园 位置好,恒大金碧天下 -红莲湖,5室3厅 | 186.48平米 | 南 | 毛坯 | 3层  | 暂无数据 | 联排别墅 ,0人关注 / 2个月以前发布,194,"10,404元/平"
恒大一期洋房，户型格局好，采光通透,恒大金碧天下 -红莲湖,5室2厅 | 277.39平米 | 东南 | 毛坯 | 高楼层(共4层)  | 板楼,2人关注 / 6个月以前发布,179,"6,454元/平"
红莲湖恒大金碧天下一期双拼别墅南入户三面花园证满二,恒大金碧天下 -红莲湖,5室2厅 | 236.39平米 | 南 | 毛坯 | 3层  | 暂无数据,3人关注 / 6个月以前发布,209,"8,842元/平"
武汉锦绣香江 4室2厅 西南,武汉锦绣香江 -葛店南站,4室2厅 | 231.33平米 | 西南 | 毛坯 | 高楼层(共7层)  | 塔楼,1人关注 / 2个月以前发布,178,"7,695元/平"
精装修，家具家电齐全！证满四年！！！！！,紫菱东岸 -葛店南站,3室2厅 | 92平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,12人关注 / 一年前发布,80,"8,696元/平"
双拼大别墅、上下三层建筑、地下室,红莲山庄 -未知商圈,5室2厅 | 295.86平米 | 东南 南 | 毛坯 | 低楼层(共3层)  | 暂无数据,0人关注 / 一年前发布,220,"7,436元/平"
比克花园  大平层湖景四房  诚意出售,比克花园 -葛店管委会,4室2厅 | 148.3平米 | 南 | 毛坯 | 高楼层(共25层)  | 塔楼,6人关注 / 一年前发布,70,"4,721元/平"
红莲湖恒大金碧天下 临湖两层双拼别墅  带地下室,恒大金碧天下二期 -红莲湖,3室2厅 | 181.87平米 | 南 | 毛坯 | 低楼层(共2层)  | 暂无数据,5人关注 / 5个月以前发布,195,"10,722元/平"
此房 格局通透 大花园 采光充足 满二 带地下室,恒大金碧天下二期 -红莲湖,5室2厅 | 252平米 | 南 | 毛坯 | 低楼层(共3层)  | 暂无数据,0人关注 / 6天以前发布,280,"11,112元/平"
业主诚心出售此房，寻找有缘的您。,太子花苑 -葛店高中,2室2厅 | 80.29平米 | 南 北 | 毛坯 | 高楼层(共19层)  | 塔楼,0人关注 / 26天以前发布,28.5,"3,550元/平"
丰润园  中低楼层   保养七八成新,丰润园 -城南区,3室2厅 | 160.73平米 | 南 北 | 精装 | 低楼层(共9层)  | 板楼,0人关注 / 1个月以前发布,90,"5,600元/平"
紫菱东岸，湖景大三房，诚心出售,紫菱东岸 -葛店南站,3室2厅 | 118.09平米 | 东南 | 毛坯 | 低楼层(共33层)  | 板楼,0人关注 / 29天以前发布,79,"6,690元/平"
北大资源莲湖锦城 4室2厅 南 北,北大资源莲湖锦城 -红莲湖,4室2厅 | 125.58平米 | 南 北 | 毛坯 | 高楼层(共11层)  | 板楼,0人关注 / 27天以前发布,55,"4,380元/平"
高家巷35号 3室2厅 南 北,高家巷35号 -老城区,3室2厅 | 88.8平米 | 南 北 | 精装 | 中楼层(共8层)  | 暂无数据,1人关注 / 11天以前发布,31.8,"3,582元/平"
恒大双拼别墅 房本满五  格局通透 大花园 采光充足,恒大金碧天下 -红莲湖,4室2厅 | 213.7平米 | 南 | 毛坯 | 低楼层(共3层)  | 暂无数据,200人关注 / 19天以前发布,235,"10,997元/平"
锦绣香江  大露台 湖景洋房 随时看房,武汉锦绣香江 -葛店南站,5室1厅 | 231平米 | 南 | 毛坯 | 高楼层(共9层)  | 塔楼,0人关注 / 7个月以前发布,238,"10,304元/平"
316国道旁 迎奥一期 122平大三房,迎奥花园一期 -葛店高中,3室2厅 | 122平米 | 南 | 毛坯 | 高楼层(共10层)  | 板楼,6人关注 / 一年前发布,37.5,"3,074元/平"
北大资源莲湖锦城。。。。。。。。。。。。,北大资源莲湖锦城 -红莲湖,4室2厅 | 172.9平米 | 南 北 | 毛坯 | 低楼层(共3层)  | 暂无数据,10人关注 / 一年前发布,155,"8,965元/平"
近地铁 花园别墅  房东急卖 随时可以看房,武汉锦绣香江 -葛店南站,4室2厅 | 272.73平米 | 东南 | 毛坯 | 3层  | 塔楼,6人关注 / 一年前发布,390,"14,300元/平"
红莲湖高尔夫国际社区双拼别墅诚心出售,红莲湖高尔夫国际社区 -红莲湖,4室2厅 | 247.14平米 | 南 北 | 毛坯 | 低楼层(共3层)  | 暂无数据,19人关注 / 一年前发布,220,"8,902元/平"
昊城景都 电梯大复式  格局好 动静分明,昊城景都 -葛店管委会,4室2厅 | 81.43平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,10人关注 / 一年前发布,35,"4,299元/平"
在水一方 3室2厅 南 北,在水一方 -城南区,3室2厅 | 127.21平米 | 南 北 | 其他 | 高楼层(共23层)  | 板塔结合,0人关注 / 6天以前发布,89.8,"7,060元/平"
距离11号地铁口400米，500米内有新华中小/学,祥瑞东方城 -葛店南站,3室1厅 | 124.35平米 | 南 | 毛坯 | 高楼层(共15层)  | 板楼,0人关注 / 5天以前发布,60,"4,826元/平"
光谷东郡小区 4室1厅 南 北,光谷东郡小区 -葛店南站,4室1厅 | 120平米 | 南 北 | 其他 | 高楼层(共30层)  | 塔楼,0人关注 / 4天以前发布,84,"7,000元/平"
二期地上三层带地下室 临景观带，花园200平，视野开阔,恒大金碧天下二期 -红莲湖,4室2厅 | 240.27平米 | 南 | 毛坯 | 低楼层(共3层)  | 板楼,1人关注 / 8个月以前发布,290,"12,070元/平"
东方华尔街精装两房  满五唯一  拎包入住   看房方便,东方华尔街 -城东区,2室1厅 | 75.69平米 | 南 | 精装 | 中楼层(共8层)  | 平房,0人关注 / 16天以前发布,32.9,"4,347元/平"
中源国际电梯好楼层，可看湖，户型好，三面采光大三房,中源国际大厦 -老城区,3室2厅 | 135.23平米 | 东南 | 精装 | 高楼层(共25层)  | 板塔结合,0人关注 / 16天以前发布,89.8,"6,641元/平"
金盾花园 2室1厅 南 北,金盾花园 -葛店管委会,2室1厅 | 70.41平米 | 南 北 | 简装 | 中楼层(共9层)  | 暂无数据,0人关注 / 6天以前发布,25,"3,551元/平"
城南在水一方  中间楼层、采光佳,在水一方 -城南区,3室2厅 | 117.42平米 | 南 | 毛坯 | 中楼层(共23层)  | 板塔结合,0人关注 / 17天以前发布,68.8,"5,860元/平"
