标题,开发商,房子信息,发布信息,售价/万,单价
精装修二十万，中间楼层，家具家电全留下，价格可以谈,光明观澜公馆 -长安,3室2厅 | 104.96平米 | 南 | 精装 | 中楼层(共34层) | 2017年建 | 板塔结合,0人关注 / 14天以前发布,195,"18,579元/平"
小两房，3，4号地铁口，二环旁，交通出行方便j,银领时代花园 -方庙,2室1厅 | 65.44平米 | 南 北 | 精装 | 低楼层(共22层) | 2013年建 | 板塔结合,0人关注 / 9天以前发布,76,"11,614元/平"
香江世纪名城 2室1厅 南,香江世纪名城 -铜陵路,2室1厅 | 71.21平米 | 南 | 简装 | 11层 | 2006年建 | 板塔结合,0人关注 / 9天以前发布,88,"12,358元/平"
万科雅庭大平层 楼层好 公园景观房 双阳台 一梯一户,万科森林公园雅庭 -森林公园,4室2厅 | 172.05平米 | 南 | 其他 | 30层  | 板塔结合,0人关注 / 11天以前发布,728,"42,314元/平"
俯瞰少荃湖 精装三房 全天采光 手慢无,当代MOMΛ未来城 -磨店,3室2厅 | 104.54平米 | 南 | 精装 | 高楼层(共34层) | 2018年建 | 板塔结合,0人关注 / 11天以前发布,141,"13,488元/平"
地铁三号线 繁华地段 五室二厅四卫 采光刺眼。,元一名城C区 -嘉山路,5室2厅 | 185.75平米 | 南 | 简装 | 11层 | 2009年建 | 板塔结合,0人关注 / 8天以前发布,260,"13,998元/平"
新站满二大洋房横厅大阳台 精装自住房 视野开阔,蓝光林肯公园 -东站,3室1厅 | 142.1平米 | 南 北 | 精装 | 高楼层(共11层)  | 板塔结合,1人关注 / 13天以前发布,212,"14,920元/平"
电梯房，可公积金，商品房，近地铁口,中振和润华府 -包公,2室1厅 | 82.8平米 | 南 | 精装 | 中楼层(共32层) | 2013年建 | 板塔结合,0人关注 / 5天以前发布,126,"15,218元/平"
恒大帝景 满二年，中高楼层  户型方正 南北双阳台,恒大帝景 -北城,3室2厅 | 131.18平米 | 南 | 精装 | 高楼层(共33层) | 2015年建 | 板楼,1人关注 / 6天以前发布,147,"11,206元/平"
楼层高 采光好 精装拎包入住 保养好 看房方便,恒大城 -龙岗,3室1厅 | 110.51平米 | 北 | 精装 | 32层 | 2014年建 | 板塔结合,1人关注 / 13天以前发布,143,"12,941元/平"
淮合花园 朝南2房 满二 价格合适  中间层 光线好,淮合花园 -七里塘,2室1厅 | 66.95平米 | 南 | 简装 | 低楼层(共28层) | 2012年建 | 板楼,0人关注 / 5天以前发布,55,"8,216元/平"
地铁口 精装修 中间位置 好楼层 全天采光,琥珀名城沁园 -龙岗,2室1厅 | 85.9平米 | 南 | 精装 | 6层 | 2009年建 | 板塔结合,1人关注 / 6天以前发布,121.5,"14,145元/平"
地铁口，禹洲商圈，中上楼层采光好，精装婚房拎包即住,禹洲中央广场C区 -肥东,2室2厅 | 83.99平米 | 南 | 精装 | 低楼层(共41层)  | 塔楼,0人关注 / 4天以前发布,84,"10,002元/平"
禹洲柳园 四房两厅两卫 户型方正 使用面积大 小高层,禹洲华侨城二期柳园 -染坊,4室2厅 | 115.65平米 | 南 | 精装 | 高楼层(共18层) | 2012年建 | 板塔结合,0人关注 / 3天以前发布,268,"23,174元/平"
恒大，品牌央企，低价诚心出售，随时看房,恒大城 -龙岗,3室1厅 | 120.32平米 | 南 | 精装 | 32层 | 2013年建 | 板塔结合,0人关注 / 7天以前发布,159.8,"13,282元/平"
此房面积大，中层采光好，户型方正。价格面议,隆昊昊天园 -七里塘,3室2厅 | 116.63平米 | 南 北 | 精装 | 18层 | 2012年建 | 板楼,1人关注 / 6天以前发布,158,"13,548元/平"
精装修拎包入住三房带露台  满五采光充足全明户型诚售,东方花园 -肥东,3室2厅 | 139.14平米 | 南 北 | 精装 | 高楼层(共6层)  | 板塔结合,1人关注 / 24天以前发布,86,"6,181元/平"
世茂品质洋房 依山傍水 双阳台 户型南北通透 诚心出售,世茂国风 -蜀麓,3室2厅 | 137.11平米 | 南 北 | 毛坯 | 中楼层(共7层) | 2020年建 | 板楼,0人关注 / 7天以前发布,470,"34,280元/平"
品质物业 素质房东 好楼层好位置 户型方正 配套齐全,朗香书院 -磨店,4室1厅 | 99.35平米 | 东南 南 | 毛坯 | 中楼层(共34层)  | 板楼,0人关注 / 1个月以前发布,152,"15,300元/平"
四号线地铁口 边户三房 采光好 业主诚心出售。。。,长虹世纪荣廷三期 -七里塘,3室2厅 | 95.49平米 | 南 | 简装 | 低楼层(共29层)  | 板塔结合,0人关注 / 1个月以前发布,131,"13,719元/平"
此房满五唯一，南北通透格局，配套设施齐全，交通便利,阳光汇景 -七里塘,3室2厅 | 120.21平米 | 南 北 | 简装 | 低楼层(共18层) | 2007年建 | 板楼,2人关注 / 19天以前发布,134,"11,148元/平"
业主急售 急售 急售 三房南北户型 通风好,中环东方名景 -七里塘,3室2厅 | 102.66平米 | 南 | 精装 | 中楼层(共7层) | 2006年建 | 板塔结合,5人关注 / 22天以前发布,152,"14,807元/平"
新上庆徽苑 小区前排边户 采光好 出入方便,庆徽苑 -北城,3室2厅 | 105.7平米 | 南 北 | 毛坯 | 高楼层(共34层) | 2016年建 | 板塔结合,3人关注 / 28天以前发布,104,"9,840元/平"
一环边  三室  配套齐全 含车位 随时看房,八建小区 -五里墩,3室1厅 | 75.59平米 | 南 | 简装 | 高楼层(共6层)  | 板楼,1人关注 / 20天以前发布,78,"10,319元/平"
置地栢景轩小两室，边户，采光视野好。,置地栢景轩 -和平路,2室1厅 | 72.86平米 | 南 | 简装 | 低楼层(共6层) | 2008年建 | 板塔结合,0人关注 / 21天以前发布,136,"18,666元/平"
户型方正，采光好，精装修，房东诚心卖,恒大帝景 -北城,3室2厅 | 106.11平米 | 南 | 精装 | 低楼层(共33层) | 2015年建 | 板塔结合,1人关注 / 27天以前发布,106,"9,990元/平"
庐阳北 金地丽景 三室两厅 看房随时,金地丽景 -北城,3室2厅 | 98.83平米 | 南 北 | 精装 | 低楼层(共26层)  | 板塔结合,0人关注 / 29天以前发布,97,"9,815元/平"
房子诚心出售，楼层好，装修好，可拎包入住！,海洲景秀世家 -龙岗,3室2厅 | 90.19平米 | 南 | 精装 | 中楼层(共32层) | 2012年建 | 板塔结合,0人关注 / 21天以前发布,120,"13,306元/平"
医疗 购物 地铁 公交 一应俱全 生活方便 配套成熟,香格里拉花园 -方庙,3室2厅 | 108.85平米 | 南 | 精装 | 低楼层(共6层) | 2008年建 | 板塔结合,0人关注 / 22天以前发布,198,"18,191元/平"
次新小区 满五唯一 精装修 拎包入住！,阳光棕榈园 -龙岗,3室2厅 | 91.03平米 | 南 | 精装 | 中楼层(共18层) | 2011年建 | 板塔结合,3人关注 / 23天以前发布,122,"13,403元/平"
电梯房中间楼层精装修家具家电齐全业主急售,文一名门名城 -龙岗,3室2厅 | 100.23平米 | 南 北 | 精装 | 高楼层(共31层) | 2018年建 | 板塔结合,0人关注 / 22天以前发布,170,"16,961元/平"
万达商圈 全明户型 精装三房  业主诚心出售 看房方便,万成华府 -龙岗,3室1厅 | 82.88平米 | 南 | 精装 | 中楼层(共32层) | 2013年建 | 板塔结合,3人关注 / 15天以前发布,115,"13,876元/平"
房主诚心卖 随时可看 价格可谈,国耀园上园 -东站,3室2厅 | 97.8平米 | 南 | 简装 | 17层 | 2012年建 | 板楼,1人关注 / 29天以前发布,145,"14,827元/平"
精装修复式户型  朝南采光好  地段购物方便,信地城市广场 -长淮,2室1厅 | 52.37平米 | 南 | 精装 | 高楼层(共20层) | 2011年建 | 板塔结合,1人关注 / 24天以前发布,80,"15,276元/平"
：御景嘉苑优质大三房楼栋楼层好的位置有钥匙,御景嘉苑 -北城,3室2厅 | 101.01平米 | 南 | 毛坯 | 高楼层(共29层)  | 塔楼,0人关注 / 15天以前发布,120,"11,881元/平"
长淮地铁口，中间楼层，边户，业主诚心出售,长淮新村A区 -胜利路,2室1厅 | 62.43平米 | 南 | 毛坯 | 6层  | 板塔结合,1人关注 / 22天以前发布,72,"11,533元/平"
安医旁 近地铁 三室两厅一卫简装 诚心卖 价格可议,文一陶冲湖城市广场 -站北,3室2厅 | 87.83平米 | 南 | 简装 | 中楼层(共27层)  | 板塔结合,0人关注 / 30天以前发布,143,"16,282元/平"
此房满五，楼层为中高楼层，前后无挡，视野广阔。,金宏豪庭 -海棠,3室1厅 | 93.02平米 | 南 | 精装 | 高楼层(共18层) | 2013年建 | 板塔结合,0人关注 / 13天以前发布,232,"24,941元/平"
满两年无增值税  随时看房  贷款业主自还   采光好,御景前城 -临湖,2室2厅 | 86.26平米 | 南 | 精装 | 低楼层(共18层) | 2012年建 | 板塔结合,0人关注 / 7天以前发布,187,"21,679元/平"
万象汇旁 地铁三号线旁 全天采诚心出售 价格可谈,昆仑花园 -海棠,3室1厅 | 78.16平米 | 南 北 | 精装 | 中楼层(共18层) | 2008年建 | 板塔结合,1人关注 / 14天以前发布,140,"17,912元/平"
地矿边户，纯毛坯大三房，楼层好全天无遮挡采光,地矿家园 -周谷堆,3室2厅 | 117.22平米 | 南 北 | 毛坯 | 高楼层(共34层) | 2012年建 | 塔楼,1人关注 / 13天以前发布,227,"19,366元/平"
金都华庭，精装修 随时看房 价格可以谈,金都华庭五期 -杏林,3室2厅 | 104.23平米 | 南 | 精装 | 中楼层(共20层) | 2017年建 | 板塔结合,0人关注 / 15天以前发布,170,"16,311元/平"
满五唯一，配套设施齐全，视野宽阔，采光充光,华地紫园 -兴园,2室1厅 | 89.15平米 | 南 | 精装 | 高楼层(共32层) | 2014年建 | 板塔结合,0人关注 / 6天以前发布,207,"23,220元/平"
京华世家 南北通透 大三房 业主精装自住 诚心出售,京华世家 -淝河镇,3室2厅 | 123.28平米 | 南 北 | 精装 | 中楼层(共16层)  | 板塔结合,0人关注 / 8天以前发布,215,"17,440元/平"
安粮四房，边户户型好，中层采光好,安粮城市广场 -稻香村,4室2厅 | 132.03平米 | 南 北 | 简装 | 高楼层(共34层) | 2013年建 | 板塔结合,0人关注 / 15天以前发布,299,"22,647元/平"
楼间距大采光好 业主诚心卖 中间楼层,保利香槟国际 -兴园,2室2厅 | 84.7平米 | 南 | 精装 | 33层 | 2016年建 | 板塔结合,0人关注 / 8天以前发布,283,"33,413元/平"
边户三房，通透带车位，看房方便,星隆购物广场 -周谷堆,3室1厅 | 113.72平米 | 南 北 | 简装 | 中楼层(共34层) | 2014年建 | 板塔结合,2人关注 / 13天以前发布,186,"16,356元/平"
广视花园 4室2厅 南,广视花园 -工业园,4室2厅 | 152.94平米 | 南 | 毛坯 | 低楼层(共30层) | 2010年建 | 板塔结合,0人关注 / 12天以前发布,330,"21,578元/平"
南艳湖公园旁 中间位置 公摊小 南北通风户型 随时看房,南湖春城 -海恒,3室1厅 | 102.68平米 | 南 | 简装 | 低楼层(共6层) | 2008年建 | 板塔结合,0人关注 / 14天以前发布,189.3,"18,436元/平"
华地润园 3室1厅 南,华地润园 -莲花,3室1厅 | 106.07平米 | 南 | 精装 | 28层 | 2015年建 | 板楼,1人关注 / 13天以前发布,236,"22,250元/平"
精装修 中铁物业湖景房，边户通透性好，全屋品牌定制,中铁国际城品园 -四里河,3室2厅 | 95.02平米 | 南 | 精装 | 高楼层(共34层) | 2016年建 | 板塔结合,0人关注 / 14天以前发布,210,"22,101元/平"
中间楼层，精装五十多万，诚心出售,华邦蜀山里 -新产业园,4室2厅 | 118.55平米 | 东 南 北 | 精装 | 中楼层(共32层) | 2016年建 | 板楼,1人关注 / 9天以前发布,320,"26,993元/平"
精装户型方正，双阳台 翡翠湖畔 环境优美,安大磬苑 -芙蓉,3室2厅 | 110.55平米 | 南 | 精装 | 低楼层(共6层) | 2009年建 | 板塔结合,0人关注 / 14天以前发布,349,"31,570元/平"
采光无遮挡， 出行交通方便，紧靠滨湖，骆岗公园,美丹家园 -骆岗,3室1厅 | 97.12平米 | 南 北 | 简装 | 低楼层(共11层) | 2008年建 | 板塔结合,1人关注 / 11天以前发布,145,"14,930元/平"
满五 精装修直接拎包入住 采光好,地矿家园 -周谷堆,3室1厅 | 108.93平米 | 南 | 精装 | 中楼层(共34层) | 2012年建 | 板塔结合,0人关注 / 9天以前发布,215,"19,738元/平"
精装小两房，近滨湖，领包入住，随时看房,南郡明珠 -锦绣,2室1厅 | 67.19平米 | 南 | 其他 | 低楼层(共11层) | 2011年建 | 板塔结合,0人关注 / 2天以前发布,102,"15,181元/平"
柏景湾 电梯房  精装修，视野开阔，配套成熟,柏景湾 -亳州,3室2厅 | 139.43平米 | 南 | 简装 | 中楼层(共11层) | 2003年建 | 板塔结合,0人关注 / 3天以前发布,354,"25,390元/平"
小区TOP级洋房，地铁口，改善户型，业主诚售,万科城市之光 -四里河,4室2厅 | 141.43平米 | 南 北 | 毛坯 | 中楼层(共7层) | 2017年建 | 板塔结合,1人关注 / 8天以前发布,532,"37,616元/平"
23楼满五唯一 纯边户 户型方正 置换诚售,祥源城 -长宁,3室2厅 | 103.55平米 | 南 | 简装 | 29层 | 2017年建 | 板塔结合,1人关注 / 3天以前发布,293,"28,296元/平"
精装修 配套齐全 拎包入住 楼层采光充足视野好,丽水芙蓉 -周谷堆,3室2厅 | 130.51平米 | 南 | 精装 | 高楼层(共30层) | 2010年建 | 板楼,2人关注 / 9天以前发布,199,"15,248元/平"
楼霸！婚房精致装修25万，中高楼层，出门即地铁幼儿园,保利海上五月花B区 -环湖CBD,3室2厅 | 118.45平米 | 南 | 精装 | 41层 | 2016年建 | 板塔结合,0人关注 / 2天以前发布,335,"28,282元/平"
四里河万科旁 精装二房 拎包入住,碧水源 -四里河,2室2厅 | 89平米 | 南 | 精装 | 中楼层(共18层) | 2010年建 | 板塔结合,0人关注 / 14天以前发布,169,"18,989元/平"
政务东  地铁口三房  中楼层 精装修满五唯一,信达天御琅诗郡 -常青,3室2厅 | 88.4平米 | 南 北 | 精装 | 低楼层(共34层) | 2016年建 | 板楼,0人关注 / 5天以前发布,243,"27,489元/平"
政务区旁边 改善毛坯四房 融创高品质小区 户型方正,融创玖樟台 -黄小,4室2厅 | 148.52平米 | 南 | 毛坯 | 中楼层(共17层)  | 板塔结合,0人关注 / 1个月以前发布,335,"22,556元/平"
复式 ，北一环内交通便捷，房型方正，采光好,北华园小区 -胜利路,4室2厅 | 218.1平米 | 南 | 简装 | 高楼层(共6层) | 2005年建 | 板塔结合,5人关注 / 31天以前发布,150,"6,878元/平"
联排别墅三层大阳台露台带阳光房，小区中轴位置,万振逍遥苑连排 -周谷堆,5室3厅 | 253.34平米 | 南 北 | 精装 | 低楼层(共2层) | 2004年建 | 板塔结合,15人关注 / 1个月以前发布,400,"15,790元/平"
叠墅、视野舒适、采光通风居住都舒适。,帝豪星港湾 -七里塘,4室3厅 | 182.55平米 | 南 北 | 精装 | 3层 | 2009年建 | 板塔结合,168人关注 / 一年前发布,180,"9,861元/平"
洋房大平层，露天阳台，精装修未住人，随时可看.,皇马花园 -龙岗,4室2厅 | 220平米 | 南 | 精装 | 5层  | 板塔结合,22人关注 / 6个月以前发布,205,"9,319元/平"
振徽苑小区中间景观房，大四室精装修有车位，诚心出售,滨湖世纪城振徽苑 -滨湖世纪,4室2厅 | 152平米 | 南 | 精装 | 高楼层(共33层) | 2011年建 | 板塔结合,1人关注 / 7天以前发布,335,"22,040元/平"
品质小区，边户四房，采光刺眼，精装自住,蓝鼎星河府 -周谷堆,4室2厅 | 141.62平米 | 南 北 | 精装 | 中楼层(共45层) | 2013年建 | 板塔结合,0人关注 / 4天以前发布,290,"20,478元/平"
新上福桂苑楼层好，中间位置，采光好，南北通透,望湖城桂香居福桂苑 -望湖,3室2厅 | 131.78平米 | 南 北 | 精装 | 中楼层(共17层) | 2010年建 | 板塔结合,1人关注 / 4天以前发布,345,"26,180元/平"
精装三房，有车位全天采光视野好，真实信息,万达临湖苑A区 -环湖CBD,3室1厅 | 94平米 | 南 | 精装 | 中楼层(共32层) | 2014年建 | 板楼,0人关注 / 2天以前发布,239,"25,426元/平"
栢悦经典三房，纯边户，开发商统一装修，诚心出售,置地栢悦公馆 -荷叶地,3室2厅 | 140.01平米 | 南 北 | 精装 | 中楼层(共40层) | 2012年建 | 板楼,0人关注 / 5天以前发布,700,"49,997元/平"
此房满五年 业主诚心卖 采光无遮挡 买一层得一层,信旺华府骏苑 -南七,2室2厅 | 72.45平米 | 西 | 简装 | 18层 | 2005年建 | 板塔结合,1人关注 / 6天以前发布,130,"17,944元/平"
一号线长淮地铁口，采光无遮挡，交通便利，楼层好。,元一时代广场 -胜利路,3室2厅 | 137.03平米 | 南 | 简装 | 高楼层(共27层) | 2002年建 | 板塔结合,1人关注 / 15天以前发布,173,"12,625元/平"
金宇天地城 3室2厅 南,金宇天地城 -新港,3室2厅 | 89.8平米 | 南 | 精装 | 高楼层(共30层)  | 板楼,0人关注 / 16天以前发布,153,"17,038元/平"
瑶海公园旁 地铁口洋房配置 一梯两户  客厅朝南带阳台,东湖山庄·碧云阁 -七里塘,3室2厅 | 114.31平米 | 南 北 | 简装 | 中楼层(共11层) | 2008年建 | 板塔结合,1人关注 / 14天以前发布,145,"12,685元/平"
此房满五唯一，无个税 高楼层 采光视野好 交通便利,纪元阳光地带 -双岗,2室2厅 | 104.41平米 | 南 北 | 简装 | 中楼层(共18层) | 2012年建 | 板楼,0人关注 / 10天以前发布,128.8,"12,336元/平"
唯独人车分流小区 环境优美 采光好,新华九龙首府 -芙蓉,3室1厅 | 94.99平米 | 南 | 毛坯 | 中楼层(共18层) | 2019年建 | 塔楼,0人关注 / 13天以前发布,175,"18,423元/平"
禹洲华侨城小微公馆 民用水电 诚心出售 看房方便,禹洲华侨城三期枫园 -染坊,2室1厅 | 49.21平米 | 北 | 精装 | 24层 | 2016年建 | 板塔结合,0人关注 / 15天以前发布,91,"18,493元/平"
南北通双阳台 户型方正 满五年唯一 小区中间位置,恒大帝景 -北城,3室2厅 | 114.12平米 | 南 | 精装 | 中楼层(共33层) | 2015年建 | 板楼,0人关注 / 9天以前发布,127,"11,129元/平"
此房满五唯一，户型方正，采光充足，通风性良好,风景苑 -方庙,3室1厅 | 89.12平米 | 南 北 | 精装 | 低楼层(共6层) | 2003年建 | 板塔结合,1人关注 / 14天以前发布,105,"11,782元/平"
此房满五 免增值税 采光好 户型正,国安家园 -红光,2室1厅 | 91.23平米 | 南 | 简装 | 中楼层(共6层) | 2007年建 | 板楼,1人关注 / 7天以前发布,107,"11,729元/平"
小区环境好，业主诚售，有产证 单价低 房子总价低,兴华苑B区 -七里塘,2室1厅 | 65.23平米 | 南 北 | 简装 | 低楼层(共18层)  | 板塔结合,0人关注 / 8天以前发布,67,"10,272元/平"
大两房，全明户型，楼下就是永辉生鲜传奇，交通便利,尚泽紫金公馆商住楼 -锦绣,2室1厅 | 88平米 | 南 | 精装 | 高楼层(共26层) | 2016年建 | 板塔结合,0人关注 / 12天以前发布,50,"5,682元/平"
方庙地铁口精装两房，双开间大阳台，采光很好两房朝南,金成港湾 -七里塘,2室2厅 | 87.31平米 | 南 | 精装 | 低楼层(共26层)  | 板塔结合,1人关注 / 14天以前发布,100,"11,454元/平"
滨湖西高品质小区  旭辉开发商,旭辉滨湖江来 -肥西,3室2厅 | 92.01平米 | 南 | 其他 | 24层  | 板塔结合,0人关注 / 15天以前发布,165,"17,933元/平"
好位置  采光好  满五 配套完善,中街水晶城 -肥西,3室1厅 | 103.06平米 | 南 | 简装 | 低楼层(共15层)  | 板塔结合,0人关注 / 14天以前发布,125,"12,129元/平"
总价低 户型好 采光佳 看房方便 业主诚心出售,橘郡万绿园 -铜陵路,3室1厅 | 104.8平米 | 南 | 简装 | 高楼层(共6层) | 2004年建 | 板楼,0人关注 / 8天以前发布,125,"11,928元/平"
家天下商圈旁，两室两厅，房型方正满五唯一，拎包入住,康城静林湾 -七里塘,2室2厅 | 77.13平米 | 南 | 精装 | 中楼层(共16层)  | 板楼,0人关注 / 14天以前发布,104,"13,484元/平"
兴海苑三期 两房朝南 精装修 全天采光,兴海苑C区 -七里塘,2室1厅 | 61.8平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,3人关注 / 14天以前发布,67,"10,842元/平"
三孝口新闻出版局大院 两室一厅1楼带院子 全明户型,省新闻出版局宿舍 -三孝口,2室1厅 | 57.98平米 | 南 | 简装 | 低楼层(共5层)  | 板楼,0人关注 / 11天以前发布,220,"37,945元/平"
实验小 学本部，大地中 学一条马路之隔，得房率 高,实验小学住宿楼 -肥西,3室2厅 | 133.96平米 | 南 | 毛坯 | 低楼层(共6层)  | 暂无数据,0人关注 / 11天以前发布,129,"9,630元/平"
刚需房，精装修未住过人，户型方正，出门就是公园。,光明观澜公馆 -长安,2室2厅 | 82.42平米 | 东南 西 | 精装 | 低楼层(共34层) | 2018年建 | 板塔结合,0人关注 / 10天以前发布,139,"16,865元/平"
荷园精装两房，楼层好，位置佳，采光刺眼,禹洲华侨城三期荷园 -染坊,2室1厅 | 76.57平米 | 东 南 | 精装 | 高楼层(共18层) | 2014年建 | 板塔结合,1人关注 / 11天以前发布,134,"17,501元/平"
满五唯一 精装边户 近市区 采光好,信地华地城 -繁华新园,3室2厅 | 98.65平米 | 南 北 | 精装 | 33层 | 2016年建 | 板楼,2人关注 / 9天以前发布,184,"18,652元/平"
二期环境好 采光好 居住舒适 生活氛围浓厚,禹洲天玺 -繁华新园,3室2厅 | 102.96平米 | 南 北 | 毛坯 | 低楼层(共32层) | 2018年建 | 板塔结合,0人关注 / 8天以前发布,192,"18,649元/平"
生态丽景A区    经典两房户型  值得一看,香江生态丽景A区 -七里塘,2室2厅 | 82.72平米 | 南 | 精装 | 中楼层(共6层)  | 板塔结合,0人关注 / 12天以前发布,109.5,"13,238元/平"
精装修没住过 业主诚心出售 户型方正,建业领翔花园 -南七,3室2厅 | 141.74平米 | 南 | 精装 | 中楼层(共17层) | 2012年建 | 板塔结合,2人关注 / 13天以前发布,290,"20,460元/平"
瑶海公园旁边 地铁一号线就在小区门口 楼层低,瑶海冲恢复楼 -长淮,3室1厅 | 83.11平米 | 南 | 简装 | 低楼层(共3层)  | 板塔结合,1人关注 / 8天以前发布,73,"8,784元/平"
政务区 内森庄园 前排楼栋 改善大平层 业主诚售,内森庄园 -笔架山,4室2厅 | 252.31平米 | 南 北 | 其他 | 24层  | 板塔结合,4人关注 / 23天以前发布,1050,"41,616元/平"
森海豪庭，小区中间位置，安静，不吵。,森海豪庭 -方庙,3室2厅 | 144.82平米 | 南 | 精装 | 中楼层(共11层) | 2004年建 | 板塔结合,1人关注 / 16天以前发布,190,"13,120元/平"
华润北区南北5室，全天采光户型方正，四开间朝南。,华润幸福里 -南七,5室2厅 | 141.28平米 | 南 | 精装 | 高楼层(共11层) | 2013年建 | 板塔结合,3人关注 / 15天以前发布,413,"29,233元/平"
瑞徽苑 两梯四户标准三房 拎包入住 业主诚心,瑞徽苑 -北城,3室1厅 | 93.44平米 | 南 | 简装 | 低楼层(共33层) | 2013年建 | 塔楼,0人关注 / 14天以前发布,90,"9,632元/平"
此房满两年 精装修楼层采光视野好  诚心出售,万达华府 -方庙,3室2厅 | 99.86平米 | 南 | 精装 | 高楼层(共34层) | 2015年建 | 塔楼,0人关注 / 14天以前发布,220,"22,031元/平"
经典3居 多层公摊小 38 精装修 拎包入住 随时看,水上园小区 -明光路,3室2厅 | 75.31平米 | 南 北 | 精装 | 中楼层(共6层) | 1999年建 | 板楼,1人关注 / 9天以前发布,136,"18,059元/平"
政务西全天采光，前排洋房，三房边户可遇不可求,信地华地城 -繁华新园,3室2厅 | 98.69平米 | 南 北 | 精装 | 32层 | 2016年建 | 板楼,0人关注 / 10天以前发布,190,"19,253元/平"
晚报社 火车站商圈 正规商品房 开发商自持物业,信地城市广场 -长淮,3室2厅 | 86.45平米 | 南 | 简装 | 中楼层(共32层) | 2011年建 | 板塔结合,0人关注 / 9天以前发布,152,"17,583元/平"
精装边户无遮挡视野开阔 拎包入住随时看房,文一名门绿洲 -繁华新园,3室2厅 | 97.39平米 | 东南 南 | 精装 | 30层 | 2017年建 | 板楼,1人关注 / 9天以前发布,180,"18,483元/平"
冠徽苑中装三房，小区前排业主诚心出售,冠徽苑 -北城,3室2厅 | 96.29平米 | 南 | 精装 | 高楼层(共33层) | 2012年建 | 板楼,0人关注 / 9天以前发布,98.9,"10,272元/平"
万达旁，小三室，业主急售，中高楼层，视野好,文一云河湾 -龙岗,3室2厅 | 88.25平米 | 南 | 精装 | 高楼层(共30层)  | 板塔结合,0人关注 / 9天以前发布,130,"14,731元/平"
瑶海万达旁边 满二年 商圈成熟，地铁口2/3/4 随时看房,东升花园 -方庙,2室2厅 | 82.32平米 | 南 | 精装 | 高楼层(共11层)  | 板塔结合,0人关注 / 8天以前发布,98,"11,905元/平"
地铁口次新小区 优质楼栋楼层，精装四室 改善佳选,禹洲中央城 -七里塘,4室2厅 | 112.31平米 | 南 | 精装 | 中楼层(共34层) | 2018年建 | 板塔结合,1人关注 / 8天以前发布,215,"19,144元/平"
