标题,开发商,房子信息,发布信息,售价/万,单价
出售  湖东小区 简单装修 非顶层,湖东小区 -老城区,3室1厅 | 73平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼,0人关注 / 4天以前发布,80,"10,959元/平"
国贸少有中楼层 东边套，视野美丽，一眼就心动 有钥匙,国贸仁皇君澜阁 -仁皇山分区,4室2厅 | 125.88平米 | 南 | 毛坯 | 低楼层(共32层)  | 板塔结合,0人关注 / 4天以前发布,236,"18,749元/平"
汎港润合洋房，双阳台，户型好，可满二过户,汎港润合 -西南分区,4室2厅 | 111.02平米 | 南 | 毛坯 | 低楼层(共11层)  | 板楼,3人关注 / 5个月以前发布,110,"9,909元/平"
汎港润合  此房源户型方正  采光好  适合居住,汎港润合 -西南分区,4室2厅 | 111.02平米 | 南 | 其他 | 低楼层(共11层)  | 板楼,1人关注 / 一年前发布,111,"9,999元/平"
配套齐全丨近水晶晶公园丨佳源广场,孔雀城水秀悦府 -南浔区,3室2厅 | 85平米 | 南 | 毛坯 | 低楼层(共34层)  | 暂无数据,0人关注 / 4天以前发布,65,"7,648元/平"
水映香缇 好楼层  无遮挡 紧靠金象湖 可议价,水映香缇 -南浔区,3室1厅 | 89平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 3天以前发布,100,"11,236元/平"
湖州府 业主诚意出售 看房方便 有钥匙 错过拍大腿,湖州府 -仁皇山分区,3室2厅 | 124.98平米 | 南 北 | 精装 | 低楼层(共34层)  | 暂无数据,0人关注 / 8天以前发布,190,"15,203元/平"
太湖天地，3室2卫，带装修，满二无车位，可拎包入住！,港达·太湖天地 -太湖度假区,3室2厅 | 89.48平米 | 南 | 简装 | 高楼层(共12层)  | 暂无数据,1人关注 / 3个月以前发布,107.8,"12,048元/平"
满五唯一，外立面罗马风，精致装修,贝尚湾 -南浔区,4室2厅 | 132.24平米 | 南 | 精装 | 中楼层(共5层)  | 暂无数据,12人关注 / 7个月以前发布,195,"14,746元/平"
理想城三房、户型方正、满二税少、拎包即可入住,天河理想城 -西南分区,3室2厅 | 88.94平米 | 南 | 精装 | 低楼层(共38层)  | 板楼,15人关注 / 一年前发布,112.8,"12,683元/平"
房东诚心出售，精装修，视野开阔，采光好！！,景瑞西西那堤花园 -西南分区,3室2厅 | 121.87平米 | 南 | 精装 | 高楼层(共26层)  | 板楼,10人关注 / 一年前发布,110,"9,027元/平"
仁皇优质好房名仕府一期，三房朝南，户型方正，南北通,赞成名仕府 -仁皇山分区,4室2厅 | 116.29平米 | 南 | 精装 | 中楼层(共8层)  | 塔楼,1人关注 / 1个月以前发布,238,"20,467元/平"
名仕府一期洋房顶楼，拓展面积多,赞成名仕府 -仁皇山分区,3室2厅 | 84.38平米 | 南 | 毛坯 | 高楼层(共9层)  | 塔楼,3人关注 / 8个月以前发布,150,"17,777元/平"
开发商精装，学-府为邻，中楼层，视野宽阔，采光充足,恒大悦珑湾 -湖东西区,2室2厅 | 77.5平米 | 南 | 精装 | 中楼层(共22层)  | 板塔结合,0人关注 / 5个月以前发布,135,"17,420元/平"
东边套户型，中间楼层，采光充足，看房有钥匙,幸福里(安吉县) -安吉县,4室2厅 | 119.47平米 | 南 | 毛坯 | 中楼层(共11层)  | 板楼,2人关注 / 8个月以前发布,148,"12,389元/平"
孔雀城 边套 采光好 配套成熟满两年有钥匙看房方便,新南浔孔雀城 -南浔区,4室2厅 | 128.13平米 | 南 北 | 毛坯 | 中楼层(共28层)  | 板塔结合,4人关注 / 一年前发布,110,"8,586元/平"
爱家华城三房，111平，自装居家房50万，2年外，是变现,爱家华城 -西南分区,3室2厅 | 111平米 | 东南 | 精装 | 低楼层(共32层)  | 塔楼,3人关注 / 一年前发布,155,"13,964元/平"
光明香樟园洋房3楼边套  得房率高,光明香樟园 -太湖度假区,3室2厅 | 133.25平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 塔楼,0人关注 / 3个月以前发布,150,"11,258元/平"
此房全新毛坯，奚塘景城三房两厅，楼层好，,佳源奚塘景城 -西南分区,3室2厅 | 107.43平米 | 南 | 毛坯 | 低楼层(共32层)  | 板楼,1人关注 / 7个月以前发布,110,"10,240元/平"
太湖天地设计错落有致太湖边精致洋房看山看湖看景惬意,港达·太湖天地 -太湖度假区,3室2厅 | 89.71平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 板楼,2人关注 / 7个月以前发布,100,"11,148元/平"
车位另售，得房率高，采光充足，看房方便,赞成名仕府 -仁皇山分区,4室2厅 | 88.14平米 | 南 | 毛坯 | 高楼层(共24层)  | 板塔结合,0人关注 / 1个月以前发布,140,"15,884元/平"
房东诚心出售视野无遮挡，舒适三房,天澜湾 -湖东西区,3室2厅 | 92.78平米 | 南 | 毛坯 | 高楼层(共17层)  | 暂无数据,3人关注 / 一年前发布,138,"14,874元/平"
（房东急售）4楼，东边套，三开间朝南，视野开阔,碧水嘉园 -安吉县,3室2厅 | 113.45平米 | 东南 | 毛坯 | 中楼层(共8层)  | 板楼,2人关注 / 3个月以前发布,80,"7,052元/平"
精装房 户型方正三开间朝南 采光好,碧桂园田园里东区 -西南分区,3室1厅 | 126平米 | 南 | 其他 | 中楼层(共18层)  | 板塔结合,4人关注 / 一年前发布,140,"11,112元/平"
精装两室，中间楼层，大阳台河景房,三洋阳光海岸 -西南分区,2室2厅 | 85.93平米 | 南 | 简装 | 中楼层(共21层)  | 板楼,0人关注 / 1个月以前发布,102,"11,871元/平"
精装修，家电齐全，拎包入住，楼层好，楼栋位置好,香悦世纪 -长兴县,3室2厅 | 88.34平米 | 南 | 精装 | 低楼层(共9层)  | 板楼,1人关注 / 5个月以前发布,148,"16,754元/平"
急售！一楼带小院，户型正气，卧室朝南，通风好,红丰新村 -老城区,3室1厅 | 52.45平米 | 南 北 | 简装 | 低楼层(共5层)  | 板楼,10人关注 / 一年前发布,69.5,"13,251元/平"
楼层好，采光充足，视野好，户型通透，,天际花园 -仁皇山分区,3室2厅 | 142.52平米 | 南 北 | 毛坯 | 中楼层(共36层)  | 板塔结合,9人关注 / 4个月以前发布,228,"15,998元/平"
市陌路小区标准户型，两开间朝南，楼层低,市陌路小区 -老城区,3室2厅 | 60.04平米 | 南 | 简装 | 低楼层(共6层)  | 板塔结合,1人关注 / 1个月以前发布,75,"12,492元/平"
中式庭院，奢丨侈如诗，一草、一木、一隅，庭院150平,绿城桃花源 -安吉县,3室2厅 | 140.97平米 | 东南 | 毛坯 | 1层  | 板楼 | 联排别墅 ,7人关注 / 3个月以前发布,520,"36,888元/平"
名仕府满二年4房出售  看房有钥匙,赞成名仕府 -仁皇山分区,4室2厅 | 88.68平米 | 南 | 毛坯 | 高楼层(共33层)  | 板塔结合,2人关注 / 4个月以前发布,135,"15,224元/平"
凤凰楼层采光好，小区边幢视野开阔，实用面积大,赞成名仕府 -仁皇山分区,4室2厅 | 88.09平米 | 南 | 毛坯 | 高楼层(共33层)  | 板塔结合,0人关注 / 1个月以前发布,137,"15,553元/平"
青竹园丨花园带鱼塘凉亭280朝南丨背山面湖丨坐北朝南,绿城桃花源 -安吉县,4室1厅 | 192.05平米 | 南 | 毛坯 | 低楼层(共2层)  | 板楼,11人关注 / 5个月以前发布,748,"38,949元/平"
中上楼层，满五，毛坯 三室两厅一厨一卫，空置中,祥和花园西区 -老城区,3室2厅 | 114.56平米 | 南 | 毛坯 | 中楼层(共25层)  | 板楼,2人关注 / 3个月以前发布,157,"13,705元/平"
南北通透，户型方正，距离金象湖公园一路之隔,新黄浦四象府 -南浔区,3室2厅 | 89.34平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 塔楼,0人关注 / 2个月以前发布,106,"11,865元/平"
自住精装修带花园50平，复式二层~,金色地中海 -仁皇山分区,4室2厅 | 140.79平米 | 南 北 | 精装 | 低楼层(共6层)  | 板塔结合,36人关注 / 一年前发布,258,"18,326元/平"
悦山湖洋房边套，有车位，户型好，好楼层,悦山湖花园二期 -仁皇山分区,4室2厅 | 136.3平米 | 南 | 毛坯 | 中楼层(共7层)  | 板楼,13人关注 / 9个月以前发布,266,"19,516元/平"
御湖天誉，中楼层，南北通透，可以看到太湖。诚心出售,御湖天誉 -太湖度假区,2室2厅 | 121.04平米 | 南 北 | 毛坯 | 中楼层(共22层)  | 塔楼,0人关注 / 1个月以前发布,116,"9,584元/平"
红丰新村房东诚心出售房源，好楼层，..........,红丰新村 -老城区,2室1厅 | 55.53平米 | 南 | 其他 | 中楼层(共5层)  | 板楼,0人关注 / 21天以前发布,68,"12,246元/平"
南浔古镇5级旅游景区旁，老城区配套设施齐全,万顺小区 -南浔区,3室2厅 | 118平米 | 南 北 | 精装 | 低楼层(共5层)  | 板楼,0人关注 / 6天以前发布,96,"8,136元/平"
星汇半岛一期房东急售83平五楼精装修全款90万,星汇半岛一期 -西南分区,2室1厅 | 84.18平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 16天以前发布,90,"10,692元/平"
新装修，拎包入住，采光好，南，，，，，,金湖人家 -西南分区,2室2厅 | 58.02平米 | 南 | 精装 | 高楼层(共6层)  | 塔楼,2人关注 / 27天以前发布,72,"12,410元/平"
凤凰片区好房 此房满五年不唯一， 交通便利 配套完善,中兴华苑 -凤凰分区,3室2厅 | 113平米 | 南 | 精装 | 中楼层(共10层)  | 塔楼,0人关注 / 29天以前发布,150,"13,275元/平"
房东急售 金象湖畔 公园里中间楼层,诚通公园里 -南浔区,3室2厅 | 100平米 | 南 北 | 毛坯 | 中楼层(共27层)  | 板楼,0人关注 / 29天以前发布,115,"11,500元/平"
户型方正，距离金象湖公园一路之隔，政府边上的新小,新黄浦四象府 -南浔区,3室1厅 | 89平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 塔楼,1人关注 / 28天以前发布,86,"9,663元/平"
西江月精装140平，带双车位，房东诚心出售，价格可谈,碧桂园南浔城投西江月 -南浔区,4室2厅 | 139.47平米 | 东南 | 精装 | 高楼层(共11层)  | 暂无数据,0人关注 / 23天以前发布,170.5,"12,225元/平"
好楼层丨房东全新装修有车位丨家具家电齐全丨,新南浔孔雀城 -南浔区,3室2厅 | 89.4平米 | 南 | 精装 | 中楼层(共28层)  | 板塔结合,1人关注 / 8个月以前发布,106,"11,857元/平"
自住精装修   拎包入住     看房方便只有一个契税,星汇半岛一期 -西南分区,3室2厅 | 125.26平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,12人关注 / 5个月以前发布,148,"11,816元/平"
汎港润合，洋房全新毛坯，三室两厅两卫，双阳台！,汎港润合 -西南分区,3室2厅 | 88.92平米 | 南 | 毛坯 | 中楼层(共11层)  | 板楼,3人关注 / 8个月以前发布,100,"11,247元/平"
精装修中间楼层，业主诚意出售，看房提前联系,映荷府 -西南分区,3室2厅 | 88.53平米 | 南 北 | 精装 | 中楼层(共16层)  | 暂无数据,0人关注 / 2个月以前发布,130,"14,685元/平"
户型方正，采光优越，随时可看房,天河理想城 -西南分区,3室2厅 | 88.99平米 | 南 | 毛坯 | 低楼层(共38层)  | 板楼,1人关注 / 6个月以前发布,88,"9,889元/平"
小区环境优美，小桥流水人家，品质高，楼层佳，采光好,祥生郡悦 -西南分区,3室2厅 | 98.07平米 | 东 | 毛坯 | 高楼层(共6层)  | 塔楼,1人关注 / 7个月以前发布,158,"16,111元/平"
满五，楼层好，采光好，设施配套齐全，接孩子方便,市陌路小区 -老城区,3室1厅 | 59.87平米 | 南 北 | 简装 | 高楼层(共6层)  | 板塔结合,7人关注 / 7个月以前发布,66,"11,024元/平"
汎港润和，即将满二，价可协，户型好！,汎港润合 -西南分区,3室2厅 | 107.9平米 | 南 | 毛坯 | 低楼层(共18层)  | 板楼,2人关注 / 6个月以前发布,113,"10,473元/平"
汎港润合四房，改善型家庭精选啊，新小区没的说,汎港润合 -西南分区,4室2厅 | 112.6平米 | 南 | 毛坯 | 低楼层(共11层)  | 板楼,7人关注 / 一年前发布,115,"10,214元/平"
户型方正，采光优越，楼间距宽阔,佳源奚塘景城 -西南分区,3室2厅 | 91.85平米 | 南 | 毛坯 | 高楼层(共28层)  | 板塔结合,0人关注 / 4个月以前发布,93,"10,126元/平"
科技城城芯高品质四居室房东诚心卖满两年,佳源奚塘景城 -西南分区,4室2厅 | 125.92平米 | 南 | 毛坯 | 低楼层(共28层)  | 板塔结合,2人关注 / 6个月以前发布,130,"10,325元/平"
爱家华城    三房    景观房,爱家华城 -西南分区,3室2厅 | 127.05平米 | 南 北 | 毛坯 | 中楼层(共32层)  | 塔楼,10人关注 / 一年前发布,140,"11,020元/平"
碧桂园田园里，精装交付，软装已配，拎包入住,碧桂园田园里东区 -西南分区,3室2厅 | 127平米 | 南 | 精装 | 中楼层(共17层)  | 暂无数据,1人关注 / 一年前发布,140,"11,024元/平"
映荷府，电梯洋房有产权车位和储藏室 精装修  有钥匙,映荷府 -西南分区,3室2厅 | 124.85平米 | 南 北 | 精装 | 高楼层(共6层)  | 暂无数据,5人关注 / 一年前发布,190,"15,219元/平"
房东诚心出售，凤凰神楼！简单装修，看房提前联系！,太阳城天成大厦 -凤凰分区,3室1厅 | 87.55平米 | 南 北 | 简装 | 中楼层(共32层)  | 塔楼,1人关注 / 5个月以前发布,158,"18,047元/平"
金象湖公园一路之隔，配套完善，旁边就有青少年活动宫,新黄浦四象府 -南浔区,3室1厅 | 117.7平米 | 南 | 其他 | 高楼层(共18层)  | 平房,1人关注 / 1个月以前发布,132,"11,215元/平"
精装1年的婚房，楼层好，西边套,恒泰阳光苑 -西南分区,3室2厅 | 89.65平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,1人关注 / 1个月以前发布,98,"10,932元/平"
赞成名仕府，东边套，居中楼栋，采光充足,赞成名仕府 -仁皇山分区,4室2厅 | 113.09平米 | 南 | 毛坯 | 低楼层(共18层)  | 板塔结合,15人关注 / 一年前发布,180,"15,917元/平"
高铁站旁，满二，户型方正，三开间朝南,岁金时代书香苑 -西南分区,3室2厅 | 93.45平米 | 南 | 毛坯 | 中楼层(共11层)  | 板塔结合,1人关注 / 3个月以前发布,95,"10,166元/平"
润合洋房，中楼层，双阳台，三开间，可满二过户！,汎港润合 -西南分区,3室2厅 | 86.91平米 | 南 | 毛坯 | 低楼层(共18层)  | 板楼,1人关注 / 3个月以前发布,92,"10,586元/平"
太湖天地，4室2卫，满二，诚心出售，看中价格可协商！,港达·太湖天地 -太湖度假区,4室2厅 | 113平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 暂无数据,0人关注 / 3个月以前发布,136,"12,036元/平"
佳源都市 三开间朝南  配套齐全 中上楼层 有钥匙,佳源奚塘景城 -西南分区,4室2厅 | 124.14平米 | 南 北 | 毛坯 | 低楼层(共32层)  | 板楼,0人关注 / 1个月以前发布,136,"10,956元/平"
房东小姐姐，价格好商量。俯瞰奥体的西边套,赞成名仕府 -仁皇山分区,4室2厅 | 114.38平米 | 南 西 北 | 精装 | 高楼层(共28层)  | 板楼,0人关注 / 1个月以前发布,189,"16,524元/平"
名仕府东边套精致小户型，大阳台视野好，可拓面积多,赞成名仕府 -仁皇山分区,4室2厅 | 113.27平米 | 南 | 毛坯 | 中楼层(共17层)  | 板楼,0人关注 / 3个月以前发布,175,"15,450元/平"
业主诚心出售，装修好有车位，配套设施齐全,凯旋宫 -南浔区,4室2厅 | 142.18平米 | 南 | 简装 | 中楼层(共27层)  | 塔楼,2人关注 / 4个月以前发布,120,"8,441元/平"
仁皇山位置，全新毛坯洋房，户型好，视野好，品质小区,大家仁皇府云锦 -仁皇山分区,4室2厅 | 141平米 | 南 | 毛坯 | 中楼层(共8层)  | 暂无数据,0人关注 / 8天以前发布,320,"22,696元/平"
交通方便，户型方正，配套设施齐全，面积大改善房,国贸仁皇君澜阁 -仁皇山分区,4室2厅 | 108.94平米 | 南 | 毛坯 | 中楼层(共32层)  | 板塔结合,0人关注 / 7天以前发布,187,"17,166元/平"
日月城三开间朝南，步梯2楼，有独立车库，精装有钥匙,日月城二期 -老城区,3室2厅 | 125.07平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,1人关注 / 1个月以前发布,180,"14,392元/平"
全新毛坯。有钥匙。南北户型，急售,汎港润合 -西南分区,3室2厅 | 89.09平米 | 南 北 | 其他 | 高楼层(共11层)  | 板楼,1人关注 / 9个月以前发布,103,"11,562元/平"
三开间朝南   户型方正  中间楼层 采光视野无遮挡,香悦华府 -仁皇山分区,4室2厅 | 138.24平米 | 南 北 | 其他 | 中楼层(共34层)  | 暂无数据,0人关注 / 7天以前发布,205,"14,830元/平"
岁金小区所处在湖州高铁站边上，未来新区高新产业园区,岁金时代书香苑 -西南分区,3室2厅 | 93.49平米 | 南 | 毛坯 | 中楼层(共11层)  | 板塔结合,2人关注 / 一年前发布,95,"10,162元/平"
房子户型好，楼层佳，小区环境好，房东诚心出售,孔雀城水秀悦府 -南浔区,3室2厅 | 85平米 | 南 | 毛坯 | 高楼层(共34层)  | 板塔结合,1人关注 / 13天以前发布,65,"7,648元/平"
房子户型好，楼层佳，小区环境好，房东诚心出售,孔雀城水秀悦府 -南浔区,3室2厅 | 105平米 | 南 | 毛坯 | 高楼层(共34层)  | 板塔结合,0人关注 / 13天以前发布,86.5,"8,239元/平"
海上湾大平层 西山漾公园 环境优美,海上湾 -湖东西区,4室2厅 | 154.09平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 塔楼,0人关注 / 2个月以前发布,153,"9,930元/平"
房子舒适度很高；楼层好，视野宽阔也好，采光充足,虹阳花园 -南浔区,3室2厅 | 101平米 | 南 | 其他 | 高楼层(共6层)  | 板塔结合,1人关注 / 2个月以前发布,91,"9,010元/平"
户型方正采光好，楼层好，配套齐全，交通便利,诺德上湖城 -湖东西区,4室2厅 | 140.37平米 | 南 | 毛坯 | 低楼层(共21层)  | 板塔结合,5人关注 / 一年前发布,150,"10,687元/平"
碧桂园江山赋 3室2厅 南,碧桂园江山赋 -仁皇山分区,3室2厅 | 117.28平米 | 南 | 毛坯 | 中楼层(共33层)  | 板楼,0人关注 / 3天以前发布,172,"14,666元/平"
此房户型正气，采光好，通风透气，很好,红丰家园 -老城区,3室1厅 | 96.29平米 | 北 南 | 简装 | 低楼层(共5层)  | 板楼,4人关注 / 7个月以前发布,120,"12,463元/平"
滨江丽景精装修顶楼带阁楼，142万诚心出售,滨江丽景 -南浔区,3室2厅 | 126平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,0人关注 / 18天以前发布,142,"11,270元/平"
大家品质，洋房社区，人车分流！,映荷府 -西南分区,4室2厅 | 180平米 | 南 | 精装 | 低楼层(共8层)  | 暂无数据,6人关注 / 7个月以前发布,228,"12,667元/平"
赞成学士府诚心出售好房，实际使用面积大,赞成学士府 -老城区,4室2厅 | 116.65平米 | 南 北 | 精装 | 低楼层(共31层)  | 板楼,4人关注 / 7个月以前发布,205,"17,574元/平"
四楼带阁楼，户型好，视野好，采光足,东白鱼潭小区 -老城区,5室2厅 | 117.35平米 | 南 | 简装 | 高楼层(共6层)  | 板塔结合,0人关注 / 1个月以前发布,150,"12,783元/平"
汎港一期 楼层好 户型方正 房东诚意出售,汎港润园一期 -西南分区,4室2厅 | 129.86平米 | 南 北 | 精装 | 低楼层(共30层)  | 塔楼,4人关注 / 7个月以前发布,155,"11,936元/平"
水晶晶公园一线景观房，开发商精装交付，满2年有钥匙,新城海上风华 -南浔区,4室2厅 | 125平米 | 南 | 其他 | 中楼层(共27层)  | 塔楼,0人关注 / 6天以前发布,125,"10,000元/平"
开发商精装修，户型方正，业主诚心出售，价格可协商,碧桂园田园里东区 -西南分区,3室1厅 | 100平米 | 南 | 其他 | 高楼层(共11层)  | 板塔结合,0人关注 / 4天以前发布,122,"12,200元/平"
小区绿化好，空气清新，大自然的清静,天河理想城 -西南分区,3室2厅 | 130平米 | 南 | 精装 | 中楼层(共34层)  | 板楼,0人关注 / 3个月以前发布,170,"13,077元/平"
余英小区好房精装，面积大，带一个储藏室。,余英东区 -德清县,3室2厅 | 127平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据,0人关注 / 9天以前发布,132,"10,394元/平"
小区品质高，此房为边套，环境优美，阳光好,海湖花园 -长兴县,3室1厅 | 130.91平米 | 南 | 毛坯 | 低楼层(共18层)  | 板楼,1人关注 / 2天以前发布,132,"10,084元/平"
龙溪小区 爱山青阳 高楼层小户型两房出售.....,龙溪小区 -凤凰分区,2室1厅 | 49.1平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,4人关注 / 5个月以前发布,65,"13,239元/平"
紫云小区 小户型两居室出售 采光好,紫云小区 -老城区,2室1厅 | 51.81平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,9人关注 / 一年前发布,55,"10,616元/平"
边户丨庭院150平（带200平菜地）精装，鱼塘，凉亭俱全,绿城桃花源 -安吉县,2室2厅 | 108.41平米 | 西南 | 精装 | 低楼层(共1层)  | 板塔结合,4人关注 / 2个月以前发布,480,"44,277元/平"
急售，楼层好，明厨明卫，全新毛坯，采光无遮挡双阳台,岁金时代书香苑 -西南分区,3室2厅 | 92.09平米 | 北 南 | 毛坯 | 中楼层(共20层)  | 板楼,4人关注 / 11个月以前发布,86.8,"9,426元/平"
楼间距大，绿化高，采光好，视野开阔，离市区近,天河理想城 -西南分区,3室2厅 | 88.99平米 | 南 | 毛坯 | 高楼层(共38层)  | 板楼,1人关注 / 一年前发布,92,"10,339元/平"
老城区，多层3楼出售，房东诚心卖，电梯已加装,星海名城 -老城区,2室1厅 | 75.56平米 | 南 | 精装 | 中楼层(共6层)  | 板塔结合,2人关注 / 4个月以前发布,125,"16,544元/平"
凯旋宫，旁边水晶晶公园，精装修，带产权车位，满2年,凯旋宫 -南浔区,2室2厅 | 90.25平米 | 南 | 精装 | 高楼层(共27层)  | 塔楼,13人关注 / 8个月以前发布,88,"9,751元/平"
满两年，爬楼梯不累，居家装修，拎包入住,华丰小区 -老城区,2室1厅 | 54.37平米 | 南 | 简装 | 中楼层(共5层)  | 板楼,2人关注 / 2个月以前发布,75.8,"13,942元/平"
诚心出售(山景合院别墅，120平精装修花园100方)满二,绿城桃花源 -安吉县,2室2厅 | 120.66平米 | 南 | 精装 | 1层  | 板塔结合 | 联排别墅 ,8人关注 / 8个月以前发布,460,"38,124元/平"
此房为精装修，房东保养很好，家电齐全客厅通阳台,中央花园 -长兴县,2室2厅 | 87平米 | 南 北 | 精装 | 中楼层(共15层)  | 板塔结合,3人关注 / 6个月以前发布,106,"12,184元/平"
城区房、楼层好、位置佳，房东诚意出售，看中可谈,恒隆府 -安吉县,2室2厅 | 97.65平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,1人关注 / 8个月以前发布,130,"13,313元/平"
御湖天誉蕞后排可观太湖，采光好楼层佳满二。,御湖天誉 -太湖度假区,1室2厅 | 69.32平米 | 南 | 毛坯 | 高楼层(共22层)  | 塔楼,1人关注 / 5个月以前发布,60,"8,656元/平"
三山两谷间悬浮于山坡之上像即了山林间浮起的朵朵闲云,绿城桃花源 -安吉县,2室2厅 | 124.17平米 | 东南 | 精装 | 低楼层(共1层)  | 暂无数据,1人关注 / 4天以前发布,580,"46,711元/平"
幸福里  精装 3房2卫 满两年  看房方便 急售,幸福里(安吉县) -安吉县,3室1厅 | 90.02平米 | 南 北 | 精装 | 中楼层(共11层)  | 板楼,0人关注 / 12天以前发布,124,"13,775元/平"
房子装修的保养的好，带地下停车位，小区环境好,吉星公馆 -安吉县,3室2厅 | 88.14平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 9个月以前发布,106,"12,027元/平"
桂雨居，精装满五，户型方正，别墅区里的多层洋房,桂雨居 -太湖度假区,3室3厅 | 136.46平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,11人关注 / 一年前发布,158,"11,579元/平"
